store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area
store_625,2796,11,17/03/2016,,Fashion apparel,Family Fashion,Family Fashion,2535096.0,144827.0,15.0
store_1239,2797,11,07/04/2016,,Food & Beverage Services,Gourmet Food Products,Chocolate,2512934.0,132466.0,88.0
store_1240,2798,11,04/05/2016,31/07/2022,Fashion apparel,Women's Fashion,Women's Fashion,4314284.0,1199575.0,8.0
store_1241,2799,11,25/05/2016,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,3102753.0,97853.0,466.0
store_90,2800,11,31/05/2016,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,8542549.0,1148204.0,206.0
store_1242,2801,11,01/06/2016,,Services,Imaterial services,Travel Agency,7652480.0,374903.0,319.0
store_1243,2802,11,22/07/2016,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",8477156.0,618917.0,81.0
store_458,2803,11,17/08/2016,14/10/2021,Fashion apparel,Women's Fashion,Women's Fashion,2511661.0,493433.0,130.0
store_668,2804,11,02/09/2016,16/08/2023,Fashion apparel,Women's Fashion,Women's Fashion,7954127.0,1037550.0,85.0
store_724,2805,11,05/09/2016,31/03/2022,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4355210.0,1332734.0,420.0
store_125,2806,11,15/09/2016,,Bags & Footwear & Accessories,Footwear,Family footwear,9749226.0,1116835.0,270.0
store_535,2807,11,19/10/2016,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2693667.0,986242.0,22.0
store_679,2808,11,20/10/2016,,Fashion apparel,Family Fashion,Family Fashion,7479668.0,541023.0,325.0
store_1180,2809,11,07/10/2016,31/12/2020,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,6719446.0,851646.0,60.0
store_134,2810,11,19/11/2016,18/02/2024,Gifts,Themed Gift,Themed gift,5920139.0,667310.0,36.0
store_1244,2811,11,13/12/2016,18/06/2023,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",7527093.0,716052.0,17.0
store_600,2812,11,29/12/2016,,Fashion apparel,Family Fashion,Family Fashion,2912463.0,1223487.0,305.0
store_163,2813,11,10/03/2017,02/02/2024,Fashion apparel,Lingerie & Underwear,Women underwear,5456057.0,260721.0,375.0
store_130,2814,11,02/03/2017,23/02/2024,Fashion apparel,Family Fashion,Family Fashion,6819983.0,451522.0,501.0
store_494,2815,11,01/03/2017,31/01/2022,Bags & Footwear & Accessories,Footwear,Family footwear,8595611.0,1077926.0,350.0
store_707,2816,11,31/03/2017,,Fashion apparel,Family Fashion,Family Fashion,6994660.0,675348.0,75.0
store_14,2817,11,07/04/2017,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,4080154.0,934367.0,88.0
store_1245,2818,11,01/03/2017,,Services,Car services,Car wash,4420649.0,145463.0,223.0
store_1246,2819,11,10/07/2017,09/09/2021,Services,Imaterial services,Travel Agency,4573533.0,863049.0,132.0
store_165,2820,11,17/08/2017,,Fashion apparel,Men's Fashion,Men's Fashion,4777110.0,1040683.0,288.0
store_1247,2821,11,02/09/2017,22/11/2021,Gifts,Toys,Toys,2085287.0,168683.0,181.0
store_1248,2822,11,22/10/2017,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9492263.0,436927.0,74.0
store_1249,2823,11,01/01/2017,,Gifts,Toys,Toys,6332704.0,196981.0,321.0
store_671,2824,11,01/12/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2598984.0,789009.0,501.0
store_583,2825,11,06/12/2017,19/06/2022,Fashion apparel,Men's Fashion,Men's Fashion,3449700.0,536597.0,398.0
store_1250,2826,11,11/12/2017,16/10/2020,Food & Beverage Services,Fast Meal,American & Burgers,763231.0,702341.0,422.0
store_1251,2827,11,12/12/2017,30/09/2024,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,5643538.0,429853.0,458.0
store_1252,2828,11,15/12/2017,13/11/2022,Health & Beauty,Optician,Optician & Sunglasses,8945277.0,948412.0,306.0
store_1253,2829,11,05/12/2017,,Food & Beverage Services,Fast Meal,Local Kitchen,7353831.0,1071155.0,119.0
store_145,2830,11,26/01/2018,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,7652247.0,336989.0,389.0
store_1015,2831,11,02/02/2018,,Fashion apparel,Women's Fashion,Women's Fashion,7625441.0,792388.0,429.0
store_743,2832,11,09/02/2018,,Fashion apparel,Family Fashion,Family Fashion,8517362.0,1063446.0,153.0
store_495,2833,11,14/03/2018,31/01/2023,Fashion apparel,Family Fashion,Jeans,9251296.0,558008.0,108.0
store_720,2834,11,22/03/2018,31/01/2023,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,2407929.0,487030.0,393.0
store_457,2835,11,23/03/2018,24/12/2022,Fashion apparel,Women's Fashion,Women's Fashion,9994123.0,459658.0,239.0
store_536,2836,11,13/04/2018,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,4859427.0,1072759.0,463.0
store_514,2837,11,14/04/2018,,Sport,Sport Clothes & Equipment,Sport general store,6438790.0,1112251.0,9.0
store_195,2838,11,25/05/2018,13/03/2023,Fashion apparel,Family Fashion,Family Fashion,201748.0,896868.0,386.0
store_3,2839,11,23/08/2018,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",2432969.0,459335.0,357.0
store_606,2840,11,24/07/2018,,Entertainment,Entertainment,Cinemas,4190025.0,757592.0,242.0
store_1254,2841,11,20/09/2018,,Health & Beauty,Hair & Body,Hairdressers,2064778.0,238680.0,71.0
store_641,2842,11,23/11/2018,05/03/2023,Fashion apparel,Family Fashion,Jeans,8963349.0,601532.0,256.0
store_1255,2843,11,15/11/2018,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,7091176.0,496336.0,270.0
store_519,2844,11,22/12/2018,31/03/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,5530598.0,663507.0,348.0
store_653,2845,11,18/01/2019,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,3717867.0,398391.0,75.0
store_166,2846,11,28/02/2019,,Food & Beverage Services,Fast Meal,American & Burgers,4915893.0,782445.0,177.0
store_1256,2847,11,08/02/2019,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,4830133.0,319076.0,396.0
store_491,2848,11,22/02/2019,18/01/2024,Sport,Sport Clothes & Equipment,Sport general store,4839144.0,211882.0,454.0
store_497,2849,11,14/02/2019,,Sport,Sport Clothes & Equipment,Sport general store,8434693.0,1258728.0,428.0
store_480,2850,11,01/03/2019,20/09/2020,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,7936658.0,92821.0,438.0
store_1257,2851,11,02/03/2019,31/07/2023,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,3237872.0,324106.0,79.0
store_774,2852,11,04/03/2019,,Sport,Sport Clothes & Equipment,Sport general store,2997091.0,222530.0,458.0
store_1258,2853,11,21/03/2019,24/09/2020,Food & Beverage Services,Gourmet Food Products,Bio and vegetarian,7576052.0,915781.0,359.0
store_521,2854,11,20/03/2019,28/02/2021,Fashion apparel,Men's Fashion,Men's Fashion,5338315.0,1055426.0,160.0
store_747,2855,11,20/03/2019,25/02/2024,Bags & Footwear & Accessories,Footwear,Family footwear,2063634.0,639755.0,330.0
store_632,2856,11,06/03/2019,,Fashion apparel,Men's Fashion,Men's Fashion,6708066.0,392019.0,102.0
store_1259,2857,11,23/04/2019,24/12/2023,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,8001135.0,1226347.0,315.0
store_7,2858,11,23/05/2019,,Food & Beverage Services,Fast Meal,American & Burgers,5480184.0,612966.0,287.0
store_533,2859,11,07/06/2019,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9286718.0,1319934.0,165.0
store_1260,2860,11,12/06/2019,31/05/2022,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",5498783.0,1120071.0,509.0
store_691,2861,11,24/05/2019,26/06/2022,Fashion apparel,Family Fashion,Jeans,1130186.0,1342027.0,351.0
store_1261,2862,11,06/09/2019,,Entertainment,Entertainment,Others Entertainment,8176415.0,1084820.0,391.0
store_710,2863,11,18/09/2019,,Food & Beverage Services,Fast Meal,Italian - Fast Meal,9124311.0,436792.0,52.0
store_730,2864,11,27/09/2019,18/04/2021,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,206814.0,1288162.0,153.0
store_550,2865,11,11/10/2019,,Gifts,Cards & Gadgets,Cards & Gadgets,2855771.0,1016424.0,211.0
store_1262,2866,11,27/10/2019,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,9192156.0,438638.0,182.0
store_1263,2867,11,25/10/2019,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,9449538.0,923915.0,329.0
store_54,2868,11,25/10/2019,31/03/2023,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1169722.0,787772.0,440.0
store_1264,2869,11,05/10/2019,30/08/2021,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5906462.0,467325.0,234.0
store_513,2870,11,31/10/2019,,Health & Beauty,Optician,Optician & Sunglasses,1899983.0,1144481.0,316.0
store_559,2871,11,31/10/2019,24/03/2024,Fashion apparel,Lingerie & Underwear,Women underwear,1924376.0,714431.0,494.0
store_1265,2872,11,24/10/2019,,Fashion apparel,Men's Fashion,Men's Fashion,9238938.0,1107902.0,421.0
store_571,2873,11,14/10/2019,,Health & Beauty,Pharmacy,Pharmacy,8601438.0,534004.0,300.0
store_566,2874,11,04/11/2019,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",6569258.0,1322776.0,122.0
store_1266,2875,11,14/11/2019,31/08/2024,Food & Beverage Services,Fast Meal,Asian - Fast Meal,8722299.0,307644.0,467.0
store_1267,2876,11,14/11/2019,30/11/2023,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1974591.0,308908.0,96.0
store_1268,2877,11,30/11/2019,,Food & Beverage Services,Gourmet Food Products,Chocolate,4933680.0,1271455.0,78.0
store_512,2878,11,04/12/2019,26/04/2021,Fashion apparel,Family Fashion,Family Fashion,632042.0,1155787.0,161.0
store_532,2879,11,04/12/2019,24/02/2021,Fashion apparel,Family Fashion,Family Fashion,4056622.0,329358.0,150.0
store_554,2880,11,06/12/2019,24/02/2021,Fashion apparel,Lingerie & Underwear,Women underwear,6508992.0,1074683.0,476.0
store_1269,2881,11,02/01/2020,,Services,Clothing-related services,Shoes repairs,964768.0,865229.0,35.0
store_1270,2882,11,14/01/2020,29/12/2022,Food & Beverage Services,Fast Meal,Fish & Seaproducts,5295158.0,936743.0,269.0
store_1271,2883,11,11/02/2020,,Fashion apparel,Men's Fashion,Men's Fashion,2019616.0,1264241.0,467.0
store_1272,2884,11,11/12/2019,27/09/2023,Auto,Auto Dealer,Auto Dealer,1221353.0,1080912.0,326.0
store_482,2885,11,24/02/2020,,Home,Furniture & Interior Design,Tableware and kitchen tools,2754160.0,807486.0,98.0
store_165,2886,11,31/08/2019,,Fashion apparel,Matern./Childr. Fash.,Children fashion,4501650.0,1247416.0,309.0
store_501,2887,11,22/05/2020,31/12/2021,Fashion apparel,Family Fashion,Family Fashion,5058390.0,424034.0,144.0
store_1233,2888,11,20/05/2020,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,7338073.0,922110.0,227.0
store_502,2889,11,20/05/2020,,Bags & Footwear & Accessories,Footwear,Family footwear,3542350.0,597868.0,13.0
store_1273,2890,11,13/07/2020,,Gifts,Cards & Gadgets,Cards & Gadgets,6084907.0,230413.0,240.0
store_1274,2891,11,09/10/2020,25/03/2024,Fashion apparel,Women's Fashion,Women's Fashion,3100775.0,953222.0,245.0
store_1275,2892,11,22/10/2020,31/03/2022,Gifts,Florists,Florists,2917821.0,1199600.0,63.0
store_1276,2893,11,28/11/2020,,Food Stores & Mass Merchandise,Grocery,Grocery,1350623.0,903205.0,294.0
store_325,2894,11,14/11/2020,31/01/2022,Fashion apparel,Family Fashion,Jeans,3114708.0,399772.0,478.0
store_1277,2895,11,22/11/2020,07/12/2023,Fashion apparel,Women's Fashion,Women's Fashion,3390504.0,1161358.0,237.0
store_1278,2896,11,01/12/2020,02/07/2021,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3202408.0,424110.0,141.0
store_523,2897,11,12/12/2020,31/05/2023,Food & Beverage Services,Fast Meal,Sandwiches,1159853.0,700814.0,138.0
store_1279,2898,11,04/12/2020,,Food & Beverage Services,Fast Meal,Local Kitchen,3762942.0,1089684.0,477.0
store_532,2899,11,19/05/2021,23/04/2024,Fashion apparel,Family Fashion,Family Fashion,365171.0,886028.0,336.0
store_1280,2900,11,21/05/2021,,Gifts,Florists,Florists,7541464.0,302406.0,332.0
store_537,2901,11,11/06/2021,,Entertainment,Entertainment,Others Entertainment,490604.0,195726.0,284.0
store_1281,2902,11,01/06/2021,29/12/2022,Fashion apparel,Family Fashion,Family Fashion,7749153.0,839606.0,16.0
store_626,2903,11,22/10/2021,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",4185848.0,394331.0,33.0
store_1282,2904,11,23/11/2021,,Health & Beauty,Hair & Body,Hairdressers,7575928.0,466220.0,326.0
store_1283,2905,11,05/12/2021,,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",532435.0,102404.0,32.0
store_1207,2906,11,12/01/2022,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,5179614.0,694914.0,5.0
store_1284,2907,11,01/03/2022,,Services,Other product-related services,Others Products related services,2801087.0,926954.0,24.0
store_554,2908,11,11/03/2022,25/03/2024,Fashion apparel,Lingerie & Underwear,Women underwear,1735291.0,1079380.0,340.0
store_1285,2909,11,23/03/2022,,Food & Beverage Services,Fast Meal,Local Kitchen,5789925.0,544899.0,497.0
store_610,2910,11,23/03/2022,31/03/2023,Health & Beauty,Optician,Optician & Sunglasses,2089988.0,1075702.0,120.0
store_1286,2911,11,09/05/2022,25/03/2024,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",1627992.0,572574.0,338.0
store_196,2912,11,09/06/2022,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,5208776.0,727672.0,327.0
store_1287,2913,11,03/06/2022,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",9430059.0,172470.0,292.0
store_1288,2914,11,06/05/2022,,Food & Beverage Services,Sweet moments,Juices,896885.0,605275.0,482.0
store_583,2915,11,01/08/2022,,Fashion apparel,Men's Fashion,Men's Fashion,3150448.0,668171.0,409.0
store_1215,2916,11,05/08/2022,,Food & Beverage Services,Sweet moments,Confectionery,8797404.0,753484.0,355.0
store_262,2917,11,11/08/2022,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,6149115.0,1064820.0,276.0
store_1289,2918,11,19/08/2022,31/07/2023,Fashion apparel,Men's Fashion,Men's Fashion,7312915.0,405268.0,435.0
store_38,2919,11,19/08/2022,,Fashion apparel,Lingerie & Underwear,Women underwear,621016.0,171347.0,222.0
store_1290,2920,11,30/08/2022,19/08/2024,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,3619583.0,109065.0,450.0
store_1291,2921,11,02/09/2022,,Services,Clothing-related services,Dry cleaning,5018390.0,750845.0,490.0
store_1200,2922,11,20/09/2022,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,6371526.0,177606.0,60.0
store_1292,2923,11,24/09/2022,31/01/2024,Fashion apparel,Men's Fashion,Men's Fashion,5966569.0,446296.0,291.0
store_759,2924,11,26/09/2022,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,3060809.0,129729.0,105.0
store_279,2925,11,29/09/2022,21/04/2024,Fashion apparel,Family Fashion,Family Fashion,4810834.0,685006.0,264.0
store_1293,2926,11,11/10/2022,31/07/2023,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,5511550.0,1100707.0,271.0
store_748,2927,11,12/10/2022,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9467148.0,1201876.0,229.0
store_1294,2928,11,20/10/2022,,Fashion apparel,Lingerie & Underwear,Women underwear,1974750.0,710088.0,69.0
store_281,2929,11,24/10/2022,,Fashion apparel,Family Fashion,Family Fashion,8478109.0,1351474.0,136.0
store_1295,2930,11,25/10/2022,31/01/2024,Fashion apparel,Family Fashion,Family Fashion,8286369.0,256914.0,241.0
store_1216,2931,11,27/10/2022,,Home,Pets,Pet shops & pet supplies,5710694.0,1328948.0,186.0
store_1228,2932,11,03/11/2022,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,8967115.0,593709.0,193.0
store_572,2933,11,14/11/2022,,Health & Beauty,Optician,Optician & Sunglasses,4192507.0,1087796.0,416.0
store_1296,2934,11,06/12/2022,31/03/2023,Home,Furniture & Interior Design,Tableware and kitchen tools,6633593.0,355621.0,432.0
store_1297,2935,11,02/01/2023,,Food & Beverage Services,Fast Meal,Local Kitchen,5800419.0,643397.0,174.0
store_798,2936,11,29/12/2022,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,3527637.0,1279890.0,64.0
store_1081,2937,11,01/02/2023,31/05/2024,Food & Beverage Services,Sweet moments,Confectionery,4618117.0,894487.0,96.0
store_1298,2938,11,17/02/2023,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,963358.0,186438.0,155.0
store_1299,2939,11,03/03/2023,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,2167562.0,290671.0,136.0
store_517,2940,11,02/05/2023,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4406875.0,1219628.0,4.0
store_925,2941,11,12/05/2023,,Fashion apparel,Family Fashion,Family Fashion,6463997.0,653739.0,97.0
store_1136,2942,11,01/06/2023,,Entertainment,Entertainment,Others Entertainment,6348060.0,619436.0,286.0
store_689,2943,11,27/07/2023,,Fashion apparel,Women's Fashion,Women's Fashion,9359610.0,129003.0,228.0
store_1293,2944,11,09/08/2023,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,4047133.0,883853.0,58.0
store_641,2945,11,08/09/2023,,Fashion apparel,Family Fashion,Family Fashion,2343346.0,813034.0,132.0
store_1300,2946,11,22/08/2023,22/01/2024,Fashion apparel,Family Fashion,Family Fashion,5547963.0,108783.0,3.0
store_1301,2947,11,18/09/2023,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,8104955.0,102652.0,454.0
store_1302,2948,11,16/11/2023,,Fashion apparel,Family Fashion,Family Fashion,5016775.0,325190.0,238.0
store_49,2949,11,29/11/2023,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,5255320.0,1088325.0,235.0
store_1303,2950,11,01/12/2023,08/04/2024,Bags & Footwear & Accessories,Footwear,Family footwear,3530943.0,1080866.0,46.0
store_1304,2951,11,17/01/2024,,Fashion apparel,Family Fashion,Family Fashion,3540274.0,458652.0,261.0
store_660,2952,11,19/02/2024,,Fashion apparel,Family Fashion,Jeans,4408890.0,426541.0,462.0
store_1185,2953,11,09/03/2024,,Sport,Sport Clothes & Equipment,Sport equipment,418501.0,441020.0,100.0
store_1201,2954,11,23/03/2024,,Fashion apparel,Men's Fashion,Men's Fashion,3325693.0,470348.0,510.0
store_1305,2955,11,27/02/2024,,Food & Beverage Services,Fast Meal,Latino-American - Fast Meal,5231080.0,1234799.0,391.0
store_559,2956,11,02/04/2024,,Fashion apparel,Lingerie & Underwear,Women underwear,6825470.0,693624.0,385.0
store_1306,2957,11,02/04/2024,,Services,Imaterial services,Travel Agency,735382.0,921151.0,231.0
store_1209,2958,11,03/04/2024,,Fashion apparel,Women's Fashion,Women's Fashion,5138024.0,910436.0,108.0
store_788,2959,11,03/04/2024,21/10/2024,Fashion apparel,Women's Fashion,Women's Fashion,5126072.0,744888.0,287.0
store_265,2960,11,29/04/2024,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,7646421.0,463309.0,312.0
store_134,2961,11,28/06/2024,,Gifts,Themed Gift,Themed gift,7527784.0,1145726.0,30.0
store_1307,2962,11,29/06/2024,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,3754435.0,697674.0,395.0
store_1308,2963,11,17/07/2024,,Bags & Footwear & Accessories,Footwear,Sport shoes,9726288.0,977351.0,164.0
store_982,2964,11,05/08/2024,,Food & Beverage Services,Fast Meal,Cafeterias,4895733.0,1159701.0,79.0
store_643,2965,11,28/08/2024,,Health & Beauty,Pharmacy,Pharmacy,3745542.0,472255.0,477.0
store_612,2966,30,17/10/2013,,Services,Clothing-related services,Dry cleaning,8408004.0,1274179.0,176.0
store_1309,2967,30,17/10/2013,20/02/2024,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,260823.0,161763.0,167.0
store_1310,2968,30,17/10/2013,,Home,Furniture & Interior Design,Tableware and kitchen tools,1561903.0,258855.0,481.0
store_1311,2969,30,17/10/2013,03/05/2023,Bags & Footwear & Accessories,Footwear,Family footwear,6681028.0,469713.0,384.0
store_1312,2970,30,17/10/2013,,Fashion apparel,Men's Fashion,Men's Fashion,8218675.0,1323008.0,443.0
store_1312,2971,30,17/10/2013,,Fashion apparel,Women's Fashion,Women's Fashion,9115519.0,597511.0,31.0
store_1313,2972,30,17/10/2013,,Food Stores & Mass Merchandise,Hypermarkets,Hypermarkets,3175431.0,1239004.0,465.0
store_1314,2973,30,17/10/2013,13/06/2024,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",6566492.0,471267.0,376.0
store_67,2974,30,17/10/2013,,Fashion apparel,Women's Fashion,Women's Fashion,2705898.0,746885.0,464.0
store_1315,2975,30,17/10/2013,,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,1790136.0,344563.0,263.0
store_1316,2976,30,17/10/2013,30/01/2021,Fashion apparel,Family Fashion,Family Fashion,2485522.0,699202.0,309.0
store_1317,2977,30,17/10/2013,10/02/2024,Fashion apparel,Family Fashion,Family Fashion,3103763.0,931235.0,414.0
store_1318,2978,30,17/10/2013,,Fashion apparel,Men's Fashion,Men's Fashion,8144975.0,515573.0,12.0
store_139,2979,30,17/10/2013,,Fashion apparel,Lingerie & Underwear,Women underwear,3036081.0,716345.0,485.0
store_1319,2980,30,17/10/2013,01/10/2022,Fashion apparel,Women's Fashion,Women's Fashion,2810353.0,1078656.0,447.0
store_521,2981,30,17/10/2013,,Fashion apparel,Men's Fashion,Men's Fashion,8947885.0,1218860.0,324.0
store_1320,2982,30,17/10/2013,,Food & Beverage Services,Service to table restaurants,Crepes,9048321.0,1059890.0,101.0
store_1321,2983,30,17/10/2013,,Fashion apparel,Lingerie & Underwear,Women underwear,4901349.0,632105.0,209.0
store_1322,2984,30,17/10/2013,,Food & Beverage Services,Gourmet Food Products,Chocolate,3575051.0,1209805.0,190.0
store_1323,2985,30,17/10/2013,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,5749236.0,359116.0,143.0
store_1324,2986,30,17/10/2013,,Fashion apparel,Matern./Childr. Fash.,Children fashion,3108926.0,1185569.0,442.0
store_554,2987,30,17/10/2013,,Fashion apparel,Lingerie & Underwear,Women underwear,4882028.0,272832.0,89.0
store_1325,2988,30,17/10/2013,,Food & Beverage Services,Fast Meal,American & Burgers,10090196.0,730960.0,366.0
store_1326,2989,30,17/10/2013,,Services,Multiservices shops,Multiservices shops,8454139.0,1075496.0,356.0
store_1327,2990,30,17/10/2013,30/01/2021,Fashion apparel,Men's Fashion,Men's Fashion,5436106.0,313921.0,501.0
store_121,2991,30,17/10/2013,21/01/2023,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",897682.0,889810.0,272.0
store_1328,2992,30,17/10/2013,,Health & Beauty,Hair & Body,Hairdressers,5524948.0,562131.0,437.0
store_1329,2993,30,17/10/2013,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,2754906.0,558507.0,297.0
store_513,2994,30,17/10/2013,,Health & Beauty,Optician,Optician & Sunglasses,6897861.0,549559.0,229.0
store_325,2995,30,17/10/2013,,Fashion apparel,Family Fashion,Jeans,2855186.0,84505.0,104.0
store_21,2996,30,17/10/2013,,Fashion apparel,Family Fashion,Family Fashion,1126289.0,1106215.0,184.0
store_1330,2997,30,17/10/2013,,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,5011639.0,177165.0,250.0
store_1331,2998,30,17/10/2013,,Bags & Footwear & Accessories,Footwear,Family footwear,782311.0,1082708.0,33.0
store_1332,2999,30,17/10/2013,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,7896842.0,72796.0,316.0
store_1333,3000,30,17/10/2013,,Fashion apparel,Women's Fashion,Women's Fashion,5795486.0,1173128.0,255.0
store_23,3001,30,17/10/2013,,Fashion apparel,Lingerie & Underwear,Women underwear,5571209.0,568915.0,48.0
store_1334,3002,30,17/10/2013,,Fashion apparel,Men's Fashion,Men's Fashion,2820259.0,434445.0,260.0
store_287,3003,30,17/10/2013,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4388313.0,583697.0,461.0
store_1335,3004,30,17/10/2013,,Food & Beverage Services,Gourmet Food Products,Chocolate,9352654.0,565244.0,295.0
store_1336,3005,30,17/10/2013,,Fashion apparel,Women's Fashion,Women's Fashion,341040.0,757523.0,34.0
store_1337,3006,30,17/10/2013,21/01/2024,Fashion apparel,Family Fashion,Jeans,5627640.0,780661.0,372.0
store_1338,3007,30,17/10/2013,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9279243.0,895659.0,344.0
store_106,3008,30,17/10/2013,,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",5799344.0,375952.0,413.0
store_355,3009,30,17/10/2013,,Fashion apparel,Family Fashion,Family Fashion,3274640.0,335119.0,399.0
store_1339,3010,30,17/10/2013,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,613965.0,101907.0,60.0
store_1340,3011,30,17/10/2013,,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,6240372.0,1163896.0,405.0
store_1341,3012,30,17/10/2013,,Fashion apparel,Family Fashion,Family Fashion,8145198.0,516840.0,442.0
store_30,3013,30,17/10/2013,,Fashion apparel,Family Fashion,Jeans,6665275.0,326245.0,349.0
store_172,3014,30,17/10/2013,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3950143.0,1251097.0,38.0
store_1342,3015,30,17/10/2013,13/05/2024,Bags & Footwear & Accessories,Footwear,Men footwear,5626724.0,1115569.0,170.0
store_1343,3016,30,17/10/2013,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,4765639.0,972568.0,120.0
store_32,3017,30,17/10/2013,,Food & Beverage Services,Fast Meal,American & Burgers,1811095.0,109760.0,83.0
store_1344,3018,30,17/10/2013,09/01/2024,Bags & Footwear & Accessories,Footwear,Family footwear,9140826.0,906115.0,12.0
store_1345,3019,30,17/10/2013,,Fashion apparel,Women's Fashion,Women's Fashion,7741770.0,642877.0,387.0
store_1346,3020,30,17/10/2013,,Gifts,Themed Gift,Themed gift,8441807.0,197348.0,337.0
store_262,3021,30,17/10/2013,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4208988.0,1343077.0,39.0
store_959,3022,30,17/10/2013,,Fashion apparel,Matern./Childr. Fash.,Children fashion,2146242.0,928537.0,423.0
store_822,3023,30,17/10/2013,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,10028161.0,1079132.0,152.0
store_803,3024,30,17/10/2013,10/07/2024,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",2782524.0,869931.0,10.0
