store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,mall_name,mall_country,total_mall_area,block_id,external_mall_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,average_dwell_time,median_dwell_time
store_245,626,1,26/03/2021,,Health & Beauty,Optician,Optician & Sunglasses,1294012.0,136323.0,487.0,mall_1,Germany,19564.0,7111.0,19.0,-116105.0,3127.0,8159.0,12518.0,61506.0,1593.0,34686.0,7691.22,472830.0,276.88,17021.88,69221,4255470,250,487.28352654930586,240.0
store_195,627,1,04/06/2021,17/02/2024,Fashion apparel,Family Fashion,Family Fashion,6189040.0,378104.0,391.0,mall_1,Germany,19564.0,4006.0,19.0,-48491.0,3606.0,10470.0,1899.0,29925.0,7741.0,84147.0,20805.88,499287.38,733.25,17596.03,166447,3994299,227,670.7321344667037,300.0
store_457,733,1,04/05/2024,,Fashion apparel,Women's Fashion,Women's Fashion,1982868.0,254508.0,33.0,mall_1,Germany,19564.0,4006.0,19.0,-85213.0,30329.0,1734.0,14665.0,78665.0,9273.0,18431.0,20805.88,499287.38,733.25,17596.03,166447,3994299,227,670.7321344667037,300.0
store_210,628,1,01/06/2021,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1182694.0,475185.0,346.0,mall_1,Germany,19564.0,7204.0,19.0,-60535.0,53552.0,10877.0,6748.0,43549.0,4790.0,47927.0,5828.1,230317.8,222.45,8790.76,58281,2303178,262,867.5917886836877,240.0
store_132,629,1,10/06/2021,,Fashion apparel,Family Fashion,Family Fashion,4755162.0,87015.0,391.0,mall_1,Germany,19564.0,7110.0,19.0,-4784.0,54742.0,13929.0,13508.0,59819.0,14298.0,111262.0,5233.6,457115.6,196.75,17184.8,52336,4571156,266,542.3800337593441,120.0
store_312,630,1,23/06/2021,20/07/2024,Fashion apparel,Family Fashion,Family Fashion,9222074.0,999406.0,479.0,mall_1,Germany,19564.0,7184.0,19.0,-30035.0,27645.0,8128.0,14067.0,78592.0,390.0,116762.0,2384.0,229069.2,101.88,9789.28,11920,1145346,117,286.64150943396226,120.0
store_312,630,1,23/06/2021,20/07/2024,Fashion apparel,Family Fashion,Family Fashion,9222074.0,999406.0,479.0,mall_1,Germany,19564.0,7184.0,19.0,-30035.0,27645.0,8128.0,14067.0,78592.0,390.0,116762.0,1982.5,229540.5,120.15,13911.55,3965,459081,33,286.64150943396226,120.0
store_416,631,1,07/08/2021,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,4203322.0,481590.0,498.0,mall_1,Germany,19564.0,7141.0,19.0,-53313.0,11523.0,14019.0,2525.0,33550.0,12781.0,75882.0,9801.2,510968.2,368.47,19209.33,98012,5109682,266,312.0030387439858,180.0
store_240,632,1,25/08/2021,,Food & Beverage Services,Gourmet Food Products,Chocolate,1790250.0,452529.0,370.0,mall_1,Germany,19564.0,7020.0,19.0,-86948.0,64953.0,10063.0,12587.0,43834.0,13899.0,69859.0,7884.7,526773.5,296.42,19803.52,78847,5267735,266,458.0165289256198,180.0
store_417,633,1,06/08/2021,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,9526600.0,946042.0,193.0,mall_1,Germany,19564.0,7162.0,19.0,-28903.0,25602.0,11763.0,14291.0,40592.0,2011.0,71575.0,2113.8,464515.6,79.47,17462.99,21138,4645156,266,364.8972188633616,180.0
store_418,634,1,26/08/2021,,Entertainment,Entertainment,Kids Entertainment,1766932.0,771199.0,315.0,mall_1,Germany,19564.0,7044.0,19.0,-98096.0,90763.0,11739.0,1784.0,11724.0,4121.0,111363.0,7580.9,519830.3,285.0,19542.49,75809,5198303,266,3571.504102096628,3120.0
store_52,635,1,26/08/2021,,Food & Beverage Services,Fast Meal,Cafeterias,7832635.0,621892.0,404.0,mall_1,Germany,19564.0,7047.0,19.0,-93455.0,65815.0,6679.0,1473.0,77223.0,4286.0,102415.0,8113.0,519829.5,305.0,19542.46,81130,5198295,266,1487.0456741609223,1320.0
store_419,637,1,30/09/2021,,Fashion apparel,Family Fashion,Family Fashion,791770.0,1297135.0,311.0,mall_1,Germany,19564.0,7180.0,19.0,-33977.0,100594.0,10183.0,13283.0,31939.0,5984.0,81060.0,20673.7,282307.4,777.21,10613.06,206737,2823074,266,570.0365895754228,360.0
store_66,638,1,30/09/2021,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,4484711.0,68971.0,431.0,mall_1,Germany,19564.0,7190.0,19.0,-8937.0,20476.0,11850.0,13644.0,20777.0,374.0,22710.0,37540.6,365366.7,1411.3,13735.59,375406,3653667,266,691.178257436872,540.0
store_145,642,1,16/09/2021,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1691660.0,675007.0,70.0,mall_1,Germany,19564.0,7147.0,19.0,-57879.0,48520.0,12050.0,1560.0,5102.0,11888.0,102254.0,20716.8,343894.6,778.83,12928.37,207168,3438946,266,443.7892612662764,300.0
store_39,644,1,02/11/2021,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,8316892.0,872581.0,393.0,mall_1,Germany,19564.0,7137.0,19.0,-8717.0,36134.0,2595.0,3722.0,73413.0,11638.0,107044.0,10870.3,510968.9,408.66,19209.36,108703,5109689,266,410.381255183854,300.0
store_423,646,1,02/11/2021,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,5973827.0,261171.0,509.0,mall_1,Germany,19564.0,7138.0,19.0,-81749.0,33392.0,13734.0,10823.0,37006.0,10094.0,29780.0,5374.9,510846.2,202.06,19204.74,53749,5108462,266,413.7592639918221,300.0
store_238,647,1,14/10/2021,,Home,Furniture & Interior Design,Decoration accessories / Design,994582.0,742682.0,176.0,mall_1,Germany,19564.0,7196.0,19.0,-73241.0,9221.0,1110.0,14397.0,49674.0,7712.0,25094.0,14757.2,365395.2,554.78,13736.66,147572,3653952,266,357.8991349379156,240.0
store_426,651,1,22/12/2021,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",3895594.0,1101812.0,503.0,mall_1,Germany,19564.0,7208.0,19.0,-123696.0,97051.0,10311.0,5053.0,38874.0,16043.0,108685.0,5759.8,230305.4,219.84,8790.28,57598,2303054,262,2364.1526717557254,2520.0
store_427,652,1,20/12/2021,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Tea breaks,1559709.0,889853.0,212.0,mall_1,Germany,19564.0,7227.0,19.0,-17575.0,63631.0,12708.0,15460.0,69526.0,15346.0,29213.0,6865.3,226410.1,258.09,8511.66,68653,2264101,266,482.4025114647133,300.0
store_208,663,1,09/05/2022,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",7063834.0,219509.0,434.0,mall_1,Germany,19564.0,7163.0,19.0,-92362.0,12061.0,1098.0,4189.0,22276.0,3068.0,79089.0,1244.7,296800.7,46.79,11157.92,12447,2968007,266,429.73800612453215,180.0
store_294,664,1,01/06/2022,,Fashion apparel,Lingerie & Underwear,Men underwear,4789905.0,1205432.0,38.0,mall_1,Germany,19564.0,7114.0,19.0,-110353.0,40148.0,4144.0,5300.0,42292.0,8394.0,81075.0,2298.4,689514.5,86.41,25921.6,22984,6895145,266,1744.5729145829166,480.0
store_154,665,1,02/06/2022,,Fashion apparel,Family Fashion,Family Fashion,9879542.0,1272408.0,380.0,mall_1,Germany,19564.0,7038.0,19.0,-103647.0,96168.0,7653.0,2834.0,49614.0,14932.0,38831.0,11451.5,519959.6,432.13,19621.12,114515,5199596,265,439.6136890295597,300.0
store_262,666,1,14/07/2022,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,8124048.0,762354.0,13.0,mall_1,Germany,19564.0,7146.0,19.0,-14686.0,64623.0,481.0,15061.0,35864.0,11195.0,75234.0,24654.7,511133.1,926.87,19215.53,246547,5111331,266,378.47679081746656,240.0
store_35,667,1,21/07/2022,,Food & Beverage Services,Fast Meal,Fish & Seaproducts,377877.0,621284.0,224.0,mall_1,Germany,19564.0,7045.0,19.0,-99968.0,39320.0,8018.0,7655.0,84753.0,13550.0,75442.0,17775.1,428839.3,668.24,16121.78,177751,4288393,266,1079.0711794871795,1020.0
store_355,668,1,27/07/2022,,Fashion apparel,Family Fashion,Family Fashion,3386957.0,1324723.0,330.0,mall_1,Germany,19564.0,7025.0,19.0,-23035.0,97678.0,4650.0,3206.0,64989.0,5418.0,17381.0,6491.1,526941.9,244.03,19809.85,64911,5269419,266,257.0173589148921,120.0
store_433,669,1,18/08/2022,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,4309649.0,1111118.0,390.0,mall_1,Germany,19564.0,7225.0,19.0,-119066.0,79778.0,2453.0,2852.0,61034.0,6534.0,94901.0,3090.6,225977.7,116.19,8495.4,30906,2259777,266,2408.826269212855,2340.0
store_36,670,1,18/08/2022,,Fashion apparel,Women's Fashion,Women's Fashion,9779193.0,1303339.0,331.0,mall_1,Germany,19564.0,7140.0,19.0,-78530.0,16583.0,9201.0,3187.0,68462.0,4341.0,5783.0,24799.9,511127.6,932.33,19215.32,247999,5111276,266,377.36589802376034,180.0
store_109,671,1,17/06/2022,,Bags & Footwear & Accessories,Footwear,Family footwear,8819918.0,672028.0,275.0,mall_1,Germany,19564.0,7165.0,19.0,-50362.0,51951.0,4867.0,1691.0,23241.0,617.0,60294.0,6515.0,296802.7,244.92,11158.0,65150,2968027,266,329.35625136851326,120.0
store_243,672,1,25/08/2022,,Fashion apparel,Family Fashion,Family Fashion,7838968.0,66712.0,122.0,mall_1,Germany,19564.0,7009.0,19.0,-106683.0,34586.0,12957.0,12888.0,77282.0,6128.0,49062.0,7446.9,346540.5,279.96,13027.84,74469,3465405,266,271.36448357863617,180.0
store_166,673,1,02/09/2022,,Food & Beverage Services,Fast Meal,American & Burgers,1440920.0,192419.0,170.0,mall_1,Germany,19564.0,7056.0,19.0,-105554.0,46493.0,10512.0,13630.0,73939.0,1179.0,40053.0,15363.5,428840.0,577.58,16121.8,153635,4288400,266,1146.386202343621,960.0
store_436,676,1,22/09/2022,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,5900072.0,616396.0,334.0,mall_1,Germany,19564.0,7083.0,19.0,-42779.0,8532.0,1169.0,13534.0,9670.0,6076.0,20702.0,49450.1,445675.8,1859.03,16754.73,494501,4456758,266,805.8154367736192,540.0
store_244,677,1,23/09/2022,,Food & Beverage Services,Gourmet Food Products,Wines and spirits,8129419.0,838963.0,257.0,mall_1,Germany,19564.0,7086.0,19.0,-47930.0,80651.0,76.0,9337.0,74083.0,15940.0,29239.0,2681.2,431691.0,100.8,16228.98,26812,4316910,266,386.87614319310165,240.0
store_437,678,1,26/09/2022,,Entertainment,Entertainment,Others Entertainment,1943654.0,168146.0,317.0,mall_1,Germany,19564.0,7212.0,19.0,-115350.0,69113.0,8893.0,14765.0,40551.0,11808.0,36315.0,3099.6,259367.5,116.53,9750.66,30996,2593675,266,1770.2985381922997,660.0
store_205,679,1,23/09/2022,22/09/2024,Fashion apparel,Women's Fashion,Women's Fashion,9403976.0,873234.0,342.0,mall_1,Germany,19564.0,7168.0,19.0,-77348.0,9551.0,6436.0,6520.0,76389.0,8836.0,112128.0,6817.0,266509.43,263.64,10306.99,47719,1865566,181,397.737165390157,180.0
store_96,681,1,01/12/2022,,Fashion apparel,Family Fashion,Family Fashion,3868716.0,827311.0,413.0,mall_1,Germany,19564.0,7157.0,19.0,-66630.0,49330.0,13485.0,7066.0,78573.0,1198.0,26331.0,14991.5,463639.9,563.59,17430.07,149915,4636399,266,308.3598873132738,180.0
store_438,682,1,03/12/2022,,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",3825328.0,1075651.0,382.0,mall_1,Germany,19564.0,7082.0,19.0,-29760.0,31526.0,10896.0,4752.0,50995.0,13985.0,23464.0,5545.3,431545.0,208.47,16223.5,55453,4315450,266,478.5345710627401,240.0
store_222,684,1,18/11/2022,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,9289937.0,810673.0,177.0,mall_1,Germany,19564.0,7229.0,19.0,-84132.0,54356.0,8927.0,15380.0,85434.0,6508.0,22769.0,31868.8,226407.9,1198.08,8511.58,318688,2264079,266,1880.2642532724776,780.0
store_439,686,1,23/11/2022,,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,6976830.0,399729.0,388.0,mall_1,Germany,19564.0,7239.0,19.0,-78203.0,36493.0,85.0,2144.0,65797.0,1496.0,19233.0,9817.7,197315.2,369.09,7417.86,98177,1973152,266,2449.065153295351,2460.0
store_440,687,1,10/12/2022,28/05/2024,Home,Furniture & Interior Design,Decoration accessories / Design,2998980.0,878433.0,266.0,mall_1,Germany,19564.0,7026.0,19.0,-30796.0,29549.0,3581.0,14742.0,77242.0,11307.0,16291.0,6023.67,382358.67,282.36,17923.06,18071,1147076,64,546.5561725758223,240.0
store_440,687,1,10/12/2022,28/05/2024,Home,Furniture & Interior Design,Decoration accessories / Design,2998980.0,878433.0,266.0,mall_1,Germany,19564.0,7026.0,19.0,-30796.0,29549.0,3581.0,14742.0,77242.0,11307.0,16291.0,4205.0,391320.5,254.85,23716.39,8410,782641,33,546.5561725758223,240.0
store_376,688,1,12/12/2022,,Culture & Media & Technology,Computer Products & Electronics games,Computer products,6022223.0,349683.0,447.0,mall_1,Germany,19564.0,7079.0,19.0,-68178.0,55815.0,3574.0,12109.0,59271.0,6131.0,119953.0,9347.3,431568.6,351.4,16224.38,93473,4315686,266,441.5241236785629,240.0
store_441,690,1,23/12/2022,,Auto,Auto Dealer,Auto Dealer,5272822.0,1126351.0,409.0,mall_1,Germany,19564.0,7080.0,19.0,-75337.0,11136.0,7586.0,3210.0,66910.0,4916.0,59816.0,3142.4,431682.0,118.14,16228.65,31424,4316820,266,680.1537964458804,300.0
store_341,691,1,03/10/2022,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,2711798.0,1224524.0,357.0,mall_1,Germany,19564.0,7174.0,19.0,-69824.0,89093.0,5695.0,12855.0,6165.0,10232.0,97220.0,9873.3,287740.0,371.18,10817.29,98733,2877400,266,525.9467488416432,180.0
store_117,692,1,01/10/2022,,Food & Beverage Services,Sweet moments,Confectionery,2262476.0,869592.0,95.0,mall_1,Germany,19564.0,7123.0,19.0,-33022.0,29358.0,9271.0,12214.0,21482.0,12624.0,122473.0,5293.2,630770.7,198.99,23713.18,52932,6307707,266,254.59406522377827,180.0
store_148,694,1,02/03/2023,,Bags & Footwear & Accessories,Footwear,Family footwear,10030745.0,655289.0,153.0,mall_1,Germany,19564.0,7002.0,19.0,-122632.0,48385.0,6119.0,6053.0,30036.0,1903.0,70062.0,22436.4,370719.1,843.47,13936.81,224364,3707191,266,414.169345883924,240.0
store_127,695,1,03/02/2023,,Gifts,Themed Gift,Themed gift,7206120.0,585283.0,334.0,mall_1,Germany,19564.0,7201.0,19.0,-115183.0,28706.0,6652.0,3595.0,29680.0,9767.0,97240.0,13013.6,230302.0,496.7,8790.15,130136,2303020,262,355.5553826661035,240.0
store_442,696,1,22/03/2023,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,513217.0,149438.0,36.0,mall_1,Germany,19564.0,7101.0,19.0,-38000.0,56430.0,13871.0,4361.0,84536.0,6497.0,13391.0,3014.3,349828.4,113.32,13151.44,30143,3498284,266,280.3671596124426,180.0
store_443,697,1,01/03/2023,,Services,Clothing-related services,Shoes repairs,6280361.0,799285.0,354.0,mall_1,Germany,19564.0,7021.0,19.0,-76780.0,87977.0,1715.0,10183.0,64478.0,6964.0,14463.0,3110.7,526774.0,116.94,19803.53,31107,5267740,266,298.47902625490394,180.0
store_444,698,1,29/03/2023,,Fashion apparel,Family Fashion,Family Fashion,1672762.0,450658.0,6.0,mall_1,Germany,19564.0,7028.0,19.0,-30566.0,79445.0,3396.0,9456.0,65078.0,7869.0,59067.0,3139.7,526393.6,118.03,19789.23,31397,5263936,266,254.43364797334812,150.0
store_445,699,1,12/04/2023,,Health & Beauty,Health Services,Health Services,4307885.0,115799.0,455.0,mall_1,Germany,19564.0,7087.0,19.0,-104190.0,1535.0,12466.0,3361.0,2555.0,8842.0,82230.0,921.3,47267.4,34.77,1783.68,9213,472674,265,829.811577752554,300.0
store_279,701,1,09/03/2023,29/05/2024,Fashion apparel,Family Fashion,Family Fashion,2829687.0,747660.0,35.0,mall_1,Germany,19564.0,7036.0,19.0,-64003.0,23672.0,367.0,6044.0,58414.0,14088.0,117032.0,1386.67,289916.33,64.0,13380.75,4160,869749,65,359.2577733199599,120.0
store_279,701,1,09/03/2023,29/05/2024,Fashion apparel,Family Fashion,Family Fashion,2829687.0,747660.0,35.0,mall_1,Germany,19564.0,7036.0,19.0,-64003.0,23672.0,367.0,6044.0,58414.0,14088.0,117032.0,1169.0,343880.33,58.45,17194.02,3507,1031641,60,359.2577733199599,120.0
store_149,702,1,01/05/2023,,Food & Beverage Services,Sweet moments,Confectionery,6943535.0,864800.0,259.0,mall_1,Germany,19564.0,7104.0,19.0,-16888.0,9329.0,6612.0,7130.0,72609.0,7594.0,89889.0,9157.7,457124.1,344.27,17185.12,91577,4571241,266,270.60550662013185,180.0
store_325,703,1,08/05/2023,,Fashion apparel,Family Fashion,Jeans,4057478.0,596108.0,431.0,mall_1,Germany,19564.0,7109.0,19.0,-67322.0,83389.0,9377.0,11645.0,55501.0,9593.0,61736.0,5166.5,457133.5,194.23,17185.47,51665,4571335,266,352.65440890845525,180.0
store_270,704,1,16/03/2023,,Entertainment,Entertainment,Kids Entertainment,1536111.0,1272803.0,145.0,mall_1,Germany,19564.0,7042.0,19.0,-71458.0,87849.0,12107.0,15093.0,59464.0,7916.0,60092.0,5283.5,519958.7,198.63,19547.32,52835,5199587,266,606.6410764753026,480.0
store_125,707,1,15/03/2023,,Bags & Footwear & Accessories,Footwear,Family footwear,4621579.0,626328.0,427.0,mall_1,Germany,19564.0,7131.0,19.0,-51242.0,12135.0,10811.0,1449.0,78932.0,6015.0,34889.0,12740.8,630336.9,478.98,23696.88,127408,6303369,266,555.1340884887211,180.0
store_92,709,1,01/06/2023,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1753153.0,459643.0,52.0,mall_1,Germany,19564.0,7164.0,19.0,-2952.0,76764.0,3078.0,2957.0,18831.0,6610.0,27742.0,4110.7,296789.4,154.54,11157.5,41107,2967894,266,645.3738935802218,360.0
store_92,709,1,01/06/2023,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1753153.0,459643.0,52.0,mall_1,Germany,19564.0,4219.0,19.0,-2952.0,76764.0,3078.0,2957.0,18831.0,6610.0,27742.0,658.0,155904.5,65.8,15590.45,1316,311809,20,223.66071428571428,120.0
store_448,710,1,01/07/2023,,Food & Beverage Services,Fast Meal,Sandwiches,490665.0,1329699.0,482.0,mall_1,Germany,19564.0,7062.0,19.0,-57014.0,41566.0,11479.0,7218.0,36318.0,2026.0,1761.0,4575.3,428836.3,172.0,16121.67,45753,4288363,266,696.8504600688348,360.0
store_449,711,1,06/07/2023,,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,2374895.0,203579.0,436.0,mall_1,Germany,19564.0,7058.0,19.0,-35691.0,84157.0,10913.0,10223.0,28205.0,5811.0,51465.0,9007.1,508785.9,338.61,19127.29,90071,5087859,266,2217.5097303068924,2100.0
store_94,713,1,20/07/2023,,Bags & Footwear & Accessories,Footwear,Sport shoes,2088090.0,853257.0,505.0,mall_1,Germany,19564.0,7005.0,19.0,-89364.0,12828.0,6519.0,13027.0,84555.0,2381.0,13165.0,35649.8,373406.7,1340.22,14037.85,356498,3734067,266,539.1260581857787,240.0
store_67,714,1,24/08/2023,,Fashion apparel,Family Fashion,Family Fashion,5300495.0,501166.0,329.0,mall_1,Germany,19564.0,7133.0,19.0,-66059.0,84208.0,9926.0,5473.0,3143.0,2650.0,56323.0,62484.5,630773.4,2349.04,23713.29,624845,6307734,266,605.8277827676054,300.0
store_451,715,1,11/08/2023,27/07/2024,Gifts,Florists,Florists,3545235.0,343530.0,200.0,mall_1,Germany,19564.0,7041.0,19.0,-49987.0,58548.0,13732.0,8676.0,16975.0,9070.0,22911.0,2345.4,454635.4,94.57,18332.07,11727,2273177,124,276.56002638522426,180.0
store_451,715,1,11/08/2023,27/07/2024,Gifts,Florists,Florists,3545235.0,343530.0,200.0,mall_1,Germany,19564.0,7041.0,19.0,-49987.0,58548.0,13732.0,8676.0,16975.0,9070.0,22911.0,6255.6,573748.2,231.69,21249.93,31278,2868741,135,276.56002638522426,180.0
store_283,743,1,01/08/2024,,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1175684.0,739317.0,186.0,mall_1,Germany,19564.0,7041.0,19.0,-37210.0,91578.0,3531.0,12324.0,10474.0,12163.0,12226.0,2345.4,454635.4,94.57,18332.07,11727,2273177,124,276.56002638522426,180.0
store_283,743,1,01/08/2024,,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1175684.0,739317.0,186.0,mall_1,Germany,19564.0,7041.0,19.0,-37210.0,91578.0,3531.0,12324.0,10474.0,12163.0,12226.0,6255.6,573748.2,231.69,21249.93,31278,2868741,135,276.56002638522426,180.0
store_234,716,1,28/09/2023,,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,5856147.0,426604.0,131.0,mall_1,Germany,19564.0,7065.0,19.0,-84969.0,13592.0,10857.0,13999.0,14528.0,8367.0,11010.0,5688.1,508791.8,213.84,19127.51,56881,5087918,266,848.6571293076194,480.0
store_257,717,1,02/10/2023,,Food Stores & Mass Merchandise,Grocery,Grocery,4919483.0,939844.0,287.0,mall_1,Germany,19564.0,7205.0,19.0,-70360.0,70646.0,7514.0,9290.0,9574.0,568.0,110155.0,29254.3,230302.4,1116.58,8790.17,292543,2303024,262,528.2506940295885,360.0
store_272,718,1,18/10/2023,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",3367131.0,1050451.0,142.0,mall_1,Germany,19564.0,7186.0,19.0,-93640.0,12932.0,8459.0,6036.0,1807.0,14249.0,71050.0,2149.1,282305.8,80.79,10613.0,21491,2823058,266,2487.890625,1980.0
store_283,719,1,29/09/2023,31/07/2024,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,5814596.0,677825.0,0.0,mall_1,Germany,19564.0,7206.0,19.0,-42621.0,44955.0,9343.0,4104.0,4791.0,13725.0,110319.0,4073.6,205722.8,162.94,8228.91,20368,1028614,125,691.8187117458467,180.0
store_291,720,1,27/10/2023,,Fashion apparel,Women's Fashion,Women's Fashion,1801977.0,583345.0,89.0,mall_1,Germany,19564.0,7160.0,19.0,-56918.0,90477.0,5975.0,9476.0,63693.0,11740.0,82909.0,3371.5,343922.5,126.75,12929.42,33715,3439225,266,390.1598921209786,180.0
store_452,721,1,03/11/2023,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,4320181.0,204456.0,501.0,mall_1,Germany,19564.0,7234.0,19.0,-101733.0,57712.0,11883.0,9518.0,45882.0,5810.0,34966.0,11487.8,197214.7,431.87,7414.09,114878,1972147,266,3355.4860220569376,3720.0
store_14,724,1,22/11/2023,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,8280857.0,632844.0,371.0,mall_1,Germany,19564.0,7132.0,19.0,-90803.0,31614.0,5916.0,14933.0,12949.0,5657.0,44799.0,37247.8,630766.1,1400.29,23713.01,372478,6307661,266,580.6467490231294,360.0
store_289,725,1,02/12/2023,,Services,Multiservices shops,Multiservices shops,8609994.0,598316.0,193.0,mall_1,Germany,19564.0,7258.0,19.0,-81916.0,28334.0,1698.0,8414.0,20153.0,15714.0,59242.0,554.7,47273.2,20.93,1783.89,5547,472732,265,281.8218788125254,120.0
store_280,726,1,18/11/2023,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",346586.0,460536.0,441.0,mall_1,Germany,19564.0,7128.0,19.0,-108638.0,99056.0,9070.0,13171.0,40398.0,5085.0,67869.0,16647.6,630513.3,625.85,23703.51,166476,6305133,266,554.2219781148337,240.0
store_453,727,1,09/12/2023,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,10106647.0,843792.0,153.0,mall_1,Germany,19564.0,7007.0,19.0,-123199.0,4128.0,9687.0,5005.0,61156.0,15316.0,438.0,6902.8,347258.2,259.5,13054.82,69028,3472582,266,251.1455924521321,120.0
store_395,728,1,08/12/2023,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,5294113.0,623006.0,462.0,mall_1,Germany,19564.0,7275.0,19.0,-45927.0,81507.0,3553.0,8295.0,3728.0,16577.0,57148.0,1307.6,526780.0,49.16,19803.76,13076,5267800,266,397.2850940665702,180.0
store_8,729,1,21/12/2023,,Entertainment,Entertainment,Cinemas,5255945.0,1240284.0,228.0,mall_1,Germany,19564.0,7226.0,19.0,-123671.0,27414.0,9574.0,15127.0,45027.0,9554.0,106683.0,56679.8,226387.7,2130.82,8510.82,566798,2263877,266,3982.9521028037375,3060.0
store_454,730,1,09/02/2024,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,6344647.0,590116.0,194.0,mall_1,Germany,19564.0,7217.0,19.0,-29610.0,87457.0,8227.0,2038.0,29061.0,3596.0,25751.0,7953.3,226502.9,299.0,8515.15,79533,2265029,266,1898.3248760915744,1500.0
store_455,731,1,23/10/2023,,Home,"DIY, gardening",Gardening,9924482.0,1127352.0,77.0,mall_1,Germany,19564.0,4178.0,19.0,-76249.0,65732.0,4079.0,15507.0,35725.0,1811.0,98937.0,7816.5,511129.7,293.85,19215.4,78165,5111297,266,271.7560089918727,120.0
store_458,734,1,31/05/2024,,Fashion apparel,Women's Fashion,Women's Fashion,9684531.0,217338.0,499.0,mall_1,Germany,19564.0,4113.0,19.0,-9765.0,56927.0,266.0,4507.0,15691.0,10045.0,10661.0,6818.88,255370.5,272.76,10214.82,54551,2042964,200,771.5825832112205,540.0
store_107,735,1,01/06/2024,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,5766333.0,814160.0,82.0,mall_1,Germany,19564.0,4114.0,19.0,-90119.0,80069.0,12243.0,1746.0,81175.0,11317.0,26143.0,6455.29,287605.86,227.07,10116.79,45187,2013241,199,752.3770842240274,540.0
store_0,736,1,01/06/2024,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2795091.0,1268053.0,230.0,mall_1,Germany,19564.0,4027.0,19.0,-7189.0,77669.0,13619.0,8717.0,36246.0,3624.0,104369.0,6549.57,287619.57,230.39,10117.27,45847,2013337,199,854.1460609545716,660.0
store_293,737,1,01/06/2024,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,7872501.0,112243.0,378.0,mall_1,Germany,19564.0,4194.0,19.0,-90867.0,51214.0,10244.0,3418.0,8205.0,15339.0,115297.0,3387.86,459749.57,119.17,16172.1,23715,3218247,199,241.71206785021204,120.0
store_440,738,1,01/06/2024,,Home,Furniture & Interior Design,Decoration accessories / Design,4945644.0,1128946.0,421.0,mall_1,Germany,19564.0,4031.0,19.0,-34147.0,8619.0,6828.0,5981.0,58268.0,6456.0,11808.0,13084.86,407668.14,462.6,14412.51,91594,2853677,198,333.67230069760177,240.0
store_461,745,1,28/08/2024,,Home,Furniture & Interior Design,General home furniture,1697747.0,1027941.0,71.0,mall_1,Germany,19564.0,4011.0,19.0,-34006.0,95684.0,6526.0,5838.0,7802.0,2156.0,82228.0,16193.0,350554.2,729.41,15790.73,80965,1752771,111,422.483012142141,300.0
