block_id,external_mall_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data
4515,10,1497.08,312700.62,53.17,11106.85,19462,4065108,366
11501,32,7762.6,575296.8,294.04,21791.55,38813,2876484,132
7310,30,8087.2,1010379.9,304.03,37984.21,80872,10103799,266
6189,25,12246.15,1127631.46,434.97,40052.48,159200,14659209,366
7147,19,20716.8,343894.6,778.83,12928.37,207168,3438946,266
1887,16,13418.31,113530.08,476.61,4032.49,174438,1475891,366
7212,19,3099.6,259367.5,116.53,9750.66,30996,2593675,266
6079,23,3193.92,243914.46,113.45,8663.63,41521,3170888,366
6210,25,2972.08,965681.23,105.57,34300.15,38637,12553856,366
5681,28,12153.77,378903.15,431.69,13458.31,157999,4925741,366
6380,26,20819.46,630385.38,745.6,22575.79,270653,8195010,363
443,15,22885.85,371863.85,812.89,13208.28,297516,4834230,366
2845,12,7630.0,247349.77,271.01,8785.65,99190,3215547,366
4856,7,10428.12,589443.13,372.43,21051.54,83425,4715545,224
6093,23,1007.0,167985.77,35.77,5966.71,13091,2183815,366
5171,14,5659.54,664871.15,201.02,23615.64,73574,8643325,366
5210,14,14860.54,461896.54,527.83,16406.16,193187,6004655,366
6828,33,18050.3,792386.6,620.29,27229.78,180503,7923866,291
11345,32,5632.2,627020.4,220.01,24492.98,28161,3135102,128
1811,16,8729.38,590957.31,310.06,20990.29,113482,7682445,366
2235,24,301917.77,574499.15,10723.86,20405.71,3924931,7468489,366
7597,13,44732.44,1266782.11,1610.37,45604.16,402592,11401039,250
6266,25,10756.0,195961.46,382.04,6960.38,139828,2547499,366
5875,28,1414.92,62158.0,50.26,2207.8,18394,808054,366
7319,30,26601.3,1010380.4,1000.05,37984.23,266013,10103804,266
4681,10,3932.15,536198.0,139.67,19045.28,51118,6970574,366
506,15,1450.0,430817.0,53.7,15956.19,7250,2154085,135
7163,19,1244.7,296800.7,46.79,11157.92,12447,2968007,266
5818,28,9889.77,591003.85,351.28,20991.94,128567,7683050,366
6191,25,8305.2,915292.0,315.79,34801.98,83052,9152920,263
2862,12,31047.62,989268.69,1102.78,35137.96,403619,12860493,366
6203,25,9592.62,970479.08,340.72,34470.57,124704,12616228,366
1276,36,20898.33,553890.67,895.64,23738.17,62695,1661672,70
4629,10,10300.54,481423.85,365.87,17099.75,133907,6258510,366
4679,10,8533.69,536259.08,303.11,19047.45,110938,6971368,366
6197,25,5102.23,1119163.0,181.23,39751.69,66329,14549119,366
4596,10,10345.38,742913.54,367.46,26387.64,134490,9657876,366
2839,12,18444.46,603565.23,655.13,21438.11,239778,7846348,366
5173,14,1258.85,664944.0,44.71,23618.23,16365,8644272,366
4312,17,17813.08,894087.0,632.7,31757.19,231570,11623131,366
6875,33,8557.3,91726.8,294.07,3152.12,85573,917268,291
420,15,25031.08,95881.08,896.43,3433.76,325404,1246454,363
4665,10,5987.54,879887.23,212.67,31252.83,77838,11438534,366
518,15,6014.77,333168.15,214.22,11866.26,78192,4331186,365
6602,22,34322.0,590981.18,1202.36,20703.16,377542,6500793,314
6763,33,20291.8,695377.3,697.31,23896.13,202918,6953773,291
5811,28,1999.77,655852.31,71.03,23295.3,25997,8526080,366
2328,24,11870.0,523348.23,421.61,18588.87,154310,6803527,366
6163,25,15256.92,1257650.23,541.91,44670.64,198340,16349453,366
1856,16,12627.85,390513.62,448.53,13870.7,164162,5076677,366
1770,16,570.23,496534.23,20.25,17636.46,7413,6454945,366
5217,14,37737.08,277679.5,1550.84,11411.49,452845,3332154,292
4338,17,16670.85,703805.46,592.13,24998.55,216721,9149471,366
6544,26,41657.0,247703.08,1491.85,8870.91,541541,3220140,363
1164,36,62407.33,696174.67,2674.6,29836.06,187222,2088524,70
6747,33,10664.7,661126.9,366.48,22719.14,106647,6611269,291
2205,14,7653.38,705357.54,271.84,25053.68,99494,9169648,366
6183,25,2910.15,151243.92,103.37,5372.05,37832,1966171,366
7576,13,7803.22,466061.22,282.04,16845.59,70229,4194551,249
1088,36,2260.67,190501.67,96.89,8164.36,6782,571505,70
7622,13,4026.89,600709.22,144.97,21625.53,36242,5406383,250
6032,23,14192.92,368536.54,504.12,13090.1,184508,4790975,366
49,7,35542.75,642819.63,1269.38,22957.84,284342,5142557,224
4609,10,16675.69,481396.77,592.31,17098.79,216784,6258158,366
6897,33,44298.7,448318.7,1522.29,15406.14,442987,4483187,291
7339,30,76941.4,1549820.6,2892.53,58263.93,769414,15498206,266
7434,30,4621.9,524265.2,173.76,19709.22,46219,5242652,266
1744,16,8182.85,1297765.69,290.65,46095.5,106377,16870954,366
1688,16,2434.38,494786.85,86.47,17574.4,31647,6432229,366
1883,16,25788.8,581649.4,973.16,21949.03,257888,5816494,265
50,7,22898.5,805476.13,817.8,28767.0,183188,6443809,224
7555,13,2413.78,528537.67,86.9,19027.36,21724,4756839,250
4702,10,13272.08,775023.54,471.41,27528.16,172537,10075306,366
4503,10,2336.31,210244.77,82.98,7467.71,30372,2733182,366
6479,26,9649.08,405679.92,345.56,14528.48,125438,5273839,363
6502,26,49302.54,760180.0,1765.66,27224.08,640933,9882340,363
5054,14,1205.31,693636.08,42.81,24637.35,15669,9017269,366
4979,14,146866.23,1077850.08,5216.56,38284.29,1909261,14012051,366
7161,19,2025.3,296791.0,76.14,11157.56,20253,2967910,266
6942,33,3819.1,445800.2,131.24,15319.59,38191,4458002,291
4522,10,47879.46,369692.15,1700.64,13131.14,622433,4805998,366
4692,10,23951.0,775092.62,850.72,27530.61,311363,10076204,366
5096,14,19612.46,860705.77,696.62,30571.52,254962,11189175,366
6914,33,5136.1,266330.3,176.5,9152.24,51361,2663303,291
7568,13,7143.78,332009.56,259.25,12048.73,64294,2988086,248
2161,14,20089.38,705410.23,713.56,25055.55,261162,9170333,366
7346,30,1507.1,639187.9,56.66,24029.62,15071,6391879,266
4651,10,14677.38,608557.0,521.33,21615.41,190806,7911241,366
4409,17,7493.62,695595.15,266.17,24706.93,97417,9042737,366
5990,23,19856.31,287574.77,705.28,10214.4,258132,3738472,366
2227,24,51916.85,984017.08,1844.04,34951.43,674919,12792222,366
5808,28,13508.46,655709.38,479.81,23290.22,175610,8524222,366
74,7,64904.87,642033.5,2318.03,22929.77,519239,5136268,224
7543,13,16029.11,465956.22,579.37,16841.79,144262,4193606,249
1768,16,70236.85,607888.23,2494.75,21591.66,913079,7902547,366
11589,32,47054.4,571963.2,1809.78,21998.58,235272,2859816,130
5065,14,117816.0,298759.38,4219.31,10699.37,1531608,3883872,363
1710,16,8293.69,505251.0,294.58,17946.07,107818,6568263,366
6611,22,7351.64,455894.82,257.54,15970.84,80868,5014843,314
6776,33,7947.3,662018.3,273.1,22749.77,79473,6620183,291
7440,30,31008.4,491294.2,1165.73,18469.71,310084,4912942,266
6854,33,1969.2,443997.8,67.67,15257.66,19692,4439978,291
11457,32,11483.4,608838.4,434.98,23062.06,57417,3044192,132
4715,10,447001.08,979402.38,15877.09,34787.52,5811014,12732231,366
1725,16,53239.69,1156780.38,1891.03,41087.83,692116,15038145,366
4918,7,1227.88,582251.62,43.85,20794.7,9823,4658013,224
4330,17,97019.54,538366.92,3446.05,19122.32,1261254,6998770,366
7489,30,4486.2,675191.1,168.65,25383.12,44862,6751911,266
6414,26,14728.31,449993.38,527.46,16115.47,191468,5849914,363
7236,19,11416.1,197563.1,429.18,7427.18,114161,1975631,266
6325,25,7744.08,398237.38,275.06,14145.04,100673,5177086,366
6190,25,4491.38,1127814.85,159.53,40059.0,58388,14661593,366
6963,33,12179.75,349726.88,440.9,12659.8,97438,2797815,221
4268,17,36619.54,848931.54,1300.69,30153.31,476054,11036110,366
6927,33,2516.2,291599.0,86.47,10020.58,25162,2915990,291
4958,14,4642.83,858590.17,176.31,32604.69,27857,5151541,158
4709,10,2688.85,775260.85,95.51,27536.59,34955,10078391,366
7645,13,22952.44,330290.44,826.29,11890.46,206572,2972614,250
4584,10,8053.23,779941.46,286.04,27702.84,104692,10139239,366
416,15,14627.31,382034.08,519.55,13569.52,190155,4966443,366
32,7,5970.5,642639.5,213.23,22951.41,47764,5141116,224
431,15,3931.31,377622.54,139.64,13412.82,51107,4909093,366
1767,16,44694.0,1033524.77,1587.49,36709.9,581022,13435822,366
7314,30,1994.9,1010376.0,75.0,37984.06,19949,10103760,266
5919,23,19387.0,344641.54,688.61,12241.37,252031,4480340,366
5082,14,12574.77,857821.92,446.64,30469.08,163472,11151685,366
4178,19,7816.5,511129.7,293.85,19215.4,78165,5111297,266
456,15,12513.38,207899.54,446.91,7424.98,162674,2702694,364
6373,26,115776.23,623919.69,4146.26,22344.23,1505091,8110956,363
7694,13,10616.11,884132.44,382.18,31828.77,95545,7957192,250
1830,16,46558.54,1753743.92,1653.72,62291.45,605261,22798671,366
6629,22,22333.64,1393349.82,787.4,49124.51,245670,15326848,312
1787,16,83286.69,363402.08,2958.27,12907.72,1082727,4724227,366
6247,25,9086.77,588670.23,322.75,20909.05,118128,7652713,366
545,15,26330.0,515917.38,937.78,18375.14,342290,6706926,365
4357,17,6848.85,197537.69,243.93,7035.59,89035,2567990,365
543,15,11681.92,513697.38,417.21,18346.34,151865,6678066,364
5834,28,3726.08,1171904.38,132.35,41625.02,48439,15234757,366
6844,33,7996.3,541542.5,274.79,18609.71,79963,5415425,291
1840,16,3869.0,397413.77,137.42,14115.79,50297,5166379,366
4636,10,5999.69,176922.38,213.1,6284.13,77996,2299991,366
1741,16,11338.46,367449.23,402.73,13051.48,147400,4776840,366
5123,14,4999.0,1204298.57,196.59,47360.06,34993,8430090,178
7408,30,7931.4,491266.7,298.17,18468.67,79314,4912667,266
6252,25,6692.0,336822.54,237.69,11963.64,86996,4378693,366
6926,33,2520.5,187453.6,86.62,6441.7,25205,1874536,291
6707,22,82175.82,501079.45,2897.22,17666.26,903934,5511874,312
4825,7,24256.13,642380.75,866.29,22942.17,194049,5139046,224
4578,10,3813.85,780079.38,135.46,27707.74,49580,10141032,366
7084,19,2401.3,380528.8,90.27,14305.59,24013,3805288,266
2288,24,17624.38,284252.85,626.0,10096.41,229117,3695287,366
7448,30,49058.3,491274.1,1844.3,18468.95,490583,4912741,266
5003,14,35113.77,461826.23,1247.21,16403.66,456479,6003741,366
6274,25,2574.54,195910.31,91.45,6958.56,33469,2546834,366
1739,16,22727.69,1297476.92,807.27,46085.25,295460,16867200,366
1743,16,132257.54,1048309.08,4697.67,37235.02,1719348,13628018,366
6017,23,236847.31,530132.31,8412.61,18829.84,3079015,6891720,366
6207,25,6834.0,965641.23,242.74,34298.73,88842,12553336,366
6031,23,5078.15,691973.0,180.37,24578.28,66016,8995649,366
5812,28,2569.31,655708.92,91.26,23290.21,33401,8524216,366
575,15,7194.23,332104.54,256.23,11828.38,93525,4317359,365
5716,28,11270.69,429924.23,400.33,15270.53,146519,5589015,366
6739,33,32498.6,496754.6,1116.79,17070.6,324986,4967546,291
11451,32,21598.6,909689.2,818.13,34457.92,107993,4548446,132
11643,32,16813.8,1449900.4,636.89,54920.47,84069,7249502,132
425,15,20020.62,477569.23,711.11,16962.84,260268,6208400,366
5009,14,8661.54,452612.38,307.65,16076.4,112600,5883961,366
5759,28,78486.92,1171766.85,2787.79,41620.13,1020330,15232969,366
1839,16,8893.92,586465.31,315.9,20830.73,115621,7624049,366
6712,22,10199.91,488133.82,358.46,17154.86,112199,5369472,313
5926,23,2082.15,405311.15,73.96,14396.3,27068,5269045,366
7388,30,12348.3,721969.4,464.22,27141.71,123483,7219694,266
5157,14,27096.92,813327.92,962.46,28888.7,352260,10573263,366
4371,17,17748.0,583525.5,678.27,22300.34,106488,3501153,157
1703,16,10992.23,109633.31,400.28,3992.25,142899,1425233,357
7670,13,3372.78,238418.22,127.01,8978.09,30355,2145764,239
6048,23,3334.85,691980.0,118.45,24578.52,43353,8995740,366
11226,18,3934.33,302301.0,236.06,18138.06,11803,906903,50
4402,17,10108.62,654376.77,359.05,23242.89,131412,8506898,366
7526,13,60168.67,528494.11,2166.07,19025.79,541518,4756447,250
6232,25,39358.92,547458.77,1397.99,19445.26,511666,7116964,366
11289,18,13929.0,305558.33,835.74,18333.5,41787,916675,50
7711,13,75962.67,301623.11,2734.66,10858.43,683664,2714608,250
1876,16,7876.54,1126077.46,279.77,39997.29,102395,14639007,366
4607,10,38957.69,481592.23,1383.74,17105.73,506450,6260699,366
7272,19,9283.5,226385.9,349.0,8510.75,92835,2263859,266
2265,24,117833.69,694237.62,4185.35,24658.71,1531838,9025089,366
6262,25,19120.23,195986.46,679.13,6961.27,248563,2547824,366
5669,28,20876.92,617316.08,741.53,21926.53,271400,8025109,366
7517,13,4634.89,528497.33,166.86,19025.9,41714,4756476,250
4805,7,5414.5,291829.63,193.38,10422.49,43316,2334637,224
593,15,44832.08,402064.23,1596.76,14320.1,582817,5226835,365
2870,12,10145.46,486734.15,360.36,17288.37,131891,6327544,366
7472,30,10349.6,822301.5,389.08,30913.59,103496,8223015,266
6771,33,4120.1,656866.0,141.58,22572.71,41201,6568660,291
5814,28,186.25,570992.25,7.84,24041.78,745,2283969,95
7484,30,13665.0,85306.5,513.72,3207.01,136650,853065,266
4331,17,6370.62,253733.38,226.9,9037.08,82818,3298534,365
11120,18,12698.0,497775.0,761.88,29866.5,38094,1493325,50
4337,17,31759.31,279518.0,1134.26,9982.79,412871,3633734,364
5207,14,8341.85,1633748.31,296.3,58029.31,108444,21238728,366
1698,16,14069.2,1434809.3,521.08,53141.09,140692,14348093,270
7030,19,10327.6,526939.8,388.26,19809.77,103276,5269398,266
5694,28,36190.85,984752.15,1285.47,34977.54,470481,12801778,366
1623,16,2323.77,9062.54,82.54,321.89,30209,117813,366
1670,16,17146.54,2638104.85,609.03,93703.18,222905,34295363,366
4271,17,11609.92,1503489.38,412.37,53402.63,150929,19545362,366
7020,19,7884.7,526773.5,296.42,19803.52,78847,5267735,266
7456,30,3778.4,309029.0,142.05,11617.63,37784,3090290,266
5014,14,1054.08,452604.77,37.44,16076.13,13703,5883862,366
2307,24,24845.85,172328.08,882.5,6120.94,322996,2240265,366
7626,13,3124.67,349366.67,112.49,12577.2,28122,3144300,250
7478,30,3390.2,821859.7,127.45,30896.98,33902,8218597,266
7580,13,1061.11,415106.67,39.3,15374.32,9550,3735960,243
7181,19,7934.2,282306.2,298.28,10613.02,79342,2823062,266
6543,26,18512.18,420142.64,695.0,15773.27,203634,4621569,293
4978,14,5105.38,1191979.46,181.34,42338.07,66370,15495733,366
6270,25,4025.92,336895.62,143.0,11966.24,52337,4379643,366
4275,17,56096.46,1001546.0,1992.5,35574.04,729254,13020098,366
6327,25,8304.77,398249.15,294.98,14145.46,107962,5177239,366
4998,14,3765.62,1973536.62,133.75,70098.3,48953,25655976,366
433,15,22590.62,477525.23,802.4,16961.28,293678,6207828,366
6428,26,39893.15,674053.31,1428.68,24139.65,518611,8762693,363
7582,13,3544.33,913020.44,127.6,32868.74,31899,8217184,250
1766,16,55888.62,2386926.85,1985.11,84781.55,726552,31030049,366
4521,10,7863.89,355856.78,275.39,12461.91,70775,3202711,257
2823,12,10269.4,509642.7,390.47,19378.05,102694,5096427,263
11571,32,37318.2,934863.6,1413.57,35411.5,186591,4674318,132
1200,36,5753.33,853794.67,246.57,36591.2,17260,2561384,70
6774,33,4283.8,656865.0,147.21,22572.68,42838,6568650,291
7138,19,5374.9,510846.2,202.06,19204.74,53749,5108462,266
4733,10,15942.0,447867.08,566.25,15907.85,207246,5822272,366
5203,14,9858.85,1636077.54,350.18,58112.04,128165,21269008,366
6450,26,17433.38,228209.69,624.34,8172.8,226634,2966726,363
7452,30,4415.2,252643.4,165.98,9497.87,44152,2526434,266
7334,30,3274.6,1184863.5,123.11,44543.74,32746,11848635,266
6935,33,2921.8,376546.9,100.41,12939.76,29218,3765469,291
455,15,17194.92,207631.85,614.1,7415.42,223534,2699214,364
5165,14,3581.0,636974.62,127.19,22624.78,46553,8280670,366
428,15,14023.54,377636.0,498.1,13413.3,182306,4909268,366
4302,17,12766.46,1001565.54,453.45,35574.73,165964,13020352,366
4612,10,51453.38,879232.92,1827.58,31229.58,668894,11430028,366
11668,32,78349.4,1399386.8,2967.78,53007.08,391747,6996934,132
4871,7,25841.88,448004.25,922.92,16000.15,206735,3584034,224
11447,32,9376.6,608831.0,355.17,23061.78,46883,3044155,132
2289,24,3747.46,284258.92,133.11,10096.63,48717,3695366,366
7745,13,29955.67,600609.33,1078.4,21621.94,269601,5405484,250
4739,10,24122.31,879527.69,856.8,31240.05,313590,11433860,366
1648,16,3128.54,891622.62,112.35,32019.6,40671,11591094,362
4125,19,807.9,508630.1,30.37,19121.43,8079,5086301,266
6211,25,5628.0,965745.92,199.9,34302.45,73164,12554697,366
418,15,24796.23,381028.08,883.15,13570.86,322351,4953365,365
5048,14,5544.5,666890.88,201.62,24250.58,44356,5335127,220
4795,7,11039.88,265298.38,394.28,9474.94,88319,2122387,224
558,15,18304.23,969076.69,650.15,34420.76,237955,12597997,366
5781,28,79065.0,559422.77,2808.32,19870.21,1027845,7272496,366
7713,13,11697.17,756790.67,484.02,31315.48,70183,4540744,145
7552,13,115948.0,209644.33,4330.01,7829.04,1043532,1886799,241
4258,17,18223.92,703857.92,647.3,25000.42,236911,9150153,366
4401,17,16079.92,543807.62,571.14,19315.57,209039,7069499,366
6904,33,6803.7,225367.0,233.8,7744.57,68037,2253670,291
7234,19,11487.8,197214.7,431.87,7414.09,114878,1972147,266
6138,23,47444.54,97069.31,1685.19,3447.82,616779,1261901,366
11351,18,12765.33,341510.0,765.92,20490.6,38296,1024530,50
11641,32,14482.0,598284.8,548.56,22662.3,72410,2991424,132
6215,25,48847.46,1189384.0,1735.02,42245.88,635017,15461992,366
6568,26,76922.92,944389.54,2754.82,33821.11,999998,12277064,363
6240,25,30577.77,548043.0,1086.1,19466.01,397511,7124559,366
6499,26,8636.92,405246.38,309.31,14512.96,112280,5268203,363
5793,28,6931.15,675603.46,246.19,23996.84,90105,8782845,366
6821,33,4712.71,426500.57,185.33,16772.49,32989,2985504,178
7391,30,1086.8,821901.8,40.86,30898.56,10868,8219018,266
7344,30,4928.5,722219.8,185.28,27151.12,49285,7222198,266
7115,19,11289.4,692931.5,424.41,26050.06,112894,6929315,266
6653,22,30505.45,1155588.18,1068.66,40482.39,335560,12711470,314
4708,10,6946.31,775163.08,246.73,27533.11,90302,10077120,366
7024,19,5272.3,412957.8,198.21,15524.73,52723,4129578,266
608,15,4189.15,284311.85,149.2,10126.18,54459,3696054,365
4674,10,4422.69,598400.23,157.09,21254.65,57495,7779203,366
5708,28,5894.23,545235.23,209.36,19366.28,76625,7088058,366
5024,14,18336.92,2010759.77,651.31,71420.43,238380,26139877,366
460,15,20271.0,377639.85,720.01,13413.44,263523,4909318,366
1195,36,17773.67,696158.67,761.73,29835.37,53321,2088476,70
28,7,18586.38,173494.12,663.8,6196.22,148691,1387953,224
4694,10,6331.77,975769.92,224.9,34658.49,82313,12685009,366
4590,10,6631.38,776045.08,236.84,27715.9,86208,10088586,364
16,7,5915.87,595852.13,211.28,21280.43,47327,4766817,224
5719,28,11327.69,429924.77,402.35,15270.55,147260,5589022,366
1708,16,16684.0,1317636.31,592.6,46801.29,216892,17129272,366
6834,33,10416.6,707318.0,357.96,24306.46,104166,7073180,291
1816,16,6107.25,741758.0,254.47,30906.58,24429,2967032,96
6581,26,16362.69,577797.54,585.99,20692.47,212715,7511368,363
4432,17,3656.33,448790.22,131.63,16156.45,32907,4039112,250
5848,28,12905.0,559651.38,458.37,19878.33,167765,7275468,366
7003,19,158248.7,370675.8,5971.65,13987.77,1582487,3706758,265
7516,13,3430.78,528502.11,123.51,19026.08,30877,4756519,250
10980,32,13342.4,459300.6,505.39,17397.75,66712,2296503,132
4666,10,28234.92,627739.38,1002.88,22296.75,367054,8160612,366
5102,14,31889.38,703428.92,1132.68,24985.18,414562,9144576,366
1651,16,4831.92,1756012.15,171.63,62372.02,62815,22828158,366
6609,22,5379.27,455882.0,188.45,15970.39,59172,5014702,314
1895,14,18879.0,528935.31,670.57,18787.32,245427,6876159,366
2220,24,4366.31,549790.08,155.09,19528.06,56762,7147271,366
2852,12,7159.92,551453.23,254.31,19587.14,93079,7168892,366
7040,19,1866.5,519958.0,70.17,19547.29,18665,5199580,266
7156,19,61692.8,464518.5,2319.28,17463.1,616928,4645185,266
4262,17,14659.69,848964.69,520.7,30154.48,190576,11036541,366
2258,24,56855.69,695793.69,2019.46,24713.98,739124,9045318,366
1126,36,1514.0,669813.33,64.89,28706.29,4542,2009440,70
2809,12,14545.54,273016.92,518.06,9723.89,189092,3549220,365
6022,23,6754.36,341720.36,256.2,12961.81,74298,3758924,290
5206,14,14722.54,1635892.92,522.93,58105.49,191393,21266608,366
5989,23,5247.62,255775.62,186.39,9084.93,68219,3325083,366
1794,16,543595.38,1476016.62,19467.6,52860.1,7066740,19188216,363
4537,10,0.0,194202.0,0.0,6897.89,0,2524626,366
1706,16,30361.08,1035807.54,1078.4,36790.98,394694,13465498,366
6861,33,1532.5,135645.5,52.66,4661.36,15325,1356455,291
2840,12,7072.46,603645.08,251.21,21440.95,91942,7847386,366
6817,33,2237.2,541421.5,76.88,18605.55,22372,5414215,291
4597,10,6280.69,742927.08,223.08,26388.12,81649,9658052,366
5159,14,412.56,694536.22,14.34,24134.46,3713,6250826,259
1750,16,20459.77,1005130.54,726.71,35701.36,265977,13066697,366
5697,28,31327.69,798239.0,1112.73,28352.75,407260,10377107,366
11317,18,12779.67,305181.33,766.78,18310.88,38339,915544,50
7603,13,25665.44,294645.11,923.96,10607.22,230989,2651806,250
7466,30,9187.6,821859.4,345.4,30896.97,91876,8218594,266
2889,12,25721.69,1378462.15,913.61,48961.77,334382,17920008,366
6378,26,63483.77,623997.92,2273.52,22347.03,825289,8111973,363
4988,14,61151.67,1052559.92,2190.51,37703.64,733820,12630719,335
7567,13,2838.22,541662.67,102.18,19499.86,25544,4874964,250
4984,14,5547.31,416058.0,197.04,14778.02,72115,5408754,366
1838,16,16832.55,459975.91,627.65,17151.64,185158,5059735,295
6635,22,12228.27,1408155.09,429.75,49487.88,134511,15489706,313
550,15,7514.08,291322.77,267.62,10375.88,97683,3787196,365
6343,25,4203.77,196084.92,149.31,6964.77,54649,2549104,366
1723,16,46188.69,821923.31,1640.58,29194.0,600453,10685003,366
5670,28,30411.0,599118.23,1080.17,21280.16,395343,7788537,366
587,15,4677.38,352313.77,166.59,12548.16,60806,4580079,365
4993,14,23047.36,1050229.45,817.81,37266.21,253521,11552524,310
4971,14,27244.0,1070790.23,967.68,38033.53,354172,13920273,366
4828,7,23536.38,642372.25,840.58,22941.87,188291,5138978,224
6679,22,38355.73,326910.45,1356.63,11562.75,421913,3596015,311
5911,23,15074.15,255901.62,535.42,9089.4,195964,3326721,366
4621,10,1644.08,453505.38,58.4,16108.11,21373,5895570,366
4468,10,2085.69,304108.0,74.08,10801.65,27114,3953404,366
4547,10,1810.77,421068.46,64.32,14955.98,23540,5473890,366
6622,22,10558.73,504362.82,371.07,17725.21,116146,5547991,313
7608,13,2758.11,294646.89,99.29,10607.29,24823,2651822,250
7700,13,34967.11,1281712.44,1258.82,46141.65,314704,11535412,250
6028,23,1913.0,573411.0,89.67,26878.64,5739,1720233,64
6779,33,1100.67,406792.33,38.1,14081.27,9906,3661131,260
4570,10,1127.15,531149.08,40.04,18865.95,14653,6904938,366
5913,23,4398.0,234457.17,170.25,9075.76,26388,1406743,155
6136,23,1932.77,97078.15,68.65,3448.13,25126,1262016,366
6766,33,4380.2,228466.9,150.52,7851.1,43802,2284669,291
1857,16,5523.08,881264.38,196.17,31301.74,71800,11456437,366
561,15,15623.0,361157.0,1115.93,25796.93,15623,361157,14
4350,17,9644.67,743796.0,385.79,29751.84,28934,2231388,75
11612,32,10524.4,234237.6,398.65,8872.64,52622,1171188,132
7359,30,7167.1,668055.6,269.44,25114.87,71671,6680556,266
6015,23,18321.08,530135.85,650.75,18829.96,238174,6891766,366
7325,30,10145.8,1179554.0,381.42,44344.14,101458,11795540,266
6227,25,10037.15,1676218.0,356.51,59537.8,130483,21790834,366
6292,25,24754.46,737243.23,879.26,26186.23,321808,9584162,366
7628,13,46204.22,349375.0,1663.35,12577.5,415838,3144375,250
5830,28,59089.31,1311659.46,2098.8,46589.0,768161,17051573,366
6558,26,7891.75,630678.37,284.39,22727.15,63134,5045427,222
6085,23,2431.31,748871.23,86.36,26599.25,31607,9735326,366
6699,22,3914.73,327009.82,138.02,11529.19,43062,3597108,312
1639,16,156319.54,1638904.46,5552.33,58212.45,2032154,21305758,366
11574,32,10766.0,234223.8,407.8,8872.11,53830,1171119,132
11417,32,24101.6,1478581.8,912.94,56006.89,120508,7392909,132
7089,19,5956.7,47264.0,225.63,1790.3,59567,472640,264
1738,16,18332.23,1033891.54,651.14,36722.92,238319,13440590,366
6321,25,161097.92,1709936.69,5722.06,60735.46,2094273,22229177,366
4604,10,10301.23,748334.15,365.89,26580.17,133916,9728344,366
6672,22,35327.64,488243.91,1241.55,17158.73,388604,5370683,313
7685,13,30404.44,505074.89,1094.56,18182.7,273640,4545674,250
5170,14,9213.15,662167.38,327.24,23519.61,119771,8608176,366
6170,25,11352.08,1257766.92,403.22,44674.78,147577,16350970,366
11433,32,17962.6,909727.2,680.4,34459.36,89813,4548636,132
4539,10,827.8,417221.6,31.12,15685.02,4139,2086108,133
11607,32,84801.2,598138.8,3212.17,22656.77,424006,2990694,132
7015,19,8885.6,347179.4,334.05,13051.86,88856,3471794,266
5946,23,18433.85,453174.23,654.75,16096.35,239640,5891265,366
5676,28,8540.15,655633.0,303.34,23287.51,111022,8523229,366
11429,32,17341.8,876662.8,656.89,33206.92,86709,4383314,132
6929,33,3973.11,427234.56,142.46,15319.17,35758,3845111,251
10956,32,17336.4,1262075.6,656.68,47805.89,86682,6310378,132
4659,10,1141.54,537080.62,40.55,19076.63,14840,6982048,366
11462,32,24019.2,608844.4,909.82,23062.29,120096,3044222,132
6597,22,359436.73,871718.09,13494.21,32726.62,3953804,9588899,293
7238,19,10968.7,197611.1,412.36,7428.99,109687,1976111,266
7112,19,4467.2,457136.3,167.94,17185.58,44672,4571363,266
5045,14,9716.38,665426.0,345.12,23635.35,126313,8650538,366
5152,14,352132.31,852649.92,12507.43,30285.38,4577720,11084449,366
4417,17,7142.31,455918.69,253.69,16193.83,92850,5926943,366
4288,17,19067.63,822180.25,669.04,28848.43,152541,6577442,228
6060,23,2595.89,605673.67,104.3,24335.1,23363,5451063,224
4538,10,2095.46,481065.85,74.43,17087.04,27241,6253856,366
2335,24,60466.54,172265.15,2147.72,6118.71,786065,2239447,366
5711,28,4518.62,684884.69,160.5,24326.51,58742,8903501,366
11189,18,4744.33,383991.33,284.66,23039.48,14233,1151974,50
7512,13,63776.56,782473.11,2295.96,28169.03,573989,7042258,250
4997,14,13317.15,1933645.92,473.01,68681.41,173123,25137397,366
4348,17,5220.0,279293.92,185.41,9920.28,67860,3630821,366
7363,30,8238.9,801753.3,309.73,30141.1,82389,8017533,266
1886,16,8328.38,1128368.77,295.82,40078.67,108269,14668794,366
5043,14,27042.15,2485623.77,960.51,88287.18,351548,32313109,366
6808,33,4308.2,228494.4,148.05,7852.04,43082,2284944,291
6179,25,360.87,144714.0,13.37,5359.78,2887,1157712,216
6009,23,14567.69,543011.54,517.43,19287.3,189380,7059150,366
4259,17,5581.92,703796.46,198.27,24998.23,72565,9149354,366
5831,28,29539.69,656170.08,1049.22,23306.59,384016,8530211,366
6925,33,3459.6,187453.1,118.89,6441.69,34596,1874531,291
6273,25,5760.38,195962.23,204.6,6960.41,74885,2547509,366
4732,10,31951.15,447796.0,1134.88,15905.32,415365,5821348,366
4642,10,6064.23,481341.31,215.4,17096.82,78835,6257437,366
