store_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
,-96994.0,27983.0,7982.0,3396.0,33874.0,8765.0,59526.0
,-2171.0,53134.0,3423.0,3739.0,13181.0,10587.0,64845.0
5618,-107780.0,74204.0,418.0,11128.0,47011.0,14234.0,16613.0
5415,-121715.0,4021.0,7252.0,12571.0,66094.0,15838.0,21728.0
5504,-108998.0,782.0,7482.0,1932.0,80428.0,13274.0,86487.0
5577,-101417.0,60097.0,10093.0,14333.0,76387.0,9222.0,24985.0
5529,-51861.0,89489.0,3105.0,9114.0,84876.0,4866.0,80424.0
5598,-30060.0,70417.0,10659.0,6302.0,75075.0,14333.0,95793.0
5495,-85195.0,93482.0,1525.0,13398.0,74876.0,13811.0,91470.0
5595,-47196.0,35860.0,10664.0,3039.0,32799.0,13664.0,120675.0
5560,-116069.0,20752.0,1436.0,2799.0,8415.0,13790.0,3900.0
5644,-9330.0,56937.0,12630.0,4056.0,2678.0,3228.0,21060.0
5505,-92321.0,97284.0,9459.0,3119.0,3230.0,11445.0,91943.0
5521,-55775.0,33476.0,9425.0,4411.0,40958.0,11395.0,6864.0
5569,-65753.0,7395.0,12237.0,4928.0,40746.0,7143.0,96353.0
5413,-76385.0,75437.0,7778.0,11944.0,17862.0,1445.0,68581.0
5615,-56822.0,58890.0,12059.0,13901.0,27865.0,4837.0,86134.0
5636,-20498.0,46248.0,11283.0,6952.0,56740.0,10589.0,120444.0
5650,-19736.0,72783.0,816.0,4554.0,55305.0,1988.0,30038.0
,-22028.0,64608.0,241.0,15332.0,49274.0,12266.0,15248.0
5541,-4938.0,97928.0,2655.0,5655.0,71318.0,11899.0,39934.0
5583,-92186.0,45149.0,11432.0,6305.0,52412.0,2705.0,74322.0
5547,-105000.0,38681.0,12046.0,5154.0,42600.0,5972.0,112893.0
5457,-33969.0,15675.0,7239.0,13561.0,65023.0,10814.0,42449.0
5441,-27283.0,47070.0,11963.0,10593.0,73564.0,7508.0,82414.0
5591,-79908.0,8701.0,42.0,15149.0,55899.0,2202.0,16359.0
5593,-81303.0,70242.0,8953.0,11685.0,63824.0,13928.0,116831.0
5614,-117086.0,18577.0,9694.0,9831.0,49205.0,11613.0,48924.0
5621,-62369.0,79790.0,9278.0,2120.0,16370.0,7575.0,83008.0
5622,-37423.0,18723.0,3636.0,13335.0,75176.0,9694.0,28183.0
5604,-57709.0,56947.0,9191.0,11016.0,62926.0,678.0,105672.0
5539,-118444.0,77811.0,4364.0,12635.0,32474.0,5863.0,88500.0
5500,-51235.0,51338.0,5903.0,7523.0,47815.0,13002.0,69113.0
5487,-19583.0,83103.0,31.0,4204.0,17321.0,1088.0,94483.0
5486,-13602.0,75920.0,2508.0,12008.0,76478.0,13439.0,28465.0
5596,-55009.0,75545.0,1734.0,7981.0,3249.0,15463.0,5363.0
5416,-49559.0,44750.0,2455.0,12299.0,67645.0,10051.0,42408.0
5564,-18125.0,79715.0,3420.0,6339.0,79028.0,12733.0,65783.0
5538,-4576.0,3332.0,5145.0,6228.0,1898.0,9026.0,2403.0
5608,-73480.0,44581.0,13146.0,12262.0,21654.0,13430.0,109763.0
5637,-65916.0,34702.0,3114.0,11992.0,5069.0,4906.0,100837.0
5612,-16233.0,98623.0,8661.0,6133.0,4584.0,13667.0,41897.0
5475,-49398.0,77075.0,10969.0,14257.0,27958.0,926.0,111186.0
5594,-65584.0,73847.0,7371.0,2818.0,62364.0,10590.0,113990.0
5634,-51557.0,30241.0,12022.0,4652.0,53426.0,1864.0,30535.0
5446,-69152.0,26525.0,4625.0,2877.0,17394.0,12049.0,71847.0
5464,-106910.0,80262.0,9201.0,2451.0,9482.0,7044.0,12112.0
5442,-51368.0,87927.0,11302.0,5902.0,49437.0,6805.0,57844.0
5571,-16219.0,62215.0,9551.0,12278.0,68371.0,12344.0,55387.0
,-81445.0,1103.0,8203.0,4147.0,51081.0,793.0,45888.0
5431,-113364.0,82575.0,7467.0,13300.0,18301.0,10237.0,47767.0
5398,-27629.0,16406.0,10912.0,4514.0,15692.0,9197.0,29956.0
5450,-34176.0,84287.0,6261.0,6793.0,20223.0,15135.0,10537.0
5501,-12902.0,50075.0,11604.0,11482.0,36768.0,5203.0,39158.0
5542,-55554.0,40014.0,4819.0,13590.0,13888.0,2489.0,92752.0
5420,-121260.0,29357.0,12403.0,10352.0,27692.0,12827.0,23869.0
5556,-107254.0,18296.0,10651.0,1896.0,3381.0,5884.0,67024.0
5625,-6646.0,4463.0,116.0,6405.0,49234.0,13486.0,95680.0
5508,-36458.0,7852.0,552.0,7087.0,58299.0,6900.0,18234.0
5645,-4293.0,12371.0,7148.0,11667.0,23274.0,6297.0,14972.0
5585,-86500.0,96026.0,13087.0,11028.0,37474.0,5051.0,37740.0
5592,-92063.0,15529.0,4814.0,4375.0,35850.0,7979.0,80607.0
5484,-123239.0,80096.0,6919.0,6674.0,45793.0,2325.0,84882.0
5579,-112253.0,74820.0,2992.0,13597.0,72978.0,8863.0,22249.0
5513,-28123.0,77314.0,9392.0,2537.0,19021.0,1474.0,56846.0
5451,-88795.0,80621.0,13012.0,12401.0,64704.0,14495.0,44631.0
5493,-13736.0,55433.0,5449.0,5376.0,66450.0,4413.0,46429.0
5492,-101639.0,90337.0,8662.0,10927.0,12796.0,11062.0,86626.0
5552,-90180.0,84832.0,2623.0,5413.0,1684.0,8465.0,51986.0
5510,-119152.0,78780.0,7699.0,15228.0,8959.0,12891.0,115152.0
5417,-62907.0,81127.0,1145.0,12340.0,66181.0,2919.0,76902.0
5544,-101627.0,74268.0,2599.0,9279.0,79186.0,4277.0,114749.0
5483,-35273.0,67612.0,9272.0,9995.0,26798.0,6664.0,114772.0
5418,-77688.0,91846.0,4925.0,2013.0,39939.0,10053.0,84597.0
5532,-62911.0,86159.0,6384.0,7899.0,78097.0,10278.0,49157.0
5624,-61946.0,79487.0,2402.0,11049.0,49504.0,1574.0,110908.0
5438,-81048.0,73293.0,10798.0,3529.0,79531.0,16392.0,115093.0
5581,-33472.0,7482.0,7306.0,3381.0,36634.0,6979.0,116454.0
5617,-71106.0,60968.0,3978.0,5294.0,48953.0,10410.0,71841.0
5590,-52130.0,64845.0,10166.0,11721.0,64521.0,4079.0,70482.0
5452,-57633.0,28107.0,3610.0,7195.0,65423.0,9701.0,59648.0
5582,-27401.0,24126.0,8711.0,7260.0,73959.0,12000.0,70448.0
5476,-11872.0,10846.0,4621.0,13670.0,54326.0,7865.0,35205.0
5448,-88464.0,25492.0,7956.0,14650.0,59155.0,9446.0,62827.0
5627,-92137.0,60091.0,5223.0,3837.0,35727.0,9907.0,25723.0
5573,-113048.0,51488.0,6778.0,3772.0,15679.0,15758.0,119426.0
5479,-4813.0,81122.0,11187.0,3490.0,22617.0,6922.0,74271.0
5642,-31261.0,68544.0,5855.0,7051.0,69967.0,4168.0,46061.0
5467,-20739.0,87861.0,3687.0,10115.0,81120.0,8384.0,72673.0
5499,-89457.0,81072.0,6540.0,6322.0,8947.0,15809.0,60879.0
5554,-86523.0,29282.0,5552.0,1981.0,79656.0,11366.0,108337.0
5460,-34215.0,67950.0,12121.0,3177.0,73857.0,7927.0,15335.0
5519,-29208.0,82710.0,1659.0,2539.0,41591.0,3604.0,111531.0
5626,-51607.0,75067.0,6540.0,14666.0,9660.0,15702.0,112524.0
5433,-79005.0,37716.0,760.0,11074.0,71846.0,9534.0,103191.0
5489,-30643.0,27418.0,3286.0,13328.0,77429.0,2197.0,81349.0
5616,-40794.0,32072.0,1271.0,5519.0,65800.0,9614.0,7614.0
5640,-13289.0,80862.0,12141.0,7806.0,54080.0,5839.0,114491.0
5586,-63577.0,33845.0,2847.0,10748.0,45100.0,13559.0,45255.0
5537,-37972.0,67926.0,1223.0,3885.0,77521.0,15392.0,67714.0
5419,-89014.0,7286.0,11661.0,3090.0,42537.0,12635.0,85602.0
5597,-103649.0,12682.0,8224.0,2626.0,56216.0,4174.0,23049.0
5470,-42711.0,67659.0,1896.0,13692.0,84983.0,2519.0,88249.0
5445,-99262.0,67783.0,6251.0,6553.0,27100.0,8796.0,44683.0
5461,-105546.0,22003.0,4640.0,10315.0,23675.0,16030.0,68284.0
5601,-20490.0,16458.0,2296.0,15281.0,6901.0,5568.0,30929.0
5536,-22481.0,18187.0,3810.0,11459.0,69240.0,9586.0,39837.0
5530,-67959.0,30335.0,6579.0,7559.0,19544.0,10879.0,57213.0
5649,-95677.0,22140.0,3378.0,2508.0,6727.0,6127.0,74131.0
5628,-78245.0,89056.0,12885.0,13244.0,71206.0,11302.0,100776.0
5443,-87847.0,13283.0,13010.0,5883.0,76666.0,5679.0,30710.0
5399,-83050.0,33225.0,9777.0,8443.0,48410.0,7130.0,5774.0
5545,-5759.0,42734.0,1492.0,7152.0,23396.0,10696.0,94941.0
5606,-48999.0,8569.0,2892.0,10067.0,57144.0,5836.0,53900.0
5488,-50562.0,51506.0,9640.0,7228.0,46637.0,960.0,115240.0
5498,-21492.0,12601.0,12985.0,5090.0,23572.0,9055.0,120711.0
5421,-96169.0,11194.0,2157.0,14567.0,47187.0,396.0,48633.0
5641,-95955.0,71707.0,3804.0,9984.0,53800.0,1781.0,52863.0
5648,-115612.0,63903.0,10755.0,5912.0,18120.0,683.0,104975.0
5517,-110129.0,57021.0,16.0,6384.0,6791.0,5325.0,31660.0
5520,-27740.0,63132.0,7275.0,10434.0,68511.0,15914.0,92263.0
5632,-123561.0,70571.0,1172.0,14772.0,67029.0,16203.0,45943.0
5639,-109708.0,99317.0,4227.0,10682.0,58921.0,1065.0,69306.0
5514,-5151.0,17301.0,14134.0,8815.0,68891.0,14240.0,50833.0
5609,-14387.0,65537.0,9352.0,14377.0,55703.0,10578.0,38319.0
5551,-46543.0,93378.0,11520.0,1401.0,26069.0,9858.0,110374.0
5635,-61479.0,25214.0,1741.0,2976.0,22638.0,13738.0,72578.0
5455,-121730.0,58973.0,6023.0,2238.0,26037.0,15911.0,54671.0
5630,-108047.0,40439.0,5205.0,8077.0,9858.0,5692.0,107766.0
5439,-98064.0,51578.0,12665.0,4444.0,7810.0,7837.0,112255.0
5411,-110184.0,13738.0,4454.0,12535.0,2108.0,995.0,107667.0
5631,-31027.0,39763.0,7574.0,10165.0,59325.0,10710.0,123215.0
5454,-113953.0,32902.0,8211.0,5551.0,23442.0,1739.0,102937.0
5518,-12150.0,33225.0,7250.0,7943.0,19249.0,13699.0,31131.0
5400,-116655.0,71185.0,4504.0,12117.0,11340.0,8299.0,22439.0
5496,-48442.0,65255.0,12719.0,11494.0,80077.0,8678.0,40647.0
5548,-107991.0,926.0,10792.0,10742.0,84616.0,4857.0,87775.0
5563,-22108.0,16906.0,7714.0,14497.0,14138.0,6233.0,106711.0
5463,-50532.0,94173.0,9684.0,12905.0,36920.0,1555.0,31242.0
5623,-40649.0,11993.0,10007.0,8038.0,1320.0,9504.0,51933.0
,-84565.0,3186.0,2163.0,12531.0,54349.0,12132.0,75704.0
5515,-2157.0,45520.0,9987.0,2869.0,43208.0,6992.0,48746.0
5534,-96481.0,14859.0,3870.0,1467.0,65466.0,16292.0,31957.0
5555,-20341.0,19459.0,3821.0,11171.0,54611.0,13610.0,28124.0
5465,-8320.0,80130.0,8527.0,2142.0,55806.0,11832.0,75748.0
5401,-116696.0,67190.0,12466.0,15167.0,26419.0,13043.0,29691.0
5497,-96302.0,33960.0,3304.0,9494.0,32869.0,16379.0,118680.0
5558,-5067.0,32746.0,6039.0,11093.0,68025.0,11878.0,83864.0
5526,-112540.0,74530.0,3200.0,12798.0,77427.0,9265.0,13167.0
,-62299.0,8395.0,5538.0,1459.0,66037.0,4496.0,5652.0
5402,-77945.0,53393.0,13184.0,15187.0,40372.0,6555.0,108005.0
5485,-37179.0,52893.0,13730.0,3588.0,50980.0,15210.0,70434.0
,-46767.0,8996.0,3936.0,10653.0,44271.0,16023.0,104239.0
5516,-108533.0,83185.0,7734.0,13992.0,31500.0,2434.0,9447.0
5422,-62476.0,42290.0,11066.0,10548.0,50315.0,8202.0,64248.0
5527,-91238.0,32972.0,993.0,8338.0,44169.0,14100.0,17444.0
5480,-112582.0,91558.0,10745.0,1518.0,13612.0,8276.0,72129.0
5629,-30510.0,89266.0,13531.0,3986.0,75322.0,14967.0,73908.0
5423,-106456.0,94616.0,13433.0,12020.0,74322.0,11447.0,82444.0
5449,-37214.0,16078.0,11533.0,10709.0,46030.0,4144.0,7680.0
5550,-24673.0,19121.0,8327.0,2249.0,40509.0,10070.0,952.0
5437,-87266.0,46365.0,14127.0,2034.0,84608.0,9460.0,46560.0
5404,-112071.0,65904.0,2878.0,15026.0,44970.0,12935.0,73990.0
5553,-111524.0,82501.0,10584.0,13183.0,8708.0,15391.0,44222.0
5531,-25294.0,38086.0,4218.0,1743.0,19083.0,10129.0,7044.0
5471,-90158.0,71170.0,1002.0,15439.0,20040.0,9722.0,85515.0
5434,-75038.0,88859.0,13292.0,6535.0,40164.0,13780.0,62624.0
,-79004.0,72634.0,8554.0,9284.0,37795.0,1505.0,62819.0
5557,-93127.0,31136.0,5794.0,12209.0,6552.0,13853.0,40053.0
5458,-66696.0,21447.0,12316.0,6534.0,28998.0,11693.0,85909.0
5602,-40231.0,76832.0,7921.0,10607.0,14819.0,12950.0,100409.0
5403,-111551.0,99717.0,9537.0,6716.0,14634.0,2984.0,55670.0
5424,-47006.0,2384.0,5407.0,8171.0,8322.0,1376.0,32233.0
5633,-50025.0,68220.0,7165.0,10314.0,69787.0,1583.0,69394.0
5549,-63810.0,3946.0,5174.0,2743.0,84236.0,2894.0,58723.0
5607,-36860.0,60620.0,7397.0,10802.0,68181.0,13331.0,51076.0
5481,-111610.0,8861.0,4470.0,13151.0,82052.0,13991.0,49488.0
5524,-118908.0,2868.0,2525.0,9397.0,65889.0,7468.0,18137.0
5638,-17489.0,14029.0,8826.0,7764.0,32101.0,4137.0,87429.0
5425,-60286.0,26693.0,8302.0,8147.0,39339.0,5039.0,78224.0
5525,-56795.0,18186.0,12956.0,14246.0,71390.0,886.0,42687.0
5613,-71086.0,34676.0,3182.0,10465.0,45628.0,603.0,66148.0
5447,-54380.0,75162.0,10331.0,5048.0,66614.0,13918.0,104629.0
5511,-104820.0,81776.0,13848.0,7355.0,32915.0,3975.0,80238.0
5502,-101098.0,67386.0,2044.0,6055.0,30885.0,3385.0,37687.0
5512,-104900.0,87345.0,7876.0,7687.0,20963.0,4599.0,30021.0
,-5796.0,4882.0,5439.0,10524.0,81292.0,5231.0,108144.0
5405,-90915.0,4799.0,3158.0,7844.0,42983.0,6519.0,79791.0
5567,-115114.0,64988.0,7752.0,7482.0,74092.0,5450.0,10677.0
5491,-8083.0,70302.0,4688.0,14301.0,2555.0,8898.0,22156.0
5589,-104558.0,93256.0,3137.0,3993.0,9139.0,5117.0,42300.0
5587,-18403.0,14709.0,10590.0,10031.0,64397.0,3414.0,26674.0
5559,-90697.0,34304.0,4558.0,7240.0,76609.0,3058.0,9959.0
5566,-104603.0,44242.0,6419.0,10081.0,13953.0,16456.0,55356.0
5599,-97233.0,60362.0,6089.0,8826.0,82289.0,6403.0,120692.0
5406,-111330.0,82167.0,3246.0,14124.0,2076.0,14350.0,38333.0
5477,-89199.0,69589.0,998.0,14910.0,68362.0,13485.0,45165.0
5440,-44113.0,98963.0,7150.0,10556.0,41356.0,2666.0,72610.0
5407,-99798.0,16863.0,2041.0,11042.0,66296.0,11730.0,92038.0
5507,-116071.0,37926.0,2192.0,6683.0,11230.0,663.0,72424.0
5610,-113492.0,3971.0,6085.0,13735.0,47211.0,8553.0,87040.0
5523,-80501.0,13400.0,10190.0,10372.0,83150.0,10118.0,42934.0
5459,-85342.0,52325.0,6820.0,9009.0,11928.0,4602.0,84181.0
5478,-118642.0,48318.0,3283.0,12500.0,74821.0,9911.0,95551.0
5430,-115036.0,16658.0,4225.0,6643.0,28486.0,499.0,23577.0
5562,-81982.0,100345.0,108.0,13309.0,69344.0,10750.0,42110.0
5619,-70207.0,99995.0,5978.0,2988.0,49648.0,2579.0,114612.0
5472,-91307.0,79391.0,13323.0,5037.0,37025.0,4351.0,93035.0
5528,-89466.0,6671.0,2234.0,7198.0,8182.0,8706.0,11272.0
5444,-13323.0,1628.0,11209.0,2982.0,72736.0,6976.0,14696.0
5506,-90407.0,61143.0,13674.0,15052.0,63011.0,16304.0,48158.0
5468,-71804.0,65636.0,987.0,4025.0,82142.0,2861.0,36217.0
5574,-16332.0,87748.0,13403.0,5840.0,82238.0,3536.0,5694.0
5435,-25981.0,96551.0,12738.0,7524.0,11154.0,7289.0,69783.0
5575,-104336.0,96587.0,11075.0,2690.0,59776.0,6753.0,20227.0
5543,-46346.0,58583.0,9907.0,2781.0,19108.0,12051.0,65745.0
5426,-7176.0,10793.0,3617.0,8617.0,1863.0,3859.0,73578.0
5546,-3949.0,54411.0,1934.0,14606.0,52562.0,5905.0,82937.0
5561,-80756.0,68125.0,2753.0,4894.0,30062.0,5474.0,10520.0
5427,-73203.0,81465.0,9140.0,10296.0,36984.0,7504.0,56818.0
5494,-12119.0,94950.0,919.0,6167.0,23959.0,14139.0,20020.0
5535,-36656.0,62134.0,5173.0,4531.0,27230.0,3901.0,21839.0
5456,-117052.0,11037.0,13155.0,12384.0,80976.0,2996.0,77055.0
5620,-82025.0,40310.0,531.0,8282.0,18653.0,6081.0,96424.0
5408,-82196.0,71870.0,1997.0,7320.0,42846.0,7851.0,80322.0
5580,-62898.0,95842.0,13848.0,1670.0,71153.0,13375.0,69569.0
5588,-63256.0,98220.0,12181.0,11569.0,69440.0,3259.0,110740.0
5584,-118290.0,61204.0,1203.0,4703.0,5850.0,4686.0,13306.0
5436,-123001.0,56859.0,13175.0,14676.0,20327.0,9295.0,115503.0
5409,-117361.0,62977.0,9484.0,7416.0,27205.0,11507.0,62928.0
5540,-121385.0,25429.0,11748.0,5575.0,17665.0,10782.0,79489.0
5428,-12252.0,96585.0,14112.0,10986.0,78721.0,858.0,71371.0
5429,-28097.0,69028.0,5741.0,12869.0,18325.0,14365.0,14438.0
5646,-56060.0,84805.0,6814.0,11177.0,50450.0,1697.0,87760.0
5490,-62411.0,68037.0,2424.0,13977.0,15358.0,7736.0,93684.0
5756,-48086.0,19127.0,5115.0,4535.0,50175.0,6870.0,59641.0
5848,-41745.0,89441.0,3318.0,13004.0,25252.0,849.0,47834.0
5751,-106219.0,37200.0,363.0,12821.0,59555.0,10901.0,72723.0
5799,-8524.0,66427.0,1123.0,9611.0,68512.0,16067.0,22606.0
5709,-77802.0,59472.0,5700.0,6548.0,61288.0,7702.0,88917.0
5657,-111655.0,66274.0,4309.0,3564.0,44375.0,8442.0,99291.0
5762,-24896.0,63139.0,6702.0,3494.0,37783.0,10353.0,92182.0
5663,-75006.0,38020.0,2548.0,12742.0,62855.0,11747.0,59881.0
,-24962.0,95106.0,7189.0,12007.0,85655.0,692.0,56296.0
5834,-123926.0,74795.0,7659.0,2978.0,73730.0,10897.0,15008.0
5671,-111965.0,48877.0,5248.0,12106.0,50490.0,1307.0,109539.0
5789,-55057.0,61402.0,9425.0,10390.0,14603.0,5947.0,86663.0
5853,-77276.0,52422.0,12938.0,13774.0,16439.0,4689.0,15414.0
5800,-24537.0,11927.0,34.0,9584.0,33637.0,5021.0,96698.0
5806,-113273.0,70325.0,11034.0,11028.0,61489.0,3971.0,122708.0
,-99737.0,37082.0,9439.0,9065.0,38412.0,12937.0,66699.0
5829,-51891.0,16184.0,11116.0,5139.0,15671.0,1956.0,35585.0
5837,-16320.0,73972.0,12613.0,13448.0,8408.0,3689.0,42211.0
5823,-18061.0,88101.0,11711.0,9562.0,41825.0,8285.0,38237.0
5791,-88760.0,42450.0,2742.0,5238.0,77835.0,10570.0,67790.0
5687,-38689.0,32202.0,9952.0,10000.0,9985.0,13895.0,47933.0
5811,-81315.0,32926.0,13762.0,2731.0,42820.0,14820.0,116897.0
5702,-84087.0,32067.0,8129.0,12165.0,25407.0,11841.0,115285.0
5686,-23833.0,31325.0,7944.0,15483.0,82331.0,697.0,76669.0
5661,-3060.0,12901.0,2509.0,4670.0,55388.0,4397.0,6948.0
5742,-22218.0,13069.0,3422.0,6449.0,48494.0,10670.0,74112.0
,-35196.0,23235.0,6314.0,3329.0,17223.0,5004.0,68567.0
,-43181.0,14652.0,9653.0,6497.0,59437.0,7154.0,7605.0
5722,-80042.0,30566.0,2390.0,5650.0,48667.0,13094.0,107084.0
5685,-94608.0,82452.0,1097.0,11554.0,29901.0,10378.0,100948.0
5723,-103876.0,19255.0,13527.0,2729.0,74138.0,8849.0,10020.0
5838,-48829.0,50258.0,8910.0,10362.0,23243.0,6262.0,45053.0
5827,-55005.0,97176.0,9707.0,6249.0,51338.0,2833.0,63062.0
5858,-39064.0,24906.0,2608.0,3259.0,44512.0,15699.0,45482.0
5682,-9606.0,99602.0,4080.0,4585.0,42948.0,10681.0,84568.0
5816,-117277.0,35527.0,4083.0,15569.0,50791.0,2307.0,67379.0
5833,-108881.0,18873.0,9950.0,5855.0,45509.0,3473.0,83997.0
,-21914.0,2532.0,1502.0,10059.0,67859.0,1355.0,8241.0
5731,-121829.0,94364.0,11360.0,1542.0,85196.0,11302.0,64579.0
5745,-59165.0,87511.0,4435.0,12757.0,72240.0,8679.0,12313.0
5839,-25625.0,99090.0,9147.0,4693.0,35759.0,8246.0,43018.0
5667,-37523.0,18115.0,341.0,10649.0,37489.0,14455.0,84878.0
5787,-73663.0,83450.0,9985.0,14514.0,20861.0,11360.0,100752.0
5716,-95954.0,19223.0,2633.0,9912.0,25009.0,2955.0,104969.0
5692,-83442.0,59966.0,6033.0,15374.0,20540.0,6824.0,11909.0
5754,-112804.0,52862.0,6021.0,9470.0,50291.0,12642.0,23609.0
5711,-22974.0,59937.0,10722.0,2215.0,58054.0,5862.0,109314.0
5798,-51651.0,17972.0,1000.0,12454.0,63650.0,6883.0,796.0
5733,-15857.0,80548.0,11918.0,12129.0,80083.0,15652.0,21914.0
5857,-61379.0,76680.0,8876.0,14868.0,23163.0,6107.0,5271.0
5825,-5963.0,21633.0,6895.0,8420.0,6195.0,3248.0,7499.0
5704,-23115.0,74403.0,2449.0,5901.0,27249.0,883.0,119495.0
5737,-6944.0,16514.0,7856.0,5727.0,84568.0,10594.0,69009.0
5736,-61002.0,79274.0,11428.0,13628.0,50548.0,4423.0,99039.0
5705,-95075.0,84136.0,3905.0,7398.0,54988.0,16056.0,37606.0
5740,-36963.0,27903.0,8065.0,3753.0,53931.0,10656.0,56530.0
5672,-75241.0,65591.0,3988.0,7323.0,1503.0,2587.0,26438.0
5784,-73939.0,62141.0,11441.0,6932.0,64534.0,16076.0,43303.0
5801,-54409.0,91595.0,3779.0,4235.0,34277.0,12308.0,100062.0
5773,-38563.0,77181.0,738.0,4582.0,56441.0,6489.0,110279.0
5708,-121973.0,9581.0,371.0,13017.0,27592.0,4597.0,19314.0
5719,-122721.0,22661.0,7445.0,5305.0,46060.0,11803.0,58568.0
5854,-20627.0,78680.0,10865.0,5106.0,36934.0,11440.0,73059.0
5803,-10235.0,40314.0,6272.0,4504.0,42721.0,5543.0,115452.0
5814,-69742.0,72771.0,4662.0,2379.0,73375.0,13508.0,17931.0
5725,-92604.0,45588.0,5642.0,7818.0,57884.0,15170.0,99215.0
5718,-47267.0,10935.0,8649.0,2868.0,49944.0,15441.0,108136.0
5730,-63330.0,35477.0,7410.0,3010.0,34989.0,12586.0,100472.0
5694,-16534.0,17007.0,5132.0,11539.0,36620.0,2412.0,93873.0
5817,-97878.0,11420.0,2787.0,4655.0,33418.0,16125.0,50643.0
5852,-63495.0,23185.0,9562.0,8356.0,24432.0,10892.0,46545.0
5689,-29474.0,80868.0,5075.0,7422.0,34489.0,16431.0,48407.0
5700,-61966.0,97733.0,17.0,12762.0,67468.0,9284.0,35054.0
5835,-12444.0,10025.0,10067.0,3580.0,35643.0,16453.0,97483.0
5726,-72637.0,26740.0,10570.0,11219.0,45114.0,3247.0,83378.0
5753,-68461.0,54325.0,10066.0,7348.0,6342.0,2317.0,52588.0
5851,-33403.0,82259.0,5180.0,3460.0,83920.0,15839.0,98290.0
5727,-21402.0,21530.0,11003.0,10354.0,81874.0,6075.0,60379.0
5665,-120138.0,30288.0,7956.0,13680.0,62627.0,9256.0,28728.0
5714,-54993.0,10785.0,13612.0,1776.0,8116.0,13918.0,98356.0
5660,-69484.0,42200.0,2571.0,2507.0,60264.0,9100.0,91768.0
5684,-60203.0,86197.0,691.0,9503.0,29519.0,14178.0,38989.0
5691,-119461.0,43686.0,10938.0,2729.0,57063.0,15805.0,101371.0
5812,-32157.0,47978.0,13779.0,1530.0,56175.0,10770.0,32248.0
5808,-123773.0,65752.0,4240.0,1655.0,49529.0,10686.0,102530.0
5850,-70482.0,50813.0,13042.0,12347.0,39348.0,11254.0,30699.0
5782,-112073.0,45368.0,4483.0,12335.0,45489.0,5483.0,75547.0
5765,-71646.0,49347.0,2168.0,7621.0,21006.0,393.0,36153.0
5847,-72770.0,1450.0,4142.0,4303.0,50345.0,14054.0,89283.0
5759,-112648.0,37039.0,13265.0,8910.0,52207.0,7446.0,73142.0
5703,-79028.0,9470.0,7229.0,14261.0,10729.0,6898.0,67205.0
5658,-48863.0,29197.0,2090.0,13327.0,6669.0,5784.0,116283.0
5675,-54876.0,52299.0,2612.0,2735.0,16519.0,5637.0,63068.0
5822,-111664.0,13894.0,10637.0,7112.0,6726.0,12595.0,109838.0
5832,-16730.0,72646.0,7544.0,10755.0,20252.0,2621.0,408.0
5693,-63399.0,55870.0,494.0,11247.0,54104.0,13737.0,36901.0
5821,-40927.0,97871.0,3242.0,1843.0,70835.0,10174.0,57513.0
5786,-46822.0,2655.0,1940.0,15576.0,44016.0,2908.0,79724.0
5815,-64931.0,79603.0,157.0,2430.0,7857.0,2247.0,21568.0
5775,-13266.0,19132.0,4089.0,9342.0,65234.0,10004.0,95747.0
5710,-121938.0,11964.0,10364.0,10194.0,10163.0,15225.0,53726.0
5819,-32757.0,42990.0,12842.0,3021.0,46242.0,10028.0,119607.0
5855,-44144.0,32670.0,9951.0,13807.0,29422.0,10441.0,2508.0
5734,-113943.0,26506.0,5095.0,1772.0,12680.0,11649.0,98810.0
5666,-25588.0,73899.0,13490.0,9259.0,17385.0,15458.0,45418.0
5744,-91295.0,85772.0,6972.0,8162.0,53688.0,12260.0,51982.0
5843,-99684.0,17896.0,2540.0,13295.0,80958.0,9067.0,12635.0
5739,-68445.0,84412.0,2429.0,4132.0,81786.0,5266.0,68438.0
5755,-110229.0,72892.0,404.0,14091.0,51800.0,5650.0,10369.0
5690,-81988.0,71549.0,5128.0,10145.0,12948.0,9911.0,30754.0
,-48023.0,41473.0,9335.0,3448.0,32661.0,14590.0,26472.0
,-63457.0,50701.0,12258.0,4184.0,2751.0,1847.0,7199.0
5826,-15341.0,63059.0,11602.0,15084.0,14490.0,10099.0,17680.0
5790,-42751.0,47224.0,3431.0,1513.0,84899.0,6714.0,110270.0
5820,-89122.0,66929.0,8776.0,13479.0,18388.0,10349.0,103003.0
5651,-104429.0,64565.0,9784.0,8690.0,7206.0,4049.0,92986.0
5659,-107858.0,64959.0,5280.0,14938.0,55865.0,9540.0,120964.0
5688,-102892.0,5744.0,1256.0,3263.0,44970.0,5491.0,119637.0
5856,-77859.0,72462.0,11755.0,14575.0,9971.0,5012.0,40619.0
5699,-117442.0,100634.0,5125.0,11965.0,65259.0,6800.0,112221.0
5792,-69205.0,10209.0,8934.0,15224.0,76882.0,13515.0,2842.0
5845,-91654.0,5129.0,541.0,13292.0,76099.0,7068.0,13293.0
5696,-68436.0,31333.0,1792.0,14624.0,66535.0,588.0,74236.0
5701,-100401.0,1977.0,14121.0,7680.0,6083.0,4047.0,51030.0
