store_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
4808,,3891.0,-580.0,,1734.0,,
5051,,112438.0,678.0,,,,
5061,,66011.0,0.0,,23542.0,,48466.0
4938,,,1693.0,,,,
5001,,92.0,0.0,,23432.0,,
4990,,13473.0,0.0,,,,793.0
5086,,,0.0,,,,1351.0
4798,,,19377.0,,168567.0,,
4947,,16397.0,0.0,,,,
4829,,35000.0,7874.0,,,,
4870,,73321.0,0.0,,,,79210.0
4861,,5581.0,0.0,10080.0,,,106537.0
4948,,,0.0,2603.0,,85142.0,
4834,,41309.0,31882.0,,112.0,,147045.0
4809,,1768.0,0.0,14620.0,,,1324.0
4877,,,0.0,,112771.0,,82317.0
4735,,,15240.0,,68010.0,,1037.0
5023,,119306.0,16159.0,,243042.0,,
4846,,,9713.0,901.0,,2224.0,
4806,,26051.0,0.0,,,,10833.0
5077,0.0,,0.0,,,,
4810,,,0.0,,,,
4743,,,0.0,,,,
4744,,30573.0,1476.0,,,,
4793,,4760.0,24419.0,,5247.0,,
4745,,102314.0,6367.0,5756.0,27009.0,,36467.0
4746,,25966.0,0.0,,,11475.0,
5018,,2166.0,63413.0,,,,1428.0
5028,,,12674.0,,198546.0,,
5024,,197049.0,0.0,,,,529.0
4811,,47636.0,7620.0,,1756.0,,
5029,,,5624.0,,9321.0,,
5057,,5525.0,5609.0,,68836.0,5863.0,
5093,,36821.0,0.0,,,4437.0,54304.0
4747,,7602.0,10929.0,,15632.0,,
4949,0.0,1218.0,4178.0,,,,
4884,,6835.0,10555.0,,,,
4851,,15606.0,55402.0,,,,
4748,,,0.0,,128112.0,,
4864,,77668.0,436.0,4614.0,7832.0,,
4992,,121003.0,0.0,4346.0,,,
4850,,,0.0,921.0,,,
4749,,3417.0,0.0,265.0,,,
,,31633.0,0.0,,111475.0,,
4905,,42898.0,58769.0,,55322.0,,155128.0
5038,,27729.0,0.0,13042.0,16480.0,,3000.0
5072,,14750.0,0.0,,,,
4751,,6111.0,0.0,,,,
4849,,409.0,0.0,,78997.0,,
4753,,,0.0,,23800.0,,
4950,0.0,1739.0,0.0,,,,
4821,,,3542.0,,15011.0,,
5030,,12947.0,9310.0,,,,
4836,,6226.0,0.0,7202.0,215.0,,
5070,,,18136.0,,1765.0,,
5082,,109334.0,0.0,,,,
4997,,1688.0,0.0,,10387.0,,78357.0
4970,,,0.0,,28273.0,,12362.0
4983,,13468.0,3998.0,,,,28978.0
5002,,2852.0,0.0,,101105.0,,2077.0
4754,,106668.0,0.0,,,,
4984,,137.0,0.0,4429.0,28729.0,,
4755,,8661.0,54079.0,,,,
4951,,41997.0,1616.0,,20877.0,,
4971,,15970.0,0.0,2993.0,8539.0,,214.0
5092,,26688.0,0.0,,,,19139.0
5084,-7824.0,,0.0,3167.0,15674.0,,1127.0
5004,,20909.0,0.0,,25867.0,,85648.0
4756,,85200.0,7034.0,,,,796.0
4854,,,33768.0,,,4217.0,
4758,,6902.0,3341.0,,,,141.0
4995,,,0.0,,9074.0,32298.0,
4759,,,4947.0,,,,79037.0
4886,,20014.0,7493.0,,,,
4912,,20311.0,2983.0,,2342.0,,
4926,,4310.0,0.0,,,,1679.0
5045,,62762.0,12873.0,,,,
5085,,61177.0,0.0,,,,
4915,,314.0,2465.0,,,2333.0,
4760,,,2148.0,,,,
4889,,369.0,0.0,,4401.0,,1561.0
5000,,,0.0,,,,
4944,,16293.0,2277.0,,120549.0,,365.0
4952,,149863.0,0.0,2841.0,95538.0,4291.0,
4826,,,4145.0,,28381.0,,
4844,,12820.0,0.0,,,230.0,
4761,,23632.0,2072.0,2260.0,,,51650.0
4852,,10096.0,0.0,,,,
4858,,9900.0,0.0,,3953.0,10107.0,17990.0
4762,-73263.0,61930.0,0.0,,1157.0,,
5009,,20718.0,0.0,,,,
4934,,24247.0,36901.0,2340.0,23302.0,,
4897,,4080.0,41028.0,4910.0,,,
4824,,-3787.0,0.0,,,,
4763,,58.0,0.0,,,,192.0
4764,,3983.0,5430.0,3854.0,73913.0,3520.0,
4932,,386.0,0.0,,,,
5036,,11500.0,7553.0,6731.0,12905.0,,
4825,,386.0,3619.0,,39057.0,,1080.0
4765,,,0.0,,,,
4930,,153446.0,1301.0,,1924.0,,
4819,,3642.0,0.0,,8797.0,,
5003,,,8312.0,,,,1232.0
4892,,,0.0,,2617.0,,5776.0
5006,,92.0,1150.0,,52402.0,,5723.0
4823,,12506.0,0.0,,,,
4767,,12061.0,0.0,,,,
4922,,36221.0,7813.0,,132215.0,,
4766,,5211.0,0.0,4271.0,1604.0,,
4974,,67210.0,718.0,,918.0,,1967.0
5078,,15788.0,0.0,,7367.0,,955.0
4953,,21239.0,0.0,1750.0,,,
4954,-27342.0,30333.0,0.0,,,,
4989,,25556.0,8198.0,,,,11358.0
4900,,6894.0,0.0,,6582.0,,2754.0
,,20713.0,0.0,19754.0,14490.0,,151503.0
5079,,22814.0,0.0,,12862.0,,66034.0
4878,,10674.0,19478.0,2875.0,5959.0,,
5010,,30835.0,0.0,,,,134279.0
5026,,,0.0,,1241.0,,
4888,,13107.0,0.0,,5422.0,,
5066,,,0.0,,9856.0,2601.0,289.0
4868,,88842.0,0.0,,4391.0,,357618.0
5073,,7453.0,5614.0,,,,
4768,,4666.0,19506.0,27109.0,,4590.0,1234.0
4955,,37335.0,718.0,,6935.0,,
4813,,386.0,0.0,,301.0,,
4956,-91139.0,20716.0,7859.0,,,,
5040,,719.0,11405.0,,268966.0,,
4925,,32472.0,0.0,17906.0,,,5704.0
4736,,2331.0,0.0,,3958.0,,
4933,,14783.0,0.0,,32182.0,,833.0
4880,,34516.0,83870.0,,80256.0,,
4901,,,0.0,,5190.0,,1566.0
4857,,3419.0,0.0,,,,
4998,,15356.0,0.0,,58273.0,,
4800,,,0.0,,896.0,373.0,
4981,,106571.0,2197.0,5479.0,37083.0,69255.0,882.0
4869,,7258.0,12513.0,,,,2258.0
5046,,99197.0,6083.0,,1052.0,,
5062,,17945.0,10056.0,,308480.0,,
4862,,127.0,9541.0,,,,
4769,,11914.0,0.0,1513.0,,,
4817,,13007.0,0.0,,613.0,,1077.0
5055,,,0.0,4095.0,,,
4801,,802.0,2570.0,,,,812.0
4896,,57141.0,21161.0,,,,
5053,,12842.0,0.0,1350.0,,,5670.0
4975,,386.0,0.0,,8252.0,,
4818,,83248.0,0.0,,1069.0,1505.0,
4740,,,12772.0,,,,
4996,,1945.0,7049.0,11144.0,,,36129.0
5068,,,0.0,,20095.0,,
4980,,7542.0,0.0,,1083.0,,99437.0
5027,,,0.0,,8125.0,,
5032,,,27750.0,4281.0,,7325.0,
4882,,,0.0,3164.0,,,
4839,,36503.0,13247.0,,,135590.0,42047.0
5016,,,0.0,,,,67828.0
5019,,38588.0,6729.0,,,,
4972,,,0.0,,36788.0,,
4961,,,0.0,,14937.0,1526.0,
4957,,53105.0,0.0,,,,19776.0
4820,,6884.0,0.0,,,,
5012,,91019.0,705.0,,,,
4737,,8487.0,3224.0,,,,
5042,,38272.0,548.0,,,3165.0,
4860,,9287.0,0.0,,,,3789.0
5063,,290724.0,0.0,,20871.0,,
5011,,18380.0,4011.0,,7105.0,,1201.0
4874,,,2990.0,,,,
5071,,-1075.0,0.0,,,,
4987,,70996.0,0.0,,,,
4796,,40195.0,2983.0,,9168.0,,86.0
4923,,26630.0,3623.0,,3593.0,,311.0
4982,,22610.0,13760.0,,29909.0,1361.0,54401.0
4976,,38787.0,0.0,,15024.0,,
4908,,,13856.0,671.0,23053.0,,
4841,,,0.0,,,,
,,20681.0,0.0,,6957.0,,
4814,,1461.0,26854.0,,18512.0,3959.0,
4958,,,2151.0,,26368.0,,
4881,,41152.0,26773.0,,,,
4788,,,9562.0,,,,
4931,,-781.0,0.0,,9970.0,,125787.0
4802,,9408.0,9514.0,,,,
4770,,,0.0,3042.0,121529.0,,610.0
5054,,5007.0,0.0,14104.0,,,1483.0
4771,,219226.0,11114.0,,26712.0,,234.0
4772,,,4859.0,,,,39026.0
4913,,8949.0,4430.0,,20221.0,,
4936,,,0.0,,,,
4898,,38501.0,13017.0,1718.0,,3262.0,
4959,,,0.0,,,,
4773,,3720.0,7604.0,,,,
4785,,37509.0,7931.0,,,,992.0
4783,,6814.0,5038.0,,8476.0,,
4774,,,0.0,5007.0,,,
4960,,29422.0,0.0,,,,
4890,,9134.0,0.0,,6548.0,,
4828,,20400.0,0.0,,,,1009.0
4775,,207641.0,7540.0,,,,29811.0
5074,,55775.0,2722.0,,28081.0,,
4994,,34117.0,0.0,,,,
4776,,136991.0,1639.0,,11392.0,18707.0,
5059,,81714.0,0.0,,,,
4831,,,0.0,,,,
4979,,15612.0,9577.0,,,,
4937,,,2399.0,,,,
5050,,28741.0,14195.0,,,,
4797,,6970.0,4114.0,,,,
5014,,21678.0,29917.0,,34944.0,6357.0,
5065,,4339.0,0.0,,,18671.0,
4840,,,0.0,,,,
4822,,,16703.0,,2982.0,,28962.0
,,,0.0,,7928.0,,
4827,,23349.0,1613.0,,,,
5015,,198264.0,3753.0,,5527.0,,
4777,,30868.0,0.0,,12933.0,,
4778,,,12581.0,2690.0,11310.0,,
5080,,16850.0,0.0,,13958.0,803.0,16707.0
4943,,92.0,4648.0,,22231.0,,
5075,,78711.0,10757.0,,,,
4902,,17390.0,-30263.0,9768.0,77427.0,,
4779,,13684.0,14994.0,,,,355.0
4867,,41021.0,888.0,,,9495.0,
4780,,26469.0,0.0,4303.0,70020.0,1692.0,109964.0
4941,,50100.0,0.0,,,3894.0,179469.0
4812,,12241.0,5697.0,,95921.0,,89909.0
4991,,,0.0,,,,
4917,,511.0,7375.0,,2899.0,,
4750,,281552.0,4208.0,,56271.0,,14440.0
5035,,12679.0,7550.0,,28297.0,,
5044,,69811.0,0.0,,,,
4781,,,2712.0,11387.0,6360.0,,902.0
4928,,92.0,33155.0,13205.0,14130.0,,
4962,,,0.0,3033.0,,,
5022,,,7758.0,,,,
4782,,12498.0,0.0,,6397.0,,
4924,,13811.0,0.0,,53402.0,,102978.0
4866,,5306.0,2361.0,,15730.0,,
5025,,7008.0,0.0,10910.0,,,33046.0
4973,,,8365.0,,,,
,,6658.0,9996.0,,91791.0,,
5088,,28623.0,5198.0,,22068.0,,
4876,,24234.0,0.0,,,,1154.0
5058,,,0.0,,,,
5064,,,0.0,,,,
4883,,,0.0,,,,
5060,,65931.0,4268.0,3489.0,17353.0,379.0,
4784,,14342.0,21892.0,5762.0,12808.0,,919.0
4855,,26522.0,4496.0,,,1218.0,1412.0
4893,,46251.0,0.0,8389.0,28017.0,,9785.0
5090,,25784.0,0.0,3440.0,0.0,,1522.0
4911,,,17162.0,,,,
5076,,66161.0,10341.0,,1260.0,4779.0,
5039,,65176.0,4000.0,2975.0,110344.0,7907.0,
5041,,6260.0,9905.0,,,,58824.0
4891,,16316.0,3368.0,,,,
4963,,21130.0,0.0,,,,
4999,,3475.0,0.0,,,,
4906,,7485.0,14575.0,,36814.0,,
4904,,28617.0,0.0,,,,
4964,,887.0,0.0,,6361.0,,
4786,,31731.0,10138.0,,,,
5021,,,10636.0,,13999.0,,
4919,,11307.0,0.0,,71940.0,,
4787,,,0.0,8977.0,22141.0,,83855.0
4757,,,3072.0,,3873.0,,
5081,,,0.0,,,,
5020,,214211.0,16902.0,,,,
4803,,,15031.0,,44787.0,,172512.0
5069,,7294.0,0.0,,215.0,570.0,305283.0
4935,,,10621.0,,,,
4738,,67170.0,2021.0,,718.0,,
5048,,,2109.0,,18169.0,,
4842,,32178.0,0.0,,624.0,,42777.0
4885,,11190.0,0.0,620.0,,,
5056,,27826.0,13744.0,,,,
4859,,23239.0,0.0,3505.0,,,3361.0
5037,,214844.0,9203.0,,2140.0,,
5089,,34596.0,5162.0,,,,
4909,,9825.0,0.0,,,6752.0,
5047,,,0.0,,,521.0,
5043,,66249.0,0.0,,,466.0,
4848,,276.0,26000.0,,,,228.0
5091,,894343.0,968.0,,,,
4872,,38159.0,5032.0,,,,3610.0
4789,,10005.0,0.0,3867.0,,,
5033,,29128.0,0.0,,,,13097.0
5005,,46.0,3580.0,,38153.0,,
4916,,458.0,0.0,3418.0,,,2138.0
4790,,,0.0,,,,126964.0
4873,,8153.0,0.0,,50740.0,,
4965,,39467.0,0.0,,5606.0,,487.0
4847,,1952.0,13532.0,,17820.0,,
4845,,55148.0,952.0,,,794.0,
4940,,,7077.0,2381.0,,,
4830,,,9717.0,,13210.0,,543.0
4835,,16860.0,9070.0,,191390.0,,6544.0
4966,,2695.0,11740.0,,,,
4914,,68522.0,2165.0,,,,
4791,,141908.0,0.0,,231402.0,,
5017,11858.0,13026.0,6278.0,,13141.0,,
4832,,236583.0,0.0,,,,99407.0
4988,,26858.0,0.0,10033.0,12396.0,,
4792,,772.0,2654.0,,77.0,,
4879,,414.0,981.0,5688.0,2109.0,,
4794,,10539.0,0.0,15626.0,8048.0,,
5008,,2537.0,9444.0,,,,
4967,,,12264.0,7094.0,18361.0,,
4968,,7809.0,0.0,,17957.0,,
5052,,11303.0,-8602.0,,23181.0,,
4795,,,1746.0,,,,
4942,,277997.0,0.0,,,,
4910,,926.0,4168.0,,20491.0,,
5067,,211504.0,8219.0,,6473.0,,
4977,,,0.0,,1884.0,,
4969,,22040.0,0.0,,16153.0,3540.0,630.0
4918,,402759.0,3048.0,,24448.0,,14491.0
4815,,124466.0,8724.0,2787.0,13752.0,,
4907,,5016.0,0.0,,,,317.0
4816,,,0.0,,36240.0,-19.0,
4871,,13241.0,6662.0,,18804.0,,213548.0
4985,,36668.0,3542.0,,78666.0,,
4799,,,0.0,13379.0,147769.0,,
5254,,13448.0,0.0,,78299.0,,
5256,,53783.0,4519.0,,16764.0,,92631.0
5278,,137948.0,2995.0,,,,
5134,,93287.0,4345.0,,,,
5147,,,1433.0,4994.0,15323.0,,628.0
5207,,50947.0,5002.0,,,,94465.0
5235,,92.0,0.0,,,-29.0,
5354,,-15238.0,0.0,,,,
5107,,,0.0,,181742.0,2796.0,
,,22623.0,0.0,,,,
5371,,,0.0,22352.0,,1660.0,865.0
5348,,-5655.0,0.0,768.0,1801.0,,305.0
5108,-35296.0,120463.0,44662.0,,7908.0,,23599.0
5263,,,9528.0,,,,
5347,,,8236.0,,,,
5165,,43929.0,1756.0,,,,
,,143353.0,4252.0,,,,
,,19144.0,1158.0,,8951.0,,
5282,-56783.0,386.0,0.0,,6079.0,746.0,
5294,,,0.0,,,1899.0,
5323,,32665.0,0.0,,,,
5324,,39237.0,0.0,,18576.0,,154.0
5341,,35223.0,0.0,,,,
5277,,4778.0,14458.0,,3082.0,,
5275,,285921.0,0.0,,56383.0,,
,,-751.0,0.0,,,,
5286,,13259.0,4448.0,,,11568.0,2853.0
5187,,18992.0,7447.0,,4460.0,,
5172,,16516.0,4570.0,7763.0,,9025.0,35503.0
5174,,,0.0,,,,
5206,,-17166.0,0.0,,3179.0,,
5143,,22166.0,0.0,,61691.0,,
5369,,5781.0,21565.0,1523.0,,,79.0
5229,,,42284.0,,98513.0,,
5216,,6767.0,6631.0,,,158.0,
,,15320.0,11755.0,,,,
,,11843.0,0.0,4986.0,,,
,,56615.0,2187.0,,,,260376.0
5223,,497.0,0.0,,11957.0,,
5264,,,3407.0,,,,
5130,,7931.0,14260.0,,23163.0,,
5276,,1441.0,0.0,,22363.0,,
5285,,61233.0,5171.0,,,,
5094,,386.0,0.0,,,,
5176,,37320.0,5505.0,,15432.0,,77.0
,0.0,386.0,11691.0,,,,
,,,0.0,,16996.0,,1388.0
,,512.0,0.0,,3531.0,,
,,6483.0,0.0,,68929.0,,
5164,,29434.0,3741.0,,,,
5382,,,2146.0,,6877.0,,
5197,,9589.0,3533.0,,15410.0,,
5356,,18854.0,0.0,27589.0,,6989.0,161462.0
5373,,4321.0,0.0,10704.0,13844.0,4586.0,
5152,,8617.0,0.0,,28282.0,,
5205,,23404.0,8276.0,,1385.0,6146.0,
5310,,10108.0,0.0,,13007.0,,1407.0
5316,,57258.0,3645.0,,70434.0,,
5146,,,29393.0,,,20173.0,1515.0
5313,,,6469.0,,,,
5109,,48945.0,12682.0,,,,
5198,,1525.0,0.0,,,,93939.0
5237,,,0.0,,,,
5120,,,4529.0,,,,
5149,,,0.0,,,,
5145,,31201.0,0.0,,,,
5360,,,0.0,,760.0,,
5245,,,48732.0,3864.0,7352.0,,
5122,,,0.0,,,,144875.0
5336,,720.0,0.0,2309.0,,,
5320,,,8681.0,,9202.0,15430.0,
5247,,37123.0,2360.0,1157.0,1043460.0,,188778.0
5273,,,28070.0,,35165.0,,6289.0
5357,,7740.0,0.0,1805.0,,,
5259,,28269.0,3328.0,3366.0,23047.0,1394.0,
5220,,,8735.0,10554.0,9505.0,,53240.0
5163,,94451.0,17149.0,,,,
5327,,33983.0,609.0,,17456.0,,
5298,,,8510.0,,,,
5325,,,5505.0,,8916.0,,
5199,,386.0,0.0,11953.0,,,75041.0
5334,,22022.0,0.0,811.0,1316.0,,
5111,,10985.0,4547.0,,369.0,,982.0
5208,,793.0,0.0,,,,
5098,,,0.0,,,,
5194,,3223.0,4990.0,,,,48165.0
5251,,,7717.0,,,,
5332,,11013.0,0.0,5979.0,11520.0,,
5279,,70537.0,6472.0,7521.0,,,
5180,,,14472.0,,3665.0,,
5219,,4073.0,0.0,,31247.0,389.0,
5101,,11106.0,9293.0,,25073.0,1934.0,
5311,,5774.0,0.0,,18817.0,,14230.0
5227,,-15219.0,0.0,,,,
5307,,3428.0,5474.0,,44657.0,,39975.0
5119,,131689.0,9822.0,13740.0,,3113.0,
5139,,74230.0,0.0,,,,899.0
5375,,18198.0,6522.0,7631.0,,,
5100,,25459.0,370.0,2011.0,,,426.0
5133,,,0.0,5567.0,111812.0,2725.0,
5175,,,0.0,,228843.0,,494.0
5151,,,5316.0,,,,5179.0
5314,,23179.0,0.0,,15373.0,39441.0,948.0
5270,,44132.0,0.0,,3037.0,19643.0,
5230,,931.0,7586.0,,1449.0,,598.0
5166,,11200.0,9135.0,,,,
5160,,,0.0,,,,
5255,,,1502.0,1021.0,48572.0,,
5203,,,0.0,,,,1830.0
5182,,27232.0,9917.0,,,,
5103,,27133.0,0.0,1350.0,5923.0,,888.0
5132,,1799.0,4696.0,,1129.0,,
5167,,13955.0,5373.0,,,,
5351,,2364.0,0.0,,,5698.0,
5290,,2709.0,5003.0,,,,
5258,,121772.0,0.0,,1899.0,6972.0,
5337,,,1570.0,,,,
5333,,29487.0,5954.0,,,,
5386,,4065.0,0.0,,,,
5299,,11117.0,6338.0,,,,
5252,,,4967.0,,1085.0,,
5260,,20557.0,0.0,,37465.0,,7103.0
5244,,15004.0,25955.0,,11906.0,,
5136,,10017.0,0.0,,31535.0,,10376.0
5140,,,0.0,,,237.0,
5158,,42116.0,3915.0,,,,57465.0
5221,,37564.0,0.0,,6208.0,,
5366,,,0.0,,43057.0,,
5293,,29919.0,0.0,,6866.0,,1444.0
5138,,11959.0,0.0,5158.0,119253.0,,370611.0
5319,,,0.0,,53048.0,,
5209,,-3081.0,10106.0,,606.0,12974.0,559.0
5233,,12699.0,0.0,,,,128040.0
5249,,,0.0,,197848.0,34525.0,
5218,,331.0,0.0,,,,
5301,,,24888.0,,,,2920.0
5248,,449.0,12877.0,,4617.0,2518.0,
,,,0.0,,698.0,,63820.0
5328,,29420.0,0.0,,2476.0,,1479.0
5201,,8653.0,0.0,11492.0,,,79.0
5096,,27119.0,0.0,,1231.0,,1666.0
5297,,23484.0,1301.0,,6153.0,1626.0,
5392,,,5228.0,,115364.0,,
5157,,3465.0,9066.0,,88330.0,,
5274,,386.0,19816.0,,,,
5367,,,0.0,,5964.0,,1102.0
5390,,,0.0,,,,
5358,,328.0,8939.0,,,,
5112,,95690.0,0.0,,,,141460.0
5395,,78831.0,0.0,,,,933.0
,,9298.0,0.0,3740.0,35416.0,,
5141,,,1514.0,,,,
5214,,,4391.0,,,,
5321,,19979.0,7395.0,,2171.0,,
5387,,21208.0,0.0,,38679.0,,
5389,,55790.0,3910.0,,,,517.0
,,3633.0,29299.0,,,,
5317,,504.0,199.0,,,,
5335,,6754.0,0.0,,11507.0,,
5242,,,7306.0,10813.0,,,
5156,,92.0,15938.0,,12773.0,,
5179,,125178.0,0.0,,13621.0,3084.0,48419.0
5099,,78771.0,0.0,,1280.0,,88812.0
5343,,,0.0,,,1037.0,59214.0
5391,,10700.0,7150.0,,,,
5118,,,1478.0,3725.0,14941.0,,
5213,,15828.0,14130.0,546.0,,,45569.0
5329,,552.0,1944.0,,,3525.0,
5266,,21381.0,2668.0,,,,
5161,0.0,529.0,0.0,3206.0,7937.0,,
5365,,,3689.0,5401.0,,,87943.0
5355,,13282.0,0.0,,,,
5306,,,2022.0,,,,
5144,,21047.0,9889.0,,10896.0,,
5281,,44109.0,0.0,,,,372.0
5345,,17653.0,5296.0,,,,81131.0
5322,,25249.0,427.0,,,,131914.0
5224,,,0.0,2661.0,2642.0,7036.0,
5303,,,5085.0,,14635.0,7656.0,8157.0
5257,,386.0,3135.0,,,,
5377,,42553.0,4527.0,,4160.0,,
5269,,,7157.0,,,730.0,367.0
5378,,26234.0,0.0,,,,
5287,,46.0,0.0,,12916.0,,44014.0
5215,,,29004.0,,7423.0,,
5124,,,19992.0,,,,1488.0
5196,,,8894.0,4572.0,,,
5150,,33650.0,0.0,,,,
5212,,40820.0,7342.0,10030.0,13448.0,924.0,
5261,,14729.0,0.0,,25945.0,54106.0,
5202,,4489.0,0.0,,,,1686.0
5154,,,0.0,4862.0,22174.0,,
5126,,,50412.0,,184076.0,,
5330,,3125.0,0.0,,6477.0,,
5204,,61369.0,20837.0,4054.0,124437.0,,
5095,,152464.0,27116.0,,,,
5185,,,24486.0,,,,
5349,,,4127.0,,10145.0,,
5115,,,2025.0,,4273.0,,
5191,,,0.0,,318.0,,
5168,,54646.0,9804.0,,311.0,,
5236,,11690.0,3092.0,,7753.0,,
5309,,59909.0,0.0,,28356.0,,34131.0
5240,,20400.0,10079.0,,,,
5188,,386.0,5879.0,,,341.0,
5162,,9812.0,0.0,14217.0,3756.0,,
5267,,14724.0,22154.0,,23766.0,,
5362,,8106.0,8314.0,,5555.0,,13003.0
5200,,,0.0,,,,
5352,,16279.0,6199.0,4087.0,18059.0,,320.0
5312,,,988.0,,,,
5292,,1898.0,0.0,,,,
5228,,19195.0,4830.0,,10582.0,,1597.0
5368,,,0.0,,,,460.0
5137,,,34007.0,3664.0,,,
5364,,32279.0,0.0,1579.0,,3295.0,
5226,,,15967.0,11986.0,,,
,,238792.0,0.0,1103.0,3380.0,,
5097,,25850.0,3359.0,,,,
5155,,13509.0,0.0,,,476.0,
5384,,82079.0,5041.0,,,,
5186,,27847.0,0.0,52732.0,,,
5210,,13799.0,33679.0,,21885.0,,
5350,,33049.0,0.0,,,,186060.0
5374,,,0.0,,,,932.0
5104,,,2146.0,,,,
5114,,22296.0,3207.0,,1035.0,,
5394,,141820.0,0.0,,,,
5243,,386.0,1341.0,3999.0,,,6874.0
5123,,9743.0,8365.0,,,,
5102,,69988.0,8304.0,,,2383.0,2387.0
5305,,,0.0,,,,
5315,,15312.0,0.0,,248875.0,,
5339,,7843.0,0.0,,171422.0,5310.0,76215.0
5308,,213190.0,0.0,,,,
5153,,963154.0,0.0,,,,
5342,,54313.0,6637.0,,,,
5318,,,5426.0,,,,67756.0
5289,,,0.0,,10465.0,,
5359,,386.0,0.0,,,,
5300,,124291.0,3941.0,,,,
5372,,8436.0,13114.0,,,,
5173,,13578.0,10925.0,2399.0,,596.0,
5113,,5800.0,8438.0,,,,
5105,,67098.0,0.0,,,,
5177,,,2855.0,,,,
5291,,484.0,8601.0,,,,44482.0
5380,,66497.0,0.0,,,7288.0,
5225,,28713.0,26095.0,,,,
5302,,26113.0,0.0,4490.0,,,52746.0
5234,,1128.0,0.0,,,,
5376,,,28019.0,10899.0,73150.0,7641.0,
5231,,1200.0,3623.0,,1686.0,,
5338,,551.0,14139.0,,129533.0,,2548.0
5393,,368.0,0.0,,23917.0,4743.0,
5192,,12602.0,3129.0,1467.0,11181.0,,
5121,,9628.0,40967.0,34321.0,51814.0,96.0,2226.0
5232,,6304.0,0.0,17676.0,,,
5271,,29244.0,0.0,,5980.0,,
5272,,51138.0,8347.0,,53449.0,,
5265,,,11267.0,,91368.0,,1246.0
5127,,6514.0,19631.0,9947.0,14940.0,,537.0
5370,,18302.0,0.0,,56412.0,,
,,26258.0,0.0,4935.0,,,
5353,,,1225.0,,,,
5250,,48020.0,0.0,,,,
5253,,6621.0,6171.0,,,,
5379,,,7543.0,,,,
5169,,,6948.0,,,,
5383,,,2979.0,,14037.0,,
5385,,17371.0,0.0,,5148.0,,
5296,,386.0,11319.0,8754.0,54321.0,969.0,
5381,,,0.0,,85389.0,2899.0,
5288,,,900.0,1381.0,,,
5131,,3361.0,0.0,,,,868.0
5189,,14512.0,0.0,,1985.0,,
5110,,-86042.0,10145.0,,,1525.0,459.0
5183,,2203.0,0.0,6655.0,15382.0,,
5184,,8738.0,8196.0,,,,
5239,,20907.0,0.0,4210.0,30501.0,,
5135,,-429.0,3308.0,20528.0,,,
5193,,92.0,7647.0,,3347.0,,389.0
5284,,,0.0,14314.0,66004.0,,197056.0
5363,,,13109.0,,,,
5211,,33677.0,0.0,,,,
5361,,87.0,0.0,,,,1208.0
5241,,3232.0,0.0,,3401.0,,341882.0
5181,,,0.0,,,,
5106,,,0.0,,1352.0,,
5159,,15462.0,5789.0,,,,85542.0
5190,,3405.0,0.0,,42171.0,73711.0,7585.0
5304,,997.0,28251.0,,,,
5129,,96711.0,19739.0,,88475.0,,224348.0
5280,,8878.0,0.0,,,,
5170,,32635.0,0.0,,9077.0,,637.0
5246,,16225.0,0.0,,1851.0,658168.0,115484.0
5171,,14891.0,0.0,,,126.0,
5238,,4903.0,5764.0,,11225.0,,
5116,,70669.0,0.0,,18021.0,,
5117,,,0.0,,55323.0,,
5283,,56136.0,15197.0,,5544.0,,
5346,0.0,79836.0,0.0,4823.0,2679.0,,380.0
5344,,,49.0,,17540.0,,
5388,,18666.0,2233.0,,,,
5262,,61893.0,38253.0,,,,5447.0
5295,,13654.0,2565.0,315.0,84903.0,,
5222,,48615.0,0.0,,,,1740.0
5268,,8831.0,0.0,,18859.0,12629.0,3393.0
5217,,1256075.0,6234.0,,13624.0,950.0,44707.0
5340,,5891.0,10446.0,4577.0,1083.0,,636.0
5128,,,30278.0,,,,1722.0
5326,,,0.0,,158986.0,1064.0,2496.0
5148,,367894.0,3982.0,,8986.0,,
5125,,2216.0,768.0,7051.0,8382.0,,
5142,,28339.0,0.0,,,,984.0
5331,,,0.0,,12804.0,5491.0,
5396,,7000.0,3862.0,,,,
5568,,,2972.0,,,,
5432,,21789.0,0.0,,17418.0,,
5509,,,0.0,,,,
5522,,,19563.0,,32900.0,,
5462,,82374.0,0.0,40610.0,0.0,,
5643,,20972.0,0.0,,1028.0,,13389.0
5576,,127571.0,18148.0,9785.0,,,
5397,,10089.0,0.0,,,8861.0,
5611,,117937.0,0.0,,58166.0,,
5647,,7090.0,7547.0,,,,396.0
,,61336.0,0.0,,,897.0,
,,93357.0,18823.0,,11466.0,,
5618,,56289.0,0.0,5499.0,,19719.0,
5415,,76928.0,0.0,,,527.0,
5504,,42423.0,1019.0,,,7665.0,
5577,,,10515.0,,7212.0,,211527.0
5529,,29990.0,12440.0,,,,
5598,,92.0,2466.0,,1588.0,,6597.0
5495,,41574.0,34296.0,,631887.0,,
5595,,14755.0,8044.0,,9276.0,800.0,
5560,,,3811.0,,,,
5644,,-3305.0,0.0,,23149.0,,
5505,,33481.0,3969.0,,37.0,,10999.0
5521,,,4046.0,,,,431651.0
5569,,1118.0,0.0,,,717.0,
