store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area
store_1319,4446,26,04/03/2016,01/10/2022,Fashion apparel,Women's Fashion,Women's Fashion,139956.0,45274.0,0.0
store_1906,4447,26,26/11/2016,30/01/2021,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,1425589.0,0.0
store_951,4448,26,26/11/2016,,Fashion apparel,Lingerie & Underwear,Women underwear,928844.0,111827.0,206.0
store_554,4449,26,24/11/2016,,Fashion apparel,Lingerie & Underwear,Women underwear,2052245.1,187234.0,205.0
store_1180,4450,26,02/12/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,460749.0,131.0
store_1819,4451,26,17/12/2016,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,,67404.0,188.0
store_1378,4452,26,20/02/2017,,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",7484395.0,599728.0,181.0
store_1736,4453,26,31/03/2017,,Food & Beverage Services,Service to table restaurants,Crepes,2284037.0,460775.0,65.0
store_1334,4454,26,16/03/2017,,Fashion apparel,Men's Fashion,Men's Fashion,807163.0,138384.0,183.0
store_364,4455,26,21/03/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,20535148.0,563589.0,100.0
store_1740,4456,26,14/03/2017,12/02/2024,Food & Beverage Services,Fast Meal,Sandwiches,,230936.0,0.0
store_995,4457,26,17/03/2017,,Fashion apparel,Family Fashion,Family Fashion,390007.51,397555.0,1255.0
store_15,4458,26,26/05/2017,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,2605887.53,471716.0,200.0
store_1907,4459,26,30/06/2017,28/03/2023,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,,,0.0
store_899,4460,26,24/08/2017,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,,52115.0,65.0
store_1398,4461,26,27/07/2017,,Food & Beverage Services,Sweet moments,Juices,243209.0,,86.0
store_1679,4462,26,24/08/2017,16/09/2024,Health & Beauty,Hair & Body,Hairdressers,,223577.0,51.0
store_1383,4463,26,18/11/2017,30/01/2021,Home,Furniture & Interior Design,Decoration accessories / Design,1158868.0,,0.0
store_1822,4464,26,09/03/2018,20/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,1124470.0,96866.0,0.0
store_36,4465,26,21/03/2018,,Fashion apparel,Women's Fashion,Women's Fashion,488081.0,38326.0,220.0
store_39,4466,26,24/05/2018,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2454932.76,64144.0,145.0
store_298,4467,26,31/05/2018,,Fashion apparel,Men's Fashion,Men's Fashion,7432647.0,,203.0
store_1908,4468,26,04/08/2018,23/12/2020,Fashion apparel,Women's Fashion,Women's Fashion,,303808.0,0.0
store_90,4469,26,01/09/2018,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,,,24.0
store_1341,4470,26,21/09/2018,19/06/2024,Fashion apparel,Family Fashion,Family Fashion,972875.0,,0.0
store_280,4471,26,28/09/2018,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,402000.0,80.0
store_1391,4472,26,02/08/2018,,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,1883722.31,307986.0,34.0
store_1696,4473,26,06/03/2019,,Health & Beauty,Hair & Body,Hairdressers,,,84.0
store_1349,4474,26,19/03/2019,,Services,Imaterial services,Travel Agency,371024.0,,44.0
store_23,4475,26,18/04/2019,,Fashion apparel,Lingerie & Underwear,Women underwear,,12546715.0,100.0
store_1750,4476,26,19/04/2019,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,1025438.0,182254.0,66.0
store_673,4477,26,24/04/2019,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,,128793.0,357.0
store_145,4478,26,17/07/2019,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,865278.0,159.0
store_3,4479,26,08/08/2019,27/06/2022,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,,228000.0,0.0
store_803,4480,26,26/09/2019,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",361570.0,398810.0,107.0
store_279,4481,26,12/12/2019,,Fashion apparel,Family Fashion,Family Fashion,576853.0,183687.0,141.0
store_7,4482,26,24/10/2019,,Food & Beverage Services,Fast Meal,American & Burgers,1233198.74,261900.0,747.0
store_1909,4483,26,16/09/2019,22/11/2021,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,1097673.0,,0.0
store_1804,4484,26,18/06/2020,,Food & Beverage Services,Gourmet Food Products,Chocolate,501088.0,185046.0,52.0
store_1415,4485,26,26/06/2020,25/08/2023,Health & Beauty,Optician,Optician & Sunglasses,1830180.63,60500.0,0.0
store_1442,4486,26,01/09/2020,,Food & Beverage Services,Sweet moments,Juices,243108.0,191152.0,127.0
store_1418,4487,26,26/09/2020,23/04/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,481873.0,6682288.0,0.0
store_1566,4488,26,02/10/2020,24/02/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,433244.69,434880.0,0.0
store_94,4489,26,08/10/2020,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,,125572.0,619.0
store_1424,4490,26,01/12/2020,,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,2190373.0,148363.0,76.0
store_49,4491,26,12/12/2020,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,920168.0,,86.0
store_1910,4492,26,01/04/2021,30/06/2024,Services,Other product-related services,Others Products related services,18382882.0,,0.0
store_259,4493,26,19/05/2021,24/08/2022,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,72713.0,1365432.0,0.0
store_1437,4494,26,19/05/2021,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,984749.0,1361887.0,362.0
store_1869,4495,26,19/05/2021,,Health & Beauty,Optician,Optician & Sunglasses,401866.0,181809.0,161.0
store_1436,4496,26,11/06/2021,,Fashion apparel,Men's Fashion,Men's Fashion,845595.0,4866429.0,235.0
store_1911,4497,26,25/06/2021,15/04/2023,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,494304.0,208520.0,0.0
store_1422,4498,26,25/06/2021,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,3237604.0,149683.0,85.0
store_1373,4499,26,16/09/2021,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,3701862.0,,135.0
store_178,4500,26,11/02/2022,23/03/2024,Food & Beverage Services,Fast Meal,Italian - Fast Meal,,192441.0,0.0
store_1714,4501,26,19/03/2022,29/01/2024,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",10543965.0,219816.0,0.0
store_1448,4502,26,29/06/2022,,Food & Beverage Services,Fast Meal,Sandwiches,39148.0,252065.0,49.0
store_1431,4503,26,13/06/2022,,Food & Beverage Services,Fast Meal,American & Burgers,,,40.0
store_1912,4504,26,15/10/2022,,Fashion apparel,Women's Fashion,Women's Fashion,138153.0,,75.0
store_1913,4505,26,05/11/2022,,Fashion apparel,Women's Fashion,Women's Fashion,36310283.0,31597.0,208.0
store_1914,4506,26,01/11/2022,,Fashion apparel,Men's Fashion,Men's Fashion,,,147.0
store_1915,4507,26,17/11/2022,07/01/2023,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,39362.0,177874.0,0.0
store_1916,4508,26,09/12/2022,31/03/2023,Fashion apparel,Family Fashion,Family Fashion,14951552.0,34052.0,0.0
store_287,4509,26,03/12/2022,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,181030.0,255042.0,909.0
store_1421,4510,26,12/01/2023,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,765540.0,92111.0,487.0
store_355,4511,26,17/03/2023,,Fashion apparel,Family Fashion,Family Fashion,269820.0,218757.0,408.0
store_1579,4512,26,15/04/2023,,Fashion apparel,Family Fashion,Family Fashion,6622966.0,43428.0,91.0
store_1367,4513,26,29/03/2023,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,1298873.54,,101.0
store_1917,4514,26,27/05/2023,,Home,Furniture & Interior Design,Decoration accessories / Design,1619284.0,,254.0
store_1185,4515,26,05/07/2023,,Sport,Sport Clothes & Equipment,Sport equipment,725218.0,133530.0,52.0
store_1339,4516,26,02/11/2023,22/04/2024,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,,209531.0,0.0
store_1918,4517,26,16/12/2023,,Fashion apparel,Women's Fashion,Women's Fashion,,,198.0
store_1919,4518,26,16/12/2023,,Fashion apparel,Family Fashion,Family Fashion,,85870.0,150.0
store_101,4519,26,18/01/2024,,Gifts,Toys,Toys,6450303.0,36416.0,304.0
store_774,4520,26,12/03/2024,,Sport,Sport Clothes & Equipment,Sport general store,32109712.0,1165277.0,1814.0
store_1920,4521,26,16/03/2024,,Fashion apparel,Women's Fashion,Women's Fashion,2340488.0,63508.0,155.0
store_1577,4522,26,21/03/2024,,Food & Beverage Services,Fast Meal,American & Burgers,2414246.0,,603.0
store_1500,4523,26,02/04/2024,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,486992.0,,263.0
store_1921,4524,26,26/06/2024,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,,271979.0,40.0
store_521,4525,26,29/08/2024,,Fashion apparel,Family Fashion,Family Fashion,,909246.0,980.0
store_1922,4526,26,29/08/2024,,Fashion apparel,Women's Fashion,Women's Fashion,,,119.0
store_325,4527,26,27/09/2024,,Fashion apparel,Family Fashion,Family Fashion,6889115.0,394848.0,169.0
store_1923,4528,19,01/01/1990,30/09/2022,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,655503.0,,0.0
store_1376,4529,19,01/01/1990,29/10/2020,Fashion apparel,Women's Fashion,Women's Fashion,43411175.0,89171.0,0.0
store_468,4530,19,01/01/1990,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1137328.0,233175.0,911.0
store_1390,4531,19,01/11/1998,04/02/2021,Fashion apparel,Men's Fashion,Men's Fashion,3755333.0,266177.0,0.0
store_749,4532,19,01/06/2000,10/05/2023,Fashion apparel,Family Fashion,Family Fashion,,,0.0
store_554,4533,19,19/10/2000,,Fashion apparel,Women's Fashion,Women's Fashion,4714895.0,2411099.0,733.1
store_1924,4534,19,15/10/1999,03/04/2023,Fashion apparel,Lingerie & Underwear,Women underwear,,,0.0
store_1324,4535,19,01/05/1999,,Fashion apparel,Matern./Childr. Fash.,Children fashion,4334472.0,,134.0
store_801,4536,19,01/01/1990,11/03/2024,Sport,Sport Clothes & Equipment,Sport general store,7344816.0,206529.0,0.0
store_32,4537,19,01/01/1990,,Food & Beverage Services,Fast Meal,American & Burgers,4388162.0,322969.0,482.0
store_654,4538,19,01/01/1990,01/09/2023,Food & Beverage Services,Fast Meal,Sandwiches,445916.0,2209907.0,0.0
store_1335,4539,19,28/11/1998,,Food & Beverage Services,Gourmet Food Products,Chocolate,169611.42,209200.0,76.0
store_71,4540,19,01/01/1990,25/08/2024,Fashion apparel,Women's Fashion,Women's Fashion,1080240.0,3012741.0,0.0
store_1378,4541,19,27/06/1998,,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",801178.84,282247.0,96.0
store_105,4542,19,03/07/1998,04/09/2024,Fashion apparel,Family Fashion,Family Fashion,97141.74,489359.0,616.9
store_1925,4543,19,26/05/1999,,Fashion apparel,Family Fashion,Family Fashion,3436909.12,386209.0,104.4
store_1926,4544,19,01/12/1995,01/09/2020,Health & Beauty,Pharmacy,Pharmacy,313956.0,257220.0,0.0
store_1927,4545,19,01/06/1995,29/01/2023,Fashion apparel,Men's Fashion,Men's Fashion,281094.29,113523.0,0.0
store_1928,4546,19,13/05/1995,15/08/2022,Health & Beauty,Optician,Optician & Sunglasses,,658494.0,0.0
store_1586,4547,19,01/01/1990,,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,1251682.0,80941.0,1987.0
store_193,4548,19,14/10/2000,,Fashion apparel,Women's Fashion,Women's Fashion,1509463.0,1329897.0,1010.0
store_1852,4549,19,01/01/1992,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,530458.0,445201.0,10712.0
store_1387,4550,19,01/02/2002,,Health & Beauty,Optician,Optician & Sunglasses,12263634.0,189578.0,204.4
store_1344,4551,19,01/01/2003,10/01/2024,Bags & Footwear & Accessories,Footwear,Family footwear,1222010.59,804836.0,0.0
store_90,4552,19,07/10/2004,14/10/2021,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,4685836.0,37500.0,0.0
store_908,4553,19,18/04/2005,13/01/2021,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,,14244.0,0.0
store_1332,4554,19,22/07/2005,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,196154.0,114.0
store_1323,4555,19,22/10/2005,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,2603124.0,,337.3
store_49,4556,19,14/03/2006,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,383797.0,272263.0,65.0
store_172,4557,19,19/05/2006,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,45830.67,,101.0
store_1371,4558,19,13/12/2007,,Food & Beverage Services,Fast Meal,"Crepes, Waffles & Bretzels",3624376.0,,59.0
store_1542,4559,19,10/05/2008,,Jewellery,Jewellery & Watches,Watches,1535309.0,,76.0
store_1356,4560,19,18/06/2008,,Jewellery,Jewellery & Watches,Watches,,,69.0
store_1787,4561,19,26/07/2008,,Food & Beverage Services,Fast Meal,Sandwiches,4737166.0,691667.0,80.0
store_822,4562,19,20/09/2007,27/09/2020,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,949808.0,225026.0,0.0
store_951,4563,19,13/08/2008,,Fashion apparel,Lingerie & Underwear,Women underwear,165479.0,24476.0,178.0
store_702,4564,19,10/10/2008,27/10/2020,Fashion apparel,Lingerie & Underwear,Women underwear,513175.13,,0.0
store_959,4565,19,15/11/2008,,Fashion apparel,Matern./Childr. Fash.,Children fashion,,86219.0,272.56
store_50,4566,19,06/06/2009,,Jewellery,Jewellery & Watches,Watches,1913440.0,134794.0,34.0
store_1461,4567,19,28/08/2009,,Health & Beauty,Optician,Optician & Sunglasses,564562.0,263103.0,148.0
store_364,4568,19,04/11/2009,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,53281.0,,60.0
store_1355,4569,19,13/09/2009,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2934831.0,210137.0,260.0
store_1451,4570,19,25/06/2010,,Bags & Footwear & Accessories,Footwear,Family footwear,510922.0,,137.2
store_1929,4571,19,01/10/2005,18/07/2022,Fashion apparel,Family Fashion,Family Fashion,109485.0,438000.0,0.0
store_807,4572,19,13/02/2006,,Fashion apparel,Women's Fashion,Women's Fashion,3145375.0,3302292.0,259.0
store_78,4573,19,20/06/2006,30/01/2021,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",262988.0,257040.0,0.0
store_1822,4574,19,09/09/2010,,Fashion apparel,Women's Fashion,Women's Fashion,4513586.0,,86.0
store_1346,4575,19,01/01/2011,,Gifts,Themed Gift,Themed gift,3505579.0,85555.0,421.0
store_1338,4576,19,26/02/2011,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,30226144.0,378663.0,121.0
store_1311,4577,19,30/06/2001,,Bags & Footwear & Accessories,Footwear,Family footwear,,15255.0,216.0
store_1544,4578,19,07/12/2010,,Entertainment,Entertainment,Cinemas,1272243.0,198350.0,12892.5
store_1480,4579,19,19/03/2011,21/02/2022,Fashion apparel,Men's Fashion,Men's Fashion,2207801.09,264274.0,0.0
store_30,4580,19,16/04/2011,,Fashion apparel,Family Fashion,Jeans,,619803.0,242.0
store_1436,4581,19,20/04/2012,30/01/2021,Fashion apparel,Men's Fashion,Men's Fashion,9432392.0,260522.0,0.0
store_1328,4582,19,07/04/2012,,Health & Beauty,Hair & Body,Hairdressers,6463912.0,,106.0
store_1930,4583,19,18/07/2012,06/04/2023,Food & Beverage Services,Fast Meal,Sandwiches,420683.0,84357.0,0.0
store_1454,4584,19,19/12/2012,,Food & Beverage Services,Fast Meal,Sandwiches,,65683.0,45.0
store_1422,4585,19,01/01/2013,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,218747.0,144.0
store_521,4586,19,01/01/2012,,Fashion apparel,Men's Fashion,Men's Fashion,867580.0,,391.0
store_139,4587,19,31/08/2013,,Fashion apparel,Lingerie & Underwear,Women underwear,,,81.0
store_1343,4588,19,09/06/2013,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,93225.0,67.0
store_1358,4589,19,14/12/2013,30/10/2020,Gifts,Cards & Gadgets,Cards & Gadgets,126753.0,402029.0,0.0
store_803,4590,19,01/01/2014,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",344681.0,290052.0,140.0
store_1931,4591,19,20/03/2014,10/12/2022,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,656926.0,0.0
store_67,4592,19,03/06/2014,31/01/2021,Fashion apparel,Women's Fashion,Women's Fashion,43250492.0,65705.0,0.0
store_1932,4593,19,01/07/2014,19/11/2022,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",560100.3,77333.0,0.0
store_1550,4594,19,24/09/2014,,Home,Furniture & Interior Design,Decoration accessories / Design,542721.0,268011.0,928.0
store_1007,4595,19,25/10/2014,,Fashion apparel,Matern./Childr. Fash.,Children fashion,2241580.0,50073.0,153.0
store_32,4596,19,31/10/2014,09/11/2021,Food & Beverage Services,Fast Meal,American & Burgers,1568072.0,,0.0
store_1363,4597,19,14/02/2015,30/10/2020,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",414135.0,6580458.0,0.0
store_1402,4598,19,18/02/2015,31/01/2021,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,95353.0,43476.0,0.0
store_1933,4599,19,02/04/2015,31/01/2021,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1132631.0,940991.0,0.0
store_39,4600,19,30/05/2015,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,3813682.0,567229.0,87.0
store_54,4601,19,06/07/2015,14/07/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9448729.66,825548.0,0.0
store_1496,4602,19,07/08/2015,05/04/2023,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,704929.0,0.0
store_1321,4603,19,05/09/2015,29/01/2021,Fashion apparel,Lingerie & Underwear,Women underwear,245988.0,209638.0,0.0
store_355,4604,19,25/09/2015,,Fashion apparel,Family Fashion,Family Fashion,1455554.25,1338522.0,316.0
store_1382,4605,19,08/10/2015,30/10/2020,Fashion apparel,Family Fashion,Family Fashion,4098248.0,171824.0,0.0
store_62,4606,19,01/10/2015,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,1484304.0,118.0
store_21,4607,19,23/03/2016,,Fashion apparel,Family Fashion,Family Fashion,,434624.0,5497.5
store_1510,4608,19,23/02/2016,,Services,Photo services,Photobooth and vending machines,,597122.0,15.0
store_163,4609,19,02/04/2016,14/12/2021,Fashion apparel,Lingerie & Underwear,Women underwear,1490725.0,2828205.0,0.0
store_468,4610,19,05/04/2016,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,9382951.0,712.0
store_1178,4611,19,05/04/2016,,Gifts,Themed Gift,Themed gift,131332.0,348905.0,91.0
store_145,4612,19,05/04/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,33502.0,143.0
store_101,4613,19,05/04/2016,,Gifts,Toys,Toys,52419.0,186314.0,491.0
store_1934,4614,19,05/04/2016,18/01/2021,Fashion apparel,Family Fashion,Family Fashion,2141828.76,113686.0,0.0
store_1935,4615,19,05/04/2016,14/10/2021,Fashion apparel,Family Fashion,Family Fashion,193882.0,92707.0,0.0
store_262,4616,19,05/04/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,387627.0,435842.0,1293.0
store_1936,4617,19,05/04/2016,22/08/2022,Bags & Footwear & Accessories,Footwear,Women footwear,553915.57,231631.0,0.0
store_130,4618,19,05/04/2016,,Fashion apparel,Family Fashion,Family Fashion,,176260.0,425.0
store_1015,4619,19,05/04/2016,05/10/2021,Fashion apparel,Women's Fashion,Women's Fashion,,,0.0
store_1457,4620,19,05/04/2016,,Home,Furniture & Interior Design,Tableware and kitchen tools,,,319.0
store_1937,4621,19,05/04/2016,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,1087760.0,60265.0,222.0
store_1938,4622,19,05/04/2016,30/09/2022,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,1339923.0,11613.0,0.0
store_1685,4623,19,11/04/2016,,Bags & Footwear & Accessories,Footwear,Family footwear,2477570.0,6302.0,178.0
store_3,4624,19,21/04/2016,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",86685.33,117514.0,62.6
store_1939,4625,19,30/04/2016,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,513341.0,300000.0,129.1
store_1940,4626,19,05/04/2016,30/06/2023,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,541277.0,13889.0,0.0
store_31,4627,19,02/03/2016,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1359676.0,1432216.0,204.0
store_778,4628,19,09/06/2016,,Fashion apparel,Women's Fashion,Women's Fashion,,191393.0,180.0
store_1682,4629,19,09/06/2016,,Fashion apparel,Women's Fashion,Women's Fashion,446635.0,,97.0
store_913,4630,19,09/07/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9019.0,,239.0
store_1941,4631,19,20/08/2016,21/03/2023,Fashion apparel,Family Fashion,Family Fashion,1136068.0,255000.0,0.0
store_521,4632,19,22/09/2016,,Fashion apparel,Men's Fashion,Men's Fashion,1017152.0,,435.0
store_413,4633,19,25/11/2016,,Home,Furniture & Interior Design,Decoration accessories / Design,,60126.0,681.0
store_1131,4634,19,26/12/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,2618723.15,87265.0,385.0
store_654,4635,19,15/12/2016,,Food & Beverage Services,Fast Meal,Sandwiches,823698.44,,98.0
store_1442,4636,19,23/12/2016,,Food & Beverage Services,Sweet moments,Juices,761584.0,146148.0,46.0
store_168,4637,19,31/03/2017,09/01/2023,Home,Furniture & Interior Design,Decoration accessories / Design,,,0.0
store_1454,4638,19,23/03/2017,,Food & Beverage Services,Fast Meal,Sandwiches,,,60.0
store_90,4639,19,30/03/2017,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,10273365.94,121554.0,80.0
store_98,4640,19,07/04/2017,,Fashion apparel,Family Fashion,Family Fashion,232613.64,263887.0,791.0
store_1180,4641,19,19/05/2017,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9530385.0,,175.0
store_1543,4642,19,26/07/2017,,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,11155698.0,4176055.0,3926.0
store_1688,4643,19,06/09/2017,31/01/2021,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1981804.0,123254.0,0.0
store_1736,4644,19,03/10/2017,30/12/2021,Food & Beverage Services,Service to table restaurants,Crepes,74813.86,342643.0,0.0
store_63,4645,19,29/09/2017,,Fashion apparel,Women's Fashion,Women's Fashion,,102000.0,1559.5
store_63,4646,19,06/10/2017,,Fashion apparel,Men's Fashion,Men's Fashion,,1746500.0,837.0
store_513,4647,19,03/11/2017,,Health & Beauty,Optician,Optician & Sunglasses,4264524.0,58771.0,250.0
store_189,4648,19,19/01/2018,,Home,Furniture & Interior Design,Decoration accessories / Design,11267871.0,416256.0,336.0
store_1942,4649,19,22/03/2018,,Services,Clothing-related services,Shoes repairs,,104966.0,40.0
store_1943,4650,19,01/09/2018,19/11/2022,Health & Beauty,Hair & Body,Hairdressers,457335.0,95151.0,0.0
store_163,4651,19,05/10/2018,14/12/2021,Fashion apparel,Family Fashion,Jeans,,3586658.0,0.0
store_259,4652,19,10/11/2018,24/08/2022,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,5194045.0,186474.0,0.0
store_1391,4653,19,22/12/2018,,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,,135334.0,21.8
store_1334,4654,19,22/03/2019,,Fashion apparel,Men's Fashion,Men's Fashion,549910.29,1452902.0,159.0
store_1944,4655,19,22/03/2019,,Fashion apparel,Family Fashion,Jeans,1173997.0,136500.0,104.0
store_1369,4656,19,23/03/2019,,Bags & Footwear & Accessories,Footwear,Family footwear,1681638.98,94424.0,68.0
store_783,4657,19,14/06/2019,,Fashion apparel,Lingerie & Underwear,Women underwear,34919660.0,,798.0
store_1945,4658,19,22/06/2019,07/07/2022,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,136164.0,,0.0
store_1946,4659,19,27/06/2019,16/05/2022,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,767100.0,93439.0,0.0
store_1465,4660,19,10/08/2019,,Fashion apparel,Women's Fashion,Women's Fashion,,1042893.0,297.0
store_1947,4661,19,28/11/2019,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Tea breaks,3291963.0,2898547.0,40.0
store_1526,4662,19,06/12/2019,,Food & Beverage Services,Sweet moments,Confectionery,21649.0,258967.0,91.0
store_1476,4663,19,08/07/2020,,Fashion apparel,Women's Fashion,Women's Fashion,15771373.13,20000.0,115.0
store_1948,4664,19,01/10/2019,,Food & Beverage Services,Fast Meal,Sandwiches,261472.91,,55.0
store_1804,4665,19,29/07/2020,,Food & Beverage Services,Gourmet Food Products,Chocolate,,143721.0,38.0
store_62,4666,19,05/08/2020,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,491237.0,86060.0,84.0
store_1926,4667,19,03/09/2020,,Health & Beauty,Pharmacy,Pharmacy,201052.0,247710.0,2001.7
store_1367,4668,19,16/12/2020,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2191970.0,701363.0,78.0
store_1363,4669,19,03/12/2020,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",,,130.0
store_1358,4670,19,28/11/2020,08/06/2022,Gifts,Cards & Gadgets,Cards & Gadgets,1067065.0,330000.0,0.0
store_1336,4671,19,19/05/2021,06/01/2022,Fashion apparel,Women's Fashion,Women's Fashion,2038731.05,60740.0,0.0
store_67,4672,19,19/05/2021,,Fashion apparel,Women's Fashion,Women's Fashion,,97859.0,1966.0
store_1402,4673,19,19/05/2021,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,18549019.0,133123.0,200.0
store_1823,4674,19,19/05/2021,,Bags & Footwear & Accessories,Footwear,Women footwear,292885.0,106582.0,77.0
store_1436,4675,19,19/05/2021,,Fashion apparel,Men's Fashion,Men's Fashion,,614148.0,222.0
store_1949,4676,19,22/09/2021,,Services,Other product-related services,Others Products related services,3070812.0,,65.0
store_1444,4677,19,15/10/2021,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",3029488.0,423180.0,40.0
store_78,4678,19,19/05/2021,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",1908479.84,1074000.0,91.5
store_1376,4679,19,15/11/2021,,Fashion apparel,Women's Fashion,Women's Fashion,15416785.0,,154.0
store_1379,4680,19,19/05/2021,16/10/2022,Entertainment,Entertainment,Kids Entertainment,62864.0,141682.0,0.0
