block_id,external_mall_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data
5949,23,2630.27,253961.64,95.17,9189.4,28933,2793578,304
6474,26,4498.55,389327.18,155.61,13467.29,49484,4282599,318
5108,14,18454.23,1591901.0,655.48,56542.93,239905,20694713,366
7482,30,4396.82,249874.36,165.07,9380.95,48365,2748618,293
4225,19,2518.0,535330.82,94.53,20097.74,27698,5888639,293
6054,23,2641.69,210539.54,93.83,7478.18,34342,2737014,366
7151,19,3920.27,351734.27,147.68,13250.26,43123,3869077,292
5193,14,10164.23,1203298.77,361.02,42740.12,132135,15642884,366
10947,32,25592.83,1311333.0,965.77,49484.26,153557,7867998,159
1760,16,19959.38,1350138.85,708.94,47955.75,259472,17551805,366
1177,36,14217.75,357884.0,592.41,14911.83,56871,1431536,96
1297,36,17040.75,910929.25,702.71,37564.09,68163,3643717,97
7076,19,16986.82,442268.64,637.73,16603.94,186855,4864955,293
4476,10,3875.62,399215.15,137.66,14179.77,50383,5189797,366
7624,13,7313.9,354498.0,264.04,12797.76,73139,3544980,277
5159,14,464.12,677117.0,16.0,23348.86,3713,5416936,232
6517,26,4263.85,313050.69,151.45,11119.29,55430,4069659,366
11128,18,31484.25,489336.25,1635.55,25420.06,125937,1957345,77
4323,17,28375.85,280867.46,1010.65,10003.5,368886,3651277,365
6009,23,14522.31,544790.38,515.82,19350.48,188790,7082275,366
7670,13,3404.0,240809.9,128.94,9121.59,34040,2408099,264
7709,13,13639.2,300490.1,492.39,10848.02,136392,3004901,277
4547,10,2149.15,423845.85,76.34,15054.63,27939,5509996,366
2349,24,2872.77,962620.46,102.04,34191.44,37346,12514066,366
6179,25,368.22,150454.33,13.64,5572.38,3314,1354089,243
11304,18,10406.75,508050.25,540.61,26392.22,41627,2032201,77
7259,19,15277.0,463487.27,573.54,17400.55,168047,5098360,293
6670,22,36029.08,497041.08,1275.37,17594.37,432349,5964493,339
4027,19,6602.37,293303.5,233.71,10382.42,52819,2346428,226
2295,24,1268.31,535455.77,45.05,19018.92,16488,6960925,366
4882,7,2644.33,556574.67,94.82,19956.86,23799,5009172,251
6204,25,11297.23,939178.31,401.27,33358.79,146864,12209318,366
6211,25,5722.69,971748.23,203.27,34515.65,74395,12632727,366
565,15,64128.0,346536.33,2709.63,14642.38,192384,1039609,71
1694,16,10741.0,2036033.67,407.89,77317.73,32223,6108101,79
6941,33,610.0,310068.25,30.5,15503.41,2440,1240273,80
5060,14,5387.77,686873.08,191.37,24397.13,70041,8929350,366
4639,10,5229.08,177117.23,185.73,6291.05,67978,2302524,366
5792,28,12833.77,813913.69,455.84,28909.5,166839,10580878,366
1723,16,46482.69,837788.92,1651.02,29757.53,604275,10891256,366
5070,14,2953.36,921056.27,105.14,32788.41,32487,10131619,309
5736,28,33917.38,548895.85,1204.72,19496.3,440926,7135646,366
1776,16,11886.85,122268.08,422.21,4342.86,154529,1589485,366
7147,19,22153.64,352391.09,831.71,13229.7,243690,3876302,293
7493,30,16097.64,1188483.45,604.35,44618.83,177074,13073318,293
1781,16,38303.62,385634.92,1360.51,13697.42,497947,5013254,366
6089,23,12573.85,303066.69,446.61,10764.66,163460,3939867,366
5748,28,24954.31,385736.92,886.36,13701.04,324406,5014580,366
7224,19,2661.55,235015.0,99.92,8823.09,29277,2585165,293
6523,26,98929.54,638266.62,3513.89,22670.67,1286084,8297466,366
6392,26,48002.15,1045176.92,1704.99,37123.77,624028,13587300,366
2239,24,29293.0,987961.62,1040.46,35091.53,380809,12843501,366
6853,33,1379.91,441853.0,47.73,15284.22,15179,4860383,318
6096,23,781.46,168225.77,27.76,5975.23,10159,2186935,366
7081,19,3907.0,442414.09,146.68,16609.4,42977,4866555,293
11611,32,22399.17,254256.17,850.6,9655.3,134395,1525537,158
2926,12,15561.77,434702.23,552.74,15440.24,202303,5651129,366
6619,22,4898.25,514243.08,173.9,18257.15,58779,6170917,338
2912,12,33092.46,1585657.54,1175.42,56321.17,430202,20613548,366
5946,23,18545.46,447280.38,658.72,15887.01,241091,5814645,366
6300,25,8818.77,1088128.31,313.23,38649.37,114644,14145668,366
7349,30,4496.3,679058.9,163.5,24693.05,44963,6790589,275
4713,10,17320.46,959459.23,615.21,34079.15,225166,12472970,366
7026,19,6023.67,382358.67,282.36,17923.06,18071,1147076,64
5789,28,6990.23,570064.15,248.29,20248.18,90873,7410834,366
5753,28,17768.23,895740.0,631.11,31815.9,230987,11644620,366
6326,25,7025.83,334716.17,281.03,13388.65,42155,2008297,150
4853,7,3978.11,847020.44,142.64,30371.25,35803,7623184,251
1814,16,7050.31,860979.15,250.42,30581.23,91654,11192729,366
7456,30,3847.91,316323.45,144.46,11875.62,42327,3479558,293
1280,36,73083.5,835090.0,3013.75,34436.7,292334,3340360,97
11292,18,6737.0,839326.25,349.97,43601.36,26948,3357305,77
11541,32,71449.17,1806157.83,2696.19,68156.9,428695,10836947,159
602,15,12456.54,353102.0,446.1,12645.53,161935,4590326,363
600,15,2369.25,352457.25,86.42,12855.58,28431,4229487,329
6445,26,16493.15,234586.77,585.82,8332.32,214411,3049628,366
2335,24,61564.15,173075.92,2186.7,6147.51,800334,2249987,366
4347,17,116464.23,712305.85,4136.71,25300.48,1514035,9259976,366
7392,30,8409.45,249890.09,315.71,9381.54,92504,2748791,293
2882,12,21369.08,2047833.62,759.01,72737.26,277798,26621837,366
2871,12,7373.86,441149.71,280.53,16782.87,51617,3088048,184
5735,28,3049.69,548996.0,108.32,19499.86,39646,7136948,366
6945,33,5796.18,458711.45,200.5,15867.38,63758,5045826,318
4650,10,15368.46,612480.0,545.87,21754.75,199790,7962240,366
1725,16,54546.62,1182013.15,1937.45,41984.07,709106,15366171,366
457,15,12012.38,515585.08,426.67,18313.13,156161,6702606,366
6623,22,17567.08,1396621.0,620.01,49292.51,210805,16759452,340
6646,22,12392.25,959987.17,436.09,33782.54,148707,11519846,341
7206,19,4073.6,205722.8,162.94,8228.91,20368,1028614,125
5938,23,16982.08,450455.77,603.19,15999.8,220767,5855925,366
11506,32,2089.83,616204.67,78.86,23253.01,12539,3697228,159
6147,25,3762.92,518509.38,133.66,18417.0,48918,6740622,366
4270,17,16275.89,876036.0,626.0,33693.69,146483,7884324,234
5181,14,19977.77,350584.08,709.59,12452.44,259711,4557593,366
5702,28,5022.54,674509.38,178.4,23957.98,65293,8768622,366
1713,16,19861.77,1242582.15,705.47,44135.43,258203,16153568,366
523,15,2349.54,764974.69,83.45,27171.23,30544,9944671,366
4968,14,92822.46,2529421.62,3296.97,89842.84,1206692,32882481,366
7619,13,3390.5,444046.3,122.4,16030.55,33905,4440463,277
5767,28,48595.23,594540.38,1726.06,21117.55,631738,7729025,366
5224,14,6876.46,667516.31,244.25,23709.6,89394,8677712,366
1785,16,28333.23,837609.77,1006.37,29751.17,368332,10888927,366
5987,23,15810.46,344682.92,561.57,12242.84,205536,4480878,366
6095,23,4965.31,168745.0,176.36,5993.67,64549,2193685,366
4843,7,15534.89,900826.78,557.03,32300.56,139814,8107441,251
6061,23,22751.46,699182.77,808.11,24834.36,295769,9089376,366
1811,16,9129.69,604124.08,324.28,21457.96,118686,7853613,366
6381,26,29384.85,645652.85,1043.72,22933.02,382003,8393487,366
6564,26,10101.38,560961.38,358.79,19924.86,131318,7292498,366
521,15,5479.0,397623.54,194.61,14123.24,71227,5169106,366
1844,16,0.0,1376655.8,0.0,49519.99,0,13766558,278
80,7,19370.33,550305.11,694.55,19732.06,174333,4952746,251
2854,12,11723.08,463795.85,420.99,16655.65,152400,6029346,362
7526,13,60965.2,534961.6,2200.91,19312.69,609652,5349616,277
1743,16,135672.77,1094822.46,4818.98,38887.14,1763746,14232692,366
1728,16,5767.08,373561.0,204.84,13268.56,74972,4856293,366
7197,19,3771.09,373694.82,141.58,14029.5,41482,4110643,293
7550,13,5324.3,337247.5,193.61,12263.55,53243,3372475,275
611,15,29888.92,141526.08,1061.63,5026.88,388556,1839839,366
7527,13,9278.2,534960.9,334.95,19312.67,92782,5349609,277
1286,36,10205.0,357153.25,425.21,14881.39,40820,1428613,96
7673,13,138049.0,393892.2,5056.74,14428.29,1380490,3938922,273
5194,14,7190.82,414934.64,265.43,15316.38,79099,4564281,298
6162,25,33592.15,806803.23,1193.16,28656.95,436698,10488442,366
53,7,41085.33,464974.67,1473.18,16672.4,369768,4184772,251
4908,7,9825.56,525737.89,352.31,18851.16,88430,4731641,251
7516,13,3388.8,534962.3,122.34,19312.72,33888,5349623,277
1668,16,1846.38,2721697.77,65.58,96672.33,24003,35382071,366
4287,17,14860.31,712306.38,527.83,25300.5,193184,9259983,366
7205,19,29696.64,235069.09,1138.2,9009.62,326663,2585760,287
11316,18,7318.25,357419.75,380.17,18567.26,29273,1429679,77
554,15,7133.46,298676.69,254.07,10637.8,92735,3882797,365
6965,33,9083.18,379955.45,314.2,13143.11,99915,4179510,318
5017,14,2597.23,462800.38,92.25,16438.27,33764,6016405,366
2876,12,30028.23,480914.69,1066.58,17081.67,390367,6251891,366
413,15,652.54,393658.85,23.18,13982.42,8483,5117565,366
2816,12,322416.08,6131567.92,11451.94,217787.93,4191409,79710383,366
4664,10,46054.62,809331.08,1635.82,28746.73,598710,10521304,366
5102,14,31634.54,691625.62,1123.63,24565.94,411249,8991133,366
6656,22,192765.33,1738236.25,6783.53,61169.6,2313184,20858835,341
7043,19,2978.27,530470.36,111.81,19915.27,32761,5835174,293
7407,30,7811.45,572248.82,293.26,21483.74,85926,6294737,293
4432,17,3783.5,461025.7,137.08,16703.83,37835,4610257,276
2923,12,40350.23,587121.85,1445.05,21026.4,524553,7632584,363
5947,23,13693.31,447274.31,486.37,15886.79,178013,5814566,366
7618,13,6292.0,444147.7,227.15,16034.21,62920,4441477,277
7402,30,2347.91,258852.0,88.15,9717.99,25827,2847372,293
5176,14,3839.31,463558.15,136.37,16465.18,49911,6026256,366
11219,18,3584.0,363315.25,186.18,18873.52,14336,1453261,77
5783,28,3418.8,421149.0,154.0,18970.68,17094,2105745,111
504,15,6705.38,469397.54,238.17,16672.59,87170,6102168,366
447,15,4895.23,553171.0,173.87,19648.15,63638,7191223,366
7678,13,18671.4,529150.2,652.85,18501.76,93357,2645751,143
4309,17,87460.46,902510.62,3106.52,32056.39,1136986,11732638,366
5148,14,15157.46,558927.92,538.38,19852.63,197047,7266063,366
605,15,105257.08,296812.46,3800.95,10718.23,1368342,3858562,360
6567,26,2625.31,613575.54,93.25,21793.67,34129,7976482,366
7542,13,86753.4,460346.1,3177.78,16862.49,867534,4603461,273
2252,24,4901.54,385408.15,174.1,13689.36,63720,5010306,366
4545,10,2245.23,95514.85,79.75,3392.6,29188,1241693,366
8,7,7921.78,609369.78,284.05,21849.91,71296,5484328,251
2155,14,4273.23,684039.08,151.78,24296.47,55552,8892508,366
6323,25,45692.92,1893481.15,1622.97,67254.8,594008,24615255,366
5100,14,28860.92,695343.15,1025.11,24697.98,375192,9039461,366
4345,17,20756.92,712296.85,737.27,25300.16,269840,9259859,366
1075,36,18109.0,924787.0,762.48,38938.4,72436,3699148,95
1284,36,30514.0,751567.25,1258.31,30992.46,122056,3006269,97
2980,12,68952.88,981586.0,2965.72,42218.75,551623,7852688,186
7188,19,17654.82,373693.0,662.81,14029.43,194203,4110623,293
6512,26,22156.77,613445.69,786.99,21789.05,288038,7974794,366
448,15,10749.31,515712.46,381.81,18317.66,139741,6704262,366
4593,10,39742.38,747766.0,1411.61,26559.99,516651,9720958,366
2277,24,43314.54,473519.54,1538.49,16819.0,563089,6155754,366
11633,32,11450.0,1311531.5,432.08,49491.75,68700,7869189,159
7521,13,10412.5,772170.0,375.9,27876.17,104125,7721700,277
1818,16,6166.73,342837.18,226.87,12612.74,67834,3771209,299
7108,19,10192.09,463456.91,382.64,17399.41,112113,5098026,293
6822,33,6200.82,494983.91,214.49,17122.08,68209,5444823,318
7071,19,2879.55,389914.64,108.11,14638.43,31675,4289061,293
1869,16,3870.23,520865.15,137.47,18500.67,50313,6771247,366
5763,28,31323.15,1183659.62,1112.57,42042.55,407201,15387575,366
6254,25,11531.08,425701.46,409.57,15120.54,149904,5534119,366
1784,16,11310.0,383739.54,401.72,13630.09,147030,4988614,366
6695,22,2643.75,501078.33,93.31,17685.12,31725,6012940,340
6251,25,57161.08,342745.69,2030.31,12174.03,743094,4455694,366
6186,25,40456.92,1134496.54,1436.99,40296.33,525940,14748455,366
7129,19,2825.82,641681.55,106.09,24090.43,31084,7058497,293
4682,10,25189.08,540754.69,894.69,19207.13,327458,7029811,366
5002,14,15346.54,463295.92,545.1,16455.87,199505,6022847,366
4262,17,14962.15,865656.92,531.44,30747.38,194508,11253540,366
1309,36,4280.75,756816.5,176.53,31208.93,17123,3027266,97
1696,16,8396.69,861503.77,298.24,30599.86,109157,11199549,366
6528,26,11604.46,398506.92,412.18,14154.62,150858,5180590,366
4680,10,37883.46,540771.08,1345.59,19207.72,492485,7030024,366
1832,16,70297.69,1800290.31,2496.91,63944.74,913870,23403774,366
5687,28,1076.71,324905.71,43.32,13070.92,7537,2274340,174
6889,33,41930.09,376687.64,1450.41,13030.08,461231,4143564,318
1839,16,9383.69,600910.85,333.3,21343.83,121988,7811841,366
6434,26,4186.33,168930.83,154.1,6218.31,25118,1013585,163
4541,10,1078.85,181595.38,38.32,6450.11,14025,2360740,366
5182,14,4519.15,349333.54,160.52,12408.02,58749,4541336,366
6094,23,4851.44,641354.22,180.43,23852.02,43663,5772188,242
4646,10,4753.92,177151.31,168.86,6292.26,61801,2302967,366
541,15,11888.23,522686.38,425.75,18718.8,154547,6794923,363
6870,33,2685.09,88584.64,92.88,3064.25,29536,974431,318
6558,26,7441.43,613872.71,263.08,21702.57,52090,4297109,198
1111,36,17285.25,640792.25,712.79,26424.42,69141,2563169,97
11009,32,1658.17,448160.83,62.57,16911.73,9949,2688965,159
11512,32,105618.67,616200.83,3985.61,23252.86,633712,3697205,159
584,15,9623.62,353456.69,341.82,12554.47,125107,4594937,366
7644,13,73744.3,315579.3,2662.25,11392.75,737443,3155793,277
6819,33,4159.73,683468.45,143.89,23641.99,45757,7518153,318
11607,32,86251.0,615944.0,3254.75,23243.17,517506,3695664,159
11376,32,16445.33,1231164.5,620.58,46459.04,98672,7386987,159
6711,22,17112.83,497135.5,603.98,17545.96,205354,5965626,340
6167,25,49373.25,733234.88,1803.59,26784.84,394986,5865879,219
4539,10,820.0,404777.0,30.94,15274.6,3280,1619108,106
6813,33,4293.18,420431.27,148.51,14543.22,47225,4624744,318
1768,16,73303.23,602886.46,2603.67,21414.0,952942,7837524,366
6193,25,5170.0,943811.0,252.2,46039.56,10340,1887622,41
6265,25,1504.75,179510.38,59.89,7144.69,12038,1436083,201
7730,13,8739.4,771843.8,315.5,27864.4,87394,7718438,277
6242,25,27995.38,556235.38,994.37,19756.99,363940,7231060,366
5817,28,9480.23,594535.69,336.73,21117.39,123243,7728964,366
4597,10,6326.92,747891.23,224.73,26564.44,82250,9722586,366
7413,30,50994.45,500053.18,1921.02,18837.62,560939,5500585,292
10975,32,9588.17,1474181.33,361.82,55629.48,57529,8845088,159
2330,24,2297.2,529651.5,82.04,18916.13,22972,5296515,280
6315,25,34460.23,1091243.46,1224.0,38760.01,447983,14186165,366
591,15,5423.92,594491.0,192.65,21115.8,70511,7728383,366
11000,18,6673.0,404043.5,346.65,20989.27,26692,1616174,77
3973,19,5183.86,418278.57,217.29,17532.63,36287,2927950,167
11670,32,8441.0,615944.0,318.53,23243.17,50646,3695664,159
1709,16,28940.69,837765.0,1027.95,29756.68,376229,10890945,366
6845,33,11836.73,494502.18,409.45,17105.42,130204,5439524,318
507,15,16584.0,647958.23,589.05,23014.91,215592,8423457,366
4279,17,28264.15,902313.62,1003.92,32049.39,367434,11730077,366
6170,25,11364.62,1278763.92,403.66,45420.58,147740,16623931,366
6333,25,8687.92,270602.69,308.59,9611.57,112943,3517835,366
585,15,15304.38,355003.31,543.6,12609.41,198957,4615043,366
1665,16,33733.85,620309.62,1198.2,22032.86,438540,8064025,366
2908,12,48152.54,610042.0,1734.02,21968.27,625983,7930546,361
2928,12,14339.54,418817.62,509.33,14876.04,186414,5444629,366
4860,7,2126.33,844753.67,95.21,37824.79,6379,2534261,67
7203,19,16812.55,235093.27,644.38,9010.54,184938,2586026,287
2823,12,9816.33,502779.11,374.35,19173.78,88347,4525012,236
474,15,14059.62,262926.0,503.51,9416.08,182775,3418038,363
590,15,16034.6,307340.0,631.28,12100.0,80173,1536700,127
1870,16,23129.57,1119362.57,838.9,40598.64,161907,7835538,193
1200,36,6069.25,886274.0,250.28,36547.38,24277,3545096,97
6911,33,4685.55,268121.82,162.08,9274.65,51541,2949340,318
1203,36,24851.5,752061.25,1024.8,31012.84,99406,3008245,97
6319,25,35783.0,1176923.77,1270.98,41803.3,465179,15300009,366
11546,32,44592.33,1370310.0,1682.73,51709.81,267554,8221860,159
5952,23,13156.38,264998.69,467.3,9412.52,171033,3444983,366
6004,23,1825.85,290980.08,64.85,10335.36,23736,3782741,366
6699,22,4005.83,333429.0,142.64,11872.84,48070,4001148,337
5718,28,16489.08,437043.69,585.68,15523.41,214358,5681568,366
7228,19,6696.73,208082.18,251.41,7811.96,73664,2288904,293
7462,30,3848.0,249885.09,144.46,9381.35,42328,2748736,293
42,7,57887.56,737516.56,2083.95,26550.6,520988,6637649,250
5811,28,2031.46,665079.23,72.16,23623.03,26409,8646030,366
7469,30,9055.82,835613.09,339.98,31371.14,99614,9191744,293
1726,16,36840.85,1153363.62,1308.55,40966.47,478931,14993727,366
2271,24,87256.69,367418.54,3099.28,13050.39,1134337,4776441,366
6669,22,4748.25,728940.42,167.09,25651.86,56979,8747285,341
7364,30,6387.64,811547.0,239.81,30467.63,70264,8927017,293
1856,16,13062.46,409348.85,463.97,14539.71,169812,5321535,366
11224,18,3083.0,80793.25,160.16,4197.05,12332,323173,77
11231,18,8734.5,475074.0,453.74,24679.17,34938,1900296,77
1712,16,67356.46,864306.69,2412.21,30953.13,875634,11235987,363
1072,36,5147.5,893620.25,212.27,36850.32,20590,3574481,97
7321,30,83208.27,682303.18,3123.86,25615.48,915291,7505335,293
4375,17,14806.46,661119.54,525.91,23482.39,192484,8594554,366
4535,10,38032.69,196593.23,1350.89,6982.82,494425,2555712,366
5691,28,10418.23,809588.69,370.05,28755.88,135437,10524653,366
7157,19,15439.36,472384.27,579.63,17734.56,169833,5196227,293
5170,14,9260.85,651877.85,328.94,23154.13,120391,8474412,366
4402,17,10425.85,664925.69,370.32,23617.58,135536,8644034,366
506,15,3308.6,493746.6,133.41,19909.14,16543,2468733,124
7125,19,29788.91,641451.73,1118.35,24081.81,327678,7055969,293
2299,24,1283.23,286386.54,45.58,10172.2,16682,3723025,366
7463,30,7159.36,249886.73,268.78,9381.41,78753,2748754,293
4356,17,20224.15,199277.08,722.29,7117.04,262914,2590602,364
7589,13,11150.9,915106.2,402.56,33036.32,111509,9151062,277
7655,13,5284.3,248763.4,192.86,9078.96,52843,2487634,274
5065,14,119576.23,305125.38,4282.34,10927.36,1554491,3966630,363
5709,28,5315.31,694297.62,188.8,24660.84,69099,9025869,366
6518,26,1956.23,313059.31,69.48,11119.59,25431,4069771,366
7297,30,136134.09,938226.82,5110.84,35223.53,1497475,10320495,293
5218,14,33640.77,264430.85,1211.44,9522.44,437330,3437601,361
7348,30,13235.18,649887.73,496.88,24398.52,145587,7148765,293
6929,33,4490.4,426894.8,161.53,15355.93,44904,4268948,278
6884,33,0.0,172856.2,0.0,6402.08,0,864281,135
5104,14,63982.69,695276.69,2272.61,24695.62,831775,9038597,366
1782,16,4824.08,383616.23,171.35,13625.71,62713,4987011,366
7637,13,2172.0,354603.8,78.41,12801.58,21720,3546038,277
5079,14,150279.33,861770.75,5257.59,30149.41,1803352,10341249,343
5992,23,20088.46,379744.31,713.52,13488.19,261150,4936676,366
454,15,29270.62,282186.69,1039.67,10023.02,380518,3668427,366
2906,12,12906.15,1301147.54,458.42,46215.62,167780,16914918,366
6678,22,96130.33,1051963.17,3392.84,37128.11,1153564,12623558,340
4919,7,2247.89,902650.67,80.6,32365.96,20231,8123856,251
7049,19,15833.27,437028.0,594.42,16407.19,174166,4807308,293
7566,13,12365.7,214162.4,461.41,7991.13,123657,2141624,268
7611,13,3065.7,444148.5,110.68,16034.24,30657,4441485,277
6161,25,9211.77,1275034.15,327.19,45288.1,119753,16575444,366
4874,7,3208.63,415636.13,120.51,15610.75,25669,3325089,213
6763,33,19976.0,683310.64,690.99,23636.53,219736,7516417,318
4814,7,19772.22,737476.89,711.8,26549.17,177950,6637292,250
465,15,3761.23,157832.62,133.96,5621.44,48896,2051824,365
28,7,19093.33,176541.33,687.36,6355.49,171840,1588872,250
7267,19,757.91,535329.91,28.45,20097.71,8337,5888629,293
5073,14,7419.86,931294.14,258.4,32433.13,51939,6519059,201
6756,33,4821.18,617821.27,166.77,21371.18,53033,6796034,318
2278,24,56235.23,737510.23,1997.43,26195.72,731058,9587633,366
7406,30,32936.82,572259.73,1236.54,21484.15,362305,6294857,293
5962,23,45328.46,406073.08,1610.03,14423.36,589270,5278950,366
5230,14,92832.31,613591.08,3297.32,21794.22,1206820,7976684,366
5833,28,96854.31,1183376.23,3440.18,42032.49,1259106,15383891,366
7696,13,29528.9,374963.3,1073.78,13635.03,295289,3749633,275
7702,13,12773.5,878704.3,461.14,31722.18,127735,8787043,277
6261,25,12010.23,197679.23,426.59,7021.39,156133,2569830,366
5027,14,5599.46,183830.0,198.89,6529.48,72793,2389790,366
4531,10,12768.0,225689.46,453.51,8016.29,165984,2933963,366
6403,26,5378.69,747169.85,191.05,26538.82,69923,9713208,366
7361,30,2306.55,811542.82,86.59,30467.48,25372,8926971,293
1178,36,19767.0,357446.75,823.63,14893.61,79068,1429787,96
6215,25,51457.46,1176199.54,1832.73,41892.04,668947,15290594,365
7199,19,20865.36,234739.27,799.72,8996.98,229519,2582132,287
5693,28,52825.38,781941.46,1876.31,27773.88,686730,10165239,366
612,15,52818.92,141289.0,1876.08,5018.46,686646,1836757,366
5243,14,29686.46,269418.77,1054.44,9569.52,385924,3502444,366
6551,26,1022.86,568790.43,38.7,21521.8,7160,3981533,185
2259,24,78911.38,656227.85,2802.86,23308.64,1025848,8530962,366
6944,33,1832.82,226184.91,63.4,7824.01,20161,2488034,318
7525,13,12242.2,772155.4,441.96,27875.65,122422,7721554,277
7725,13,3894.3,202510.9,140.59,7310.86,38943,2025109,277
6629,22,22708.42,1403751.17,808.61,49985.2,272501,16845014,337
4833,7,2433.67,311084.56,87.96,11244.02,21903,2799761,249
7731,13,2719.3,290705.2,99.61,10648.54,27193,2907052,273
75,7,47316.44,302041.0,1710.23,10917.14,425848,2718369,249
6488,26,5647.85,164004.46,200.61,5825.3,73422,2132058,366
496,15,16638.23,580713.69,590.98,20626.44,216297,7549278,366
6864,33,5236.0,294526.91,181.12,10188.04,57596,3239796,318
5052,14,8184.85,691692.08,290.72,24568.3,106403,8991997,366
7505,30,11521.73,649634.45,432.56,24389.01,126739,7145979,293
493,15,1960.25,509267.0,81.68,21219.46,7841,2037068,96
1859,16,8410.62,911443.77,298.74,32373.69,109338,11848769,366
4789,10,8548.38,399240.85,303.63,14180.69,111129,5190131,366
11450,32,18193.5,956527.17,686.55,36095.36,109161,5739163,159
4306,17,3586.23,1015206.46,127.38,36059.25,46621,13197684,366
4670,10,2385.54,602587.62,84.73,21403.39,31012,7833639,366
6772,33,17263.82,671242.55,597.18,23219.08,189902,7383668,318
4855,7,21414.89,820881.67,767.86,29434.0,192734,7387935,251
587,15,4782.69,354972.31,169.88,12608.31,62175,4614640,366
1747,16,12807.15,373328.38,454.9,13260.3,166493,4853269,366
508,15,8089.54,647985.62,287.33,23015.88,105164,8423813,366
51,7,9070.44,652174.44,326.54,23478.28,81634,5869570,250
5210,14,14755.38,462585.69,524.1,16430.64,191820,6013614,366
6270,25,4102.08,344210.77,145.7,12226.07,53327,4474740,366
7490,30,2868.45,682589.73,107.69,25626.24,31553,7508487,293
2292,24,15109.23,268833.62,536.67,9548.73,196420,3494837,366
4413,17,1244.46,707147.15,44.2,25117.25,16178,9192913,366
7196,19,15568.18,373599.64,584.47,14025.92,171250,4109596,293
6948,33,623.86,247688.43,25.1,9964.48,4367,1733819,174
3959,19,7386.45,436923.0,277.31,16403.25,81251,4806153,293
6490,26,29950.38,593287.54,1063.81,21073.05,389355,7712738,366
6685,22,10145.25,497077.33,364.5,17859.07,121743,5964928,334
5066,14,176201.31,798049.62,6258.52,28346.02,2290617,10374645,366
4274,17,14080.54,1015204.46,500.13,36059.17,183047,13197658,366
2165,14,7084.0,1065515.23,251.62,37846.17,92092,13851698,366
5034,14,17287.85,694869.23,614.05,24681.15,224742,9033300,366
1101,36,8005.5,894173.5,330.12,36873.13,32022,3576694,97
1155,36,7241.25,435440.0,298.61,17956.29,28965,1741760,97
1271,36,11144.75,910937.75,459.58,37564.44,44579,3643751,97
6165,25,2534.54,814903.62,90.02,28944.66,32949,10593747,366
5196,14,4193.69,463399.62,148.96,16459.55,54518,6024195,366
5998,23,5887.0,203181.8,211.76,7308.7,29435,1015909,139
4504,10,533.38,427363.69,18.95,15179.58,6934,5555728,366
4292,17,3552.85,865729.31,126.19,30749.95,46187,11254481,366
2811,12,28469.46,287204.77,1011.21,10201.26,370103,3733662,366
6183,25,2950.46,154718.38,104.8,5495.46,38356,2011339,366
7114,19,2513.73,699227.0,94.37,26250.84,27651,7691497,293
4952,14,10527.77,921683.38,373.94,32737.39,136861,11981884,366
4281,17,7502.69,902308.46,266.49,32049.21,97535,11730010,366
464,15,2860.85,157854.0,101.89,5622.2,37191,2052102,365
2318,24,5319.0,521718.85,188.93,18531.0,69147,6782345,366
2905,12,32160.54,1355075.15,1142.31,48131.08,418087,17615977,366
1772,16,4416.85,416076.54,156.88,14778.67,57419,5408995,366
1846,16,9894.54,2445403.0,351.45,86858.58,128629,31790239,366
424,15,47006.69,487422.85,1669.64,17312.83,611087,6336497,366
6330,25,1276.46,389289.54,45.34,13827.22,16594,5060764,366
6509,26,13461.0,612961.08,478.12,21771.84,174993,7968494,366
5968,23,15975.23,449048.69,567.43,15949.82,207678,5837633,366
7087,19,932.91,49083.91,35.14,1849.05,10262,539923,292
6628,22,41048.42,1197112.17,1444.52,42127.11,492581,14365346,341
2885,12,22490.69,2940487.54,798.85,104443.55,292379,38226338,366
21,7,3450.0,272733.22,124.2,9818.4,31050,2454599,250
2261,24,48790.54,546865.23,1733.0,19424.17,634277,7109248,366
4613,10,43361.62,888691.46,1540.17,31565.54,563701,11552989,366
537,15,9507.69,579651.23,337.7,20588.7,123600,7535466,366
6065,23,3531.22,127807.22,139.39,5045.02,31781,1150265,228
4982,14,9767.23,394580.85,346.92,14015.17,126974,5129551,366
6620,22,6367.33,514263.0,225.39,18204.0,76408,6171156,339
4265,17,14827.08,865716.08,526.64,30749.48,192752,11254309,366
4611,10,45503.69,486819.23,1616.25,17291.39,591548,6328650,366
410,15,140737.85,921882.85,4998.89,32744.47,1829592,11984477,366
7735,13,24353.2,611460.4,879.18,22074.38,243532,6114604,277
6220,25,7860.92,1174305.0,279.21,41710.29,102192,15265965,366
4811,7,5650.67,603563.89,203.42,21728.3,50856,5432075,250
7687,13,13400.2,504829.8,483.76,18224.9,134002,5048298,277
4797,7,10551.11,272273.67,379.84,9801.85,94960,2450463,250
1954,14,9988.08,613825.62,354.77,21802.55,129845,7979733,366
6441,26,2070.46,276626.15,73.54,9825.52,26916,3596140,366
4629,10,10251.54,486561.38,364.13,17282.23,133270,6325298,366
598,15,2637.8,403415.9,97.7,14941.33,26378,4034159,270
7075,19,8852.18,389918.36,332.33,14638.57,97374,4289102,293
