store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,mall_name,mall_country,total_mall_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m,total_occupancy_cost,cost_to_sales_ratio,cost_to_area_ratio
store_50,486,1,01/12/2014,,Jewellery,Jewellery & Watches,Watches,688775.0,257206.0,48.0,Westfield Shopping City Süd,Austria,120306.9,0.0,21674.0,13668.0,0.0,4978.0,0.0,0.0,297526.0,0.431963994047403,6198.458333333333
store_356,488,1,01/11/2014,14/05/2023,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,1310461.13,8955.0,382.96500000000003,Westfield Shopping City Süd,Austria,120306.9,0.0,470415.0,29497.0,0.0,0.0,0.0,53143.0,562010.0,0.4288643036669085,1467.52314180147
store_357,489,1,01/01/2011,29/02/2024,Gifts,Toys,Toys,630447.0,600351.0,186.5,Westfield Shopping City Süd,Austria,120306.9,0.0,13054.0,3906.0,0.0,30280.0,0.0,0.0,647591.0,1.0271934040450665,3472.337801608579
store_106,490,1,05/03/2015,24/12/2020,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",9268.75,1873868.0,51.25333333333333,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,7247.0,0.0,0.0,1881115.0,202.95239379635873,36702.29578563996
store_136,491,1,01/04/2015,,Fashion apparel,Family Fashion,Family Fashion,233797.0,320382.0,420.0,Westfield Shopping City Süd,Austria,120306.9,0.0,14195.0,5847.0,0.0,20375.0,0.0,0.0,360799.0,1.5432148402246393,859.0452380952381
store_126,492,1,16/04/2015,,Health & Beauty,Optician,Optician & Sunglasses,141489.0,122598.0,111.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,15412.0,0.0,0.0,0.0,0.0,138010.0,0.97541151608959,1243.3333333333333
store_358,493,1,01/04/2015,,Food & Beverage Services,Sweet moments,Icecreams & Frozen yogurts,372005.0,20682.0,70.29,Westfield Shopping City Süd,Austria,120306.9,0.0,14005.0,0.0,0.0,0.0,0.0,0.0,34687.0,0.09324337038480665,493.48413714610894
store_15,494,1,02/05/2015,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,21779375.0,201347.0,330.0,Westfield Shopping City Süd,Austria,120306.9,0.0,17160.0,0.0,0.0,0.0,0.0,0.0,218507.0,0.01003274887364766,662.1424242424242
store_135,495,1,22/06/2015,,Services,Imaterial services,Travel Agency,34205.75,32079.0,56.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,12220.0,0.0,4388.0,0.0,0.0,48687.0,1.4233571840991646,869.4107142857143
store_359,496,1,20/06/2015,02/04/2022,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,535751.0,79357.0,101.94833333333334,Westfield Shopping City Süd,Austria,120306.9,0.0,94888.0,0.0,0.0,0.0,0.0,0.0,174245.0,0.32523504389165864,1709.150059670748
store_360,497,1,17/06/2015,15/07/2023,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1303369.96,127405.0,101.94833333333334,Westfield Shopping City Süd,Austria,120306.9,0.0,5535.0,3217.0,0.0,0.0,0.0,0.0,136157.0,0.1044653507282,1335.5490526246954
store_361,499,1,31/08/2015,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,7769.1875,441646.0,160.0,Westfield Shopping City Süd,Austria,120306.9,0.0,89248.0,0.0,0.0,25180.0,0.0,0.0,556074.0,71.5742798072514,3475.4625
store_152,500,1,18/09/2015,,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,5823752.0,3873667.0,46.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,10635.0,32792.0,47388.0,0.0,66822.0,4031304.0,0.6922176631147755,87637.04347826086
store_99,501,1,14/09/2015,30/09/2021,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,12542.444444444445,171308.0,341.73,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,0.0,48175.0,219483.0,17.499220424868447,642.2702133263102
store_92,502,1,01/09/2015,31/05/2023,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1187972.0,43835.0,447.7790909090909,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,6393.0,0.0,0.0,0.0,0.0,50228.0,0.042280457788567406,112.17138321047108
store_243,503,1,19/10/2015,31/08/2022,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1137591.0,7769.1875,539.0216666666666,Westfield Shopping City Süd,Austria,120306.9,0.0,38609.0,0.0,0.0,0.0,0.0,8390.0,54768.1875,0.04814400562240735,101.60665310299834
store_362,504,1,18/09/2015,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",1699061.0,356902.0,81.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356902.0,0.21005837930480425,4406.197530864198
store_95,505,1,10/10/2015,30/04/2023,Food & Beverage Services,Gourmet Food Products,Gourmet General Grocery,17658.666666666668,4392786.0,55.0,Westfield Shopping City Süd,Austria,120306.9,0.0,65222.0,0.0,2560.0,29313.0,1580.0,0.0,4491461.0,254.34881833282995,81662.92727272728
store_181,506,1,10/12/2015,31/12/2020,Health & Beauty,Optician,Optician & Sunglasses,745721.0,26620.0,168.57571428571427,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,7362.0,0.0,33982.0,0.04556932150227766,201.5830106014254
store_202,507,1,26/02/2016,30/03/2024,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",26093397.0,8230.5,90.0,Westfield Shopping City Süd,Austria,120306.9,0.0,4203.0,0.0,8886.0,0.0,0.0,16461.0,37780.5,0.00144789503643393,419.78333333333336
store_363,508,1,17/03/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,858625.0,348095.0,1307.0,Westfield Shopping City Süd,Austria,120306.9,0.0,13580.0,5015.0,0.0,24943.0,0.0,0.0,391633.0,0.45611646527878874,299.6426931905126
store_364,509,1,16/03/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,21270.823529411766,479648.0,86.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,9271.0,3669.0,6352.0,0.0,0.0,498940.0,23.456543622305063,5801.627906976744
store_133,510,1,25/02/2016,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3760926.0,3783616.0,104.0,Westfield Shopping City Süd,Austria,120306.9,0.0,12937.0,5133.0,0.0,15563.0,0.0,0.0,3817249.0,1.0149758330794065,36704.317307692305
store_124,511,1,26/01/2016,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4808418.0,75379.0,104.0,Westfield Shopping City Süd,Austria,120306.9,0.0,144765.0,0.0,0.0,0.0,0.0,0.0,220144.0,0.0457830413246103,2116.769230769231
store_365,512,1,02/05/2016,17/08/2024,Gifts,Themed Gift,Themed gift,908392.59,734566.0,162.0,Westfield Shopping City Süd,Austria,120306.9,0.0,12701.0,0.0,6115.0,101686.0,0.0,0.0,855068.0,0.9412978588916054,5278.197530864198
store_96,513,1,16/05/2016,14/01/2023,Fashion apparel,Family Fashion,Family Fashion,1799872.0,35085.0,1222.477619047619,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,8695.0,0.0,0.0,9363.0,0.0,53143.0,0.029525988514738827,43.47155250286011
store_17,514,1,16/05/2016,13/02/2023,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",16081.413793103447,1587460.0,192.0,Westfield Shopping City Süd,Austria,120306.9,0.0,18531.0,0.0,0.0,16677.0,473.0,0.0,1623141.0,100.93273022401102,8453.859375
store_177,515,1,03/06/2016,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,1273092.0,79997.0,280.0,Westfield Shopping City Süd,Austria,120306.9,0.0,52775.0,0.0,0.0,0.0,0.0,0.0,132772.0,0.10429097033050243,474.1857142857143
store_127,516,1,04/06/2016,14/01/2023,Gifts,Themed Gift,Themed gift,517948.0,446561.0,162.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,10822.0,2733.0,0.0,0.0,460116.0,0.8883440036451535,2840.222222222222
store_138,517,1,14/07/2016,08/10/2022,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,103537.0,7769.1875,539.0216666666666,Westfield Shopping City Süd,Austria,120306.9,0.0,11269.0,0.0,7374.0,0.0,0.0,0.0,26412.1875,0.2550990225716411,49.00023344763507
store_366,518,1,01/08/2016,31/05/2023,Services,Clothing-related services,Dry cleaning,3777489.85,50680.0,116.0,Westfield Shopping City Süd,Austria,120306.9,0.0,103402.0,7997.0,0.0,4256.0,0.0,0.0,166335.0,0.04403320898400296,1433.9224137931035
store_367,519,1,01/08/2016,,Fashion apparel,Family Fashion,Family Fashion,885964.0,2700000.0,1112.0,Westfield Shopping City Süd,Austria,120306.9,0.0,642.0,0.0,5245.0,0.0,0.0,0.0,2705887.0,3.054172630039144,2433.351618705036
store_144,520,1,30/08/2016,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,4640583.02,73955.0,137.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,4367.0,6750.0,0.0,416.0,85488.0,0.01842182321306688,624.0
store_33,521,1,01/08/2016,31/05/2023,Services,Multiservices shops,Multiservices shops,167384.0,3241059.0,34.0,Westfield Shopping City Süd,Austria,120306.9,0.0,48902.0,29303.0,0.0,0.0,6495.0,0.0,3325759.0,19.869037661903167,97816.44117647059
store_368,522,1,02/09/2016,,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,445894.12,7022.68,1004.92,Westfield Shopping City Süd,Austria,120306.9,0.0,32256.0,0.0,0.0,0.0,0.0,0.0,39278.68,0.08808970165383656,39.08637503482864
store_94,523,1,08/09/2016,08/07/2023,Bags & Footwear & Accessories,Footwear,Sport shoes,5080.6,25452.0,596.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,5115.0,0.0,0.0,30567.0,6.016415384009762,51.28691275167785
store_130,524,1,09/09/2016,01/03/2022,Fashion apparel,Family Fashion,Family Fashion,649479.0,190877.0,1222.477619047619,Westfield Shopping City Süd,Austria,120306.9,0.0,13242.0,10184.0,0.0,0.0,0.0,104037.0,318340.0,0.4901467175997992,260.40558537832806
store_36,525,1,29/09/2016,13/08/2022,Fashion apparel,Women's Fashion,Women's Fashion,159932.0,1391635.0,388.5854545454546,Westfield Shopping City Süd,Austria,120306.9,0.0,1737.0,1752.0,0.0,0.0,0.0,0.0,1395124.0,8.723232373758847,3590.2630520021335
store_145,526,1,12/10/2016,11/09/2021,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3010192.0,21270.823529411766,447.7790909090909,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,3694.0,1855.0,1447.0,278441.0,306707.82352941175,0.10188978760471483,684.9534285013774
store_369,527,1,27/10/2016,27/07/2024,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",568019.0,8230.5,90.0,Westfield Shopping City Süd,Austria,120306.9,0.0,19955.0,3350.0,0.0,0.0,0.0,0.0,31535.5,0.05551838934965204,350.39444444444445
store_370,528,1,15/11/2016,,Home,"DIY, gardening",Do It Yourself and others materials,268758.0,49618.0,602.76,Westfield Shopping City Süd,Austria,120306.9,0.0,18053.0,2584.0,0.0,0.0,0.0,0.0,70255.0,0.2614061720953423,116.55551131461942
store_371,529,1,11/11/2016,31/10/2022,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,21983985.0,504596.0,382.96500000000003,Westfield Shopping City Süd,Austria,120306.9,0.0,11831.0,0.0,0.0,0.0,0.0,969.0,517396.0,0.023535132506686117,1351.0268562401263
store_217,530,1,10/11/2016,,Fashion apparel,Family Fashion,Family Fashion,5481.7441860465115,2182797.0,391.0,Westfield Shopping City Süd,Austria,120306.9,0.0,12438.0,2704.0,0.0,0.0,0.0,0.0,2197939.0,400.956141951085,5621.3273657289
store_372,531,1,25/11/2016,12/02/2022,Fashion apparel,Family Fashion,Family Fashion,5481.7441860465115,5481.7441860465115,1222.477619047619,Westfield Shopping City Süd,Austria,120306.9,0.0,9254.0,0.0,0.0,1061.0,26878.0,1021.0,43695.74418604651,7.971138875336742,35.743594406323794
store_373,532,1,27/02/2017,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,78632.0,239.875,68.0,Westfield Shopping City Süd,Austria,120306.9,0.0,70217.0,9892.0,7319.0,0.0,0.0,0.0,87667.875,1.1149134576253943,1289.233455882353
store_142,533,1,31/10/2016,,Services,Photo services,Photo Development,11401.916666666666,540721.0,55.4,Westfield Shopping City Süd,Austria,120306.9,0.0,927.0,0.0,0.0,152572.0,0.0,0.0,694220.0,60.886254503994216,12531.046931407942
store_45,534,1,05/05/2017,21/09/2023,Bags & Footwear & Accessories,Footwear,Family footwear,33933.0,6350.75,1020.1299999999999,Westfield Shopping City Süd,Austria,120306.9,0.0,19620.0,549.0,0.0,0.0,0.0,0.0,26519.75,0.7815327262546783,25.996441629988336
store_141,535,1,07/07/2017,28/05/2022,Food & Beverage Services,Gourmet Food Products,Chocolate,1686899.0,30000.0,93.51,Westfield Shopping City Süd,Austria,120306.9,0.0,9666.0,10270.0,0.0,6546.0,0.0,0.0,56482.0,0.033482739630529154,604.0209603250989
store_147,536,1,15/07/2017,,Gifts,Themed Gift,Themed gift,5456277.77,98092.0,218.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,6039.0,0.0,134833.0,0.0,0.0,238964.0,0.04379615739394441,1096.165137614679
store_157,537,1,29/08/2017,30/06/2023,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,7769.1875,2157796.0,539.0216666666666,Westfield Shopping City Süd,Austria,120306.9,0.0,58724.0,0.0,0.0,45775.0,0.0,0.0,2262295.0,291.18810686445653,4197.039080061717
store_23,538,1,18/08/2017,,Fashion apparel,Lingerie & Underwear,Women underwear,2232275.53,381.0,145.24,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,58524.0,0.0,744.0,59649.0,0.026721163762432144,410.69264665381434
store_156,539,1,22/09/2017,30/04/2022,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",3777808.0,8473542.0,90.0,Westfield Shopping City Süd,Austria,120306.9,0.0,44598.0,0.0,1982.0,9531.0,1939.0,64565.0,8596157.0,2.2754351200484515,95512.85555555555
store_374,540,1,22/09/2017,31/07/2022,Health & Beauty,Hair & Body,Hairdressers,4274.333333333333,895625.0,110.0,Westfield Shopping City Süd,Austria,120306.9,0.0,21773.0,8053.0,3413.0,0.0,0.0,0.0,928864.0,217.31201746861112,8444.218181818182
store_192,541,1,13/10/2017,,Fashion apparel,Lingerie & Underwear,Women underwear,25452691.0,2226816.0,42.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,2229120.0,0.08757895186799698,53074.28571428572
store_375,542,1,02/11/2017,31/03/2021,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,924088.0,178400.0,79.56,Westfield Shopping City Süd,Austria,120306.9,0.0,2788.0,6211.0,94.0,6442.0,0.0,0.0,193935.0,0.20986637636242436,2437.5942684766214
store_62,543,1,27/10/2017,30/09/2023,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,1229395.07,1066569.0,447.7790909090909,Westfield Shopping City Süd,Austria,120306.9,0.0,3258.0,1711.0,1492.0,3734.0,0.0,0.0,1076764.0,0.8758486399331339,2404.676819129563
store_376,544,1,24/11/2017,10/12/2022,Culture & Media & Technology,Computer Products & Electronics games,Computer products,1116355.0,1631457.0,143.0,Westfield Shopping City Süd,Austria,120306.9,0.0,96904.0,0.0,0.0,35621.0,0.0,0.0,1763982.0,1.580126393485943,12335.538461538461
store_168,545,1,30/11/2017,,Home,Furniture & Interior Design,Decoration accessories / Design,1234558.0,1852272.0,349.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,13231.0,5439.0,18795.0,0.0,0.0,1889737.0,1.5306992462079545,5414.719197707736
store_74,546,1,01/11/2017,,Fashion apparel,Lingerie & Underwear,Women underwear,318980.0,295803.0,230.07,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295803.0,0.9273402721173741,1285.7086973529795
store_119,547,1,01/03/2018,,Fashion apparel,Lingerie & Underwear,Women underwear,1205705.0,381.0,221.0,Westfield Shopping City Süd,Austria,120306.9,0.0,32747.0,0.0,0.0,34554.0,0.0,0.0,67682.0,0.05613479250728827,306.2533936651584
store_377,548,1,03/03/2018,,Food & Beverage Services,Service to table restaurants,Mediterranean and Oriental - Service to table restaurants,2357814.0,7022.68,132.59,Westfield Shopping City Süd,Austria,120306.9,0.0,31325.0,8406.0,0.0,21740.0,0.0,0.0,68493.68,0.029049653619835997,516.5825477034466
store_378,549,1,31/03/2018,14/05/2023,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,11724318.0,30554.0,264.0,Westfield Shopping City Süd,Austria,120306.9,0.0,16636.0,0.0,0.0,0.0,0.0,0.0,47190.0,0.004024967592997733,178.75
store_259,550,1,18/05/2018,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,5328076.0,102259.0,128.0,Westfield Shopping City Süd,Austria,120306.9,0.0,123.0,0.0,0.0,0.0,12934.0,1467.0,116783.0,0.021918418581116334,912.3671875
store_379,551,1,02/06/2018,31/12/2020,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,2980.4814814814813,215326.0,78.0,Westfield Shopping City Süd,Austria,120306.9,0.0,4401.0,0.0,0.0,128992.0,0.0,0.0,348719.0,117.00089471002697,4470.75641025641
store_222,552,1,28/06/2018,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,3742479.0,3382293.0,146.58,Westfield Shopping City Süd,Austria,120306.9,0.0,513.0,12047.0,0.0,101105.0,0.0,0.0,3495958.0,0.934128955700219,23850.170555328146
store_163,553,1,09/08/2018,08/11/2023,Fashion apparel,Lingerie & Underwear,Women underwear,639514.23,82738.0,185.6157142857143,Westfield Shopping City Süd,Austria,120306.9,0.0,12576.0,21876.0,0.0,0.0,0.0,0.0,117190.0,0.18324846344701354,631.3581824198998
store_380,554,1,22/08/2018,,Sport,Sport Clothes & Equipment,Sport general store,378211.58,135000.0,5181.0,Westfield Shopping City Süd,Austria,120306.9,0.0,16603.0,0.0,0.0,38364.0,1304.0,2320.0,193591.0,0.5118589970196047,37.365566492955026
store_180,555,1,20/09/2018,,Fashion apparel,Family Fashion,Family Fashion,2781975.0,5481.7441860465115,370.02,Westfield Shopping City Süd,Austria,120306.9,0.0,30650.0,0.0,0.0,6839.0,0.0,1337.0,44307.74418604651,0.0159267226290842,119.7441873035147
store_281,556,1,13/09/2018,,Fashion apparel,Family Fashion,Family Fashion,362198.0,5481.7441860465115,260.0,Westfield Shopping City Süd,Austria,120306.9,0.0,127676.0,1067.0,5950.0,32515.0,0.0,0.0,172689.7441860465,0.476782710523102,664.1913237924865
store_381,557,1,23/07/2018,,Food & Beverage Services,Fast Meal,Local Kitchen,6387190.0,4052756.0,49.0,Westfield Shopping City Süd,Austria,120306.9,0.0,983.0,5526.0,0.0,0.0,0.0,0.0,4059265.0,0.6355322136964768,82842.14285714286
store_382,558,1,06/11/2018,20/11/2020,Entertainment,Entertainment,"Gambling, Casinos",195.33333333333334,3273861.0,323.12,Westfield Shopping City Süd,Austria,120306.9,0.0,29202.0,18405.0,0.0,0.0,0.0,0.0,3321468.0,17004.102389078496,10279.3637038871
store_383,559,1,02/11/2018,,Sport,Sport Clothes & Equipment,Sport equipment,558.5,514595.0,592.73,Westfield Shopping City Süd,Austria,120306.9,0.0,14678.0,9379.0,0.0,39119.0,0.0,0.0,577771.0,1034.5049239033124,974.7625394361683
store_105,560,1,04/01/2019,20/04/2024,Fashion apparel,Family Fashion,Family Fashion,4275381.0,12705.0,1222.477619047619,Westfield Shopping City Süd,Austria,120306.9,0.0,46892.0,0.0,0.0,0.0,1005.0,0.0,60602.0,0.014174643148762649,49.57309569987258
store_384,561,1,01/07/2010,,Non-retail,Other Non-Retail,Other Non-Retail,761971.0,1221293.0,2048.46,Westfield Shopping City Süd,Austria,120306.9,0.0,552.0,0.0,0.0,36697.0,0.0,0.0,1258542.0,1.6516927809588553,614.3844644269353
store_385,562,1,21/03/2019,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,639696.0,217364.0,90.0,Westfield Shopping City Süd,Austria,120306.9,0.0,4900.0,0.0,0.0,39039.0,0.0,1919.0,263222.0,0.41147982791826115,2924.688888888889
store_189,563,1,04/04/2019,,Home,Furniture & Interior Design,Decoration accessories / Design,7786350.0,13017.818181818182,659.46,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,5583.0,0.0,0.0,0.0,0.0,18600.818181818184,0.0023889008562186626,28.206135598547572
store_386,564,1,04/04/2019,30/06/2021,Gifts,Florists,Florists,197734.0,494.0,168.6818181818182,Westfield Shopping City Süd,Austria,120306.9,0.0,61835.0,0.0,6006.0,223364.0,0.0,0.0,291699.0,1.4752091193219172,1729.285367825384
store_387,565,1,16/03/2019,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",795420.0,630000.0,89.14,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,426.0,0.0,14905.0,645331.0,0.811308491111614,7239.52210006731
store_388,566,1,27/04/2019,03/07/2024,Fashion apparel,Men's Fashion,Men's Fashion,5622330.0,5689.261363636364,250.5,Westfield Shopping City Süd,Austria,120306.9,0.0,61067.0,10855.0,0.0,43319.0,0.0,0.0,120930.26136363637,0.021508922699954712,482.7555343857739
store_389,567,1,01/10/2018,29/02/2024,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,3113688.0,190305.0,382.96500000000003,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,8222.0,0.0,7777.0,0.0,2195.0,208499.0,0.0669620719866602,544.4335644249473
store_390,568,1,01/03/2018,03/02/2024,Fashion apparel,Family Fashion,Jeans,1583442.0,211169.0,190.0,Westfield Shopping City Süd,Austria,120306.9,0.0,2442.0,2089.0,3727.0,3686.0,0.0,139.0,223252.0,0.1409915866826824,1175.0105263157895
store_16,569,1,01/01/2018,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,874237.0,22880414.0,121.54,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,16435.0,0.0,11617.0,0.0,700.0,22909166.0,26.204754545964082,188490.75201579725
store_391,570,1,15/05/2019,,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",6170852.0,114960.0,26.0,Westfield Shopping City Süd,Austria,120306.9,0.0,22340.0,8289.0,0.0,5471.0,0.0,30459.0,181519.0,0.029415549100837293,6981.5
store_392,571,1,06/10/2018,28/04/2023,Auto,Auto Dealer,Auto Dealer,5296769.0,17489.0,213.0,Westfield Shopping City Süd,Austria,120306.9,0.0,44144.0,0.0,0.0,0.0,760.0,0.0,62393.0,0.011779445167421876,292.92488262910797
store_393,572,1,01/06/2019,13/01/2024,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",3409904.14,284084.0,69.296,Westfield Shopping City Süd,Austria,120306.9,0.0,7003.0,8389.0,14589.0,0.0,0.0,0.0,314065.0,0.09210376218963152,4532.224082198106
store_222,573,1,18/06/2019,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,1460201.66,1349468.0,87.43,Westfield Shopping City Süd,Austria,120306.9,0.0,4063.0,7496.0,0.0,0.0,0.0,0.0,1361027.0,0.932081531807052,15567.047924053528
store_365,574,1,21/09/2019,,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,322204.0,261632.0,126.0,Westfield Shopping City Süd,Austria,120306.9,0.0,13570.0,0.0,0.0,0.0,0.0,233.0,275435.0,0.8548466189122419,2185.9920634920636
store_191,575,1,18/09/2019,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,807048.0,594161.0,81.0,Westfield Shopping City Süd,Austria,120306.9,0.0,21219.0,0.0,0.0,30856.0,0.0,0.0,646236.0,0.8007404764028906,7978.222222222223
store_394,576,1,14/10/2019,30/06/2023,Food & Beverage Services,Fast Meal,Sandwiches,158227.0,875.6,49.0,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,57720.0,0.0,4378.0,62973.6,0.39799528525472894,1285.1755102040815
store_395,577,1,17/09/2019,27/05/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,2956468.0,222500.0,212.51333333333332,Westfield Shopping City Süd,Austria,120306.9,0.0,10526.0,0.0,0.0,6776.0,0.0,39838.0,279640.0,0.094585836883741,1315.870376760674
store_226,578,1,12/10/2019,30/11/2020,Fashion apparel,Women's Fashion,Women's Fashion,10179.285714285714,22850.0,388.5854545454546,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,2722.0,1632.0,0.0,27204.0,2.672486141323416,70.00776709931593
store_396,579,1,23/10/2019,30/09/2022,Fashion apparel,Family Fashion,Family Fashion,5481.7441860465115,464515.0,1222.477619047619,Westfield Shopping City Süd,Austria,120306.9,0.0,11425.0,0.0,0.0,0.0,0.0,0.0,475940.0,86.82273084020957,389.32410097682185
store_197,580,1,15/11/2019,31/01/2021,Fashion apparel,Women's Fashion,Women's Fashion,314247.0,300000.0,388.5854545454546,Westfield Shopping City Süd,Austria,120306.9,0.0,12232.0,9240.0,0.0,104346.0,0.0,177.0,425995.0,1.3556056223289323,1096.271090482028
store_263,581,1,05/12/2019,,Food & Beverage Services,Gourmet Food Products,"Herbal, spices and tea products",9268.75,9268.75,86.15,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,2551.0,0.0,0.0,11819.75,1.2752258934592042,137.19965177016832
store_397,582,1,02/11/2019,31/03/2021,Health & Beauty,Optician,Optician & Sunglasses,32.0,138711.0,168.57571428571427,Westfield Shopping City Süd,Austria,120306.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138711.0,4334.71875,822.8409447217444
store_398,583,1,09/12/2019,,Food & Beverage Services,Fast Meal,Asian - Fast Meal,627.4,927849.0,693.0,Westfield Shopping City Süd,Austria,120306.9,0.0,386.0,6712.0,0.0,0.0,0.0,0.0,934947.0,1490.192859419828,1349.1298701298701
store_399,584,1,04/12/2019,31/10/2020,Health & Beauty,Optician,Optician & Sunglasses,589983.0,367021.0,168.57571428571427,Westfield Shopping City Süd,Austria,120306.9,0.0,327.0,0.0,0.0,0.0,0.0,0.0,367348.0,0.6226416693362351,2179.127649297052
store_110,585,1,28/11/2019,,Food & Beverage Services,Fast Meal,American & Burgers,1593627.0,193199.0,698.89,Westfield Shopping City Süd,Austria,120306.9,0.0,6067.0,0.0,0.0,3666.0,0.0,521.0,203453.0,0.12766663717419446,291.1087581736754
store_215,586,1,16/12/2019,,Food Stores & Mass Merchandise,Grocery,Grocery,49284.0,194691.0,141.0,Westfield Shopping City Süd,Austria,120306.9,0.0,331.0,0.0,0.0,0.0,0.0,4507.0,199529.0,4.048555312068825,1415.099290780142
store_400,587,1,01/10/2019,,Gifts,Themed Gift,Themed gift,140045.0,12385.0,211.0,Westfield Shopping City Süd,Austria,120306.9,0.0,32462.0,0.0,0.0,0.0,0.0,0.0,44847.0,0.3202327823199686,212.54502369668248
